,Unnamed: 0,url,emotion,headline,source,yr,sentiment,rel
563869,13965413,https://www.bloomberg.com/news/articles/2010-11-09/hca-said-to-plan-2-billion-dividend-payout-funded-by-high-yield-bond-sale,neutral,HCA ... Owners,bloomberg,2010,0,1
563870,13966076,https://www.bloomberg.com/news/articles/2010-11-15/asian-stocks-fluctuate-as-commodities-fall-japan-growth-beats-estimates,neutral,Asia ... Grows,bloomberg,2010,0,1
563871,13966627,https://www.bloomberg.com/news/articles/2010-11-18/debt-wall-shrinks-393-billion-as-fed-eases-financing-fear-credit-markets,fear,Debt ... Markets,bloomberg,2010,-1,1
563872,13966853,https://www.bloomberg.com/news/articles/2010-11-19/global-investors-sell-net-2-18-billion-rupees-of-indian-stocks,neutral,Global ... Stocks,bloomberg,2010,0,1
563873,13966854,https://www.bloomberg.com/news/articles/2010-11-19/japan-s-bonds-fall-as-stock-gains-gdp-growth-sap-safety-demand,neutral,Japan’s ... Demand,bloomberg,2010,0,1
563874,13967318,https://www.bloomberg.com/news/articles/2010-11-23/microsoft-s-record-low-coupon-fed-spark-buyers-strike-credit-markets,sadness,Microsoft ... Markets,bloomberg,2010,-1,1
563875,13969755,https://www.bloomberg.com/news/articles/2010-12-08/global-investors-sell-net-4-2-billion-rupees-of-indian-stocks,neutral,Global ... Stocks,bloomberg,2010,0,1
563876,13970513,https://www.bloomberg.com/news/articles/2010-12-14/best-buy-profit-misses-analysts-estimates-as-u-s-sales-drop-shares-fall,neutral,Best ... Forecast,bloomberg,2010,0,1
563877,13970655,https://www.bloomberg.com/news/articles/2010-12-15/fed-signals-stronger-economy-won-t-slow-plan-to-buy-600-billion-in-bonds,neutral,Fed ... Stimulus,bloomberg,2010,0,1
563878,13971532,https://www.bloomberg.com/news/articles/2010-12-21/stocks-commodities-climb-on-economic-growth-outlook-euro-pares-advance,neutral,S&P ... Advance,bloomberg,2010,0,1
563879,13971696,https://www.bloomberg.com/news/articles/2010-12-22/global-investors-buy-net-2-25-billion-rupees-of-indian-stocks,neutral,Global ... Stocks,bloomberg,2010,0,1
563880,13971869,https://www.bloomberg.com/news/articles/2010-12-23/global-investors-sell-net-237-million-rupees-of-indian-stocks,neutral,Global ... Stocks,bloomberg,2010,0,1
563881,13971994,https://www.bloomberg.com/news/articles/2010-12-24/global-investors-sell-net-999-million-rupees-of-indian-stocks,neutral,Global ... Stocks,bloomberg,2010,0,1
563882,13972612,https://www.bloomberg.com/news/articles/2010-12-30/japan-s-stocks-fall-after-dollar-weakens-nomura-research-drops-on-outlook,sadness,Japan’s ... Losses,bloomberg,2010,-1,1
563883,13974838,https://www.bloomberg.com/news/articles/2011-01-20/global-investors-sell-net-2-08-billion-rupees-of-indian-stocks,neutral,Global ... Stocks,bloomberg,2011,0,1
563884,13975897,https://www.bloomberg.com/news/articles/2011-01-31/global-investors-sell-net-5-92-billion-rupees-of-indian-stocks,neutral,Global ... Stocks,bloomberg,2011,0,1
563885,13981381,https://www.bloomberg.com/news/articles/2011-03-21/global-investors-sell-net-4-55-billion-rupees-of-indian-stocks,neutral,Global ... Stocks,bloomberg,2011,0,1
563886,13981711,https://www.bloomberg.com/news/articles/2011-03-24/global-investors-buy-net-3-93-billion-rupees-of-indian-stocks,neutral,Global ... Stocks,bloomberg,2011,0,1
563887,13983726,https://www.bloomberg.com/news/articles/2011-04-13/foreign-investors-sell-net-4-75-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2011,0,1
563888,13984276,https://www.bloomberg.com/news/articles/2011-04-18/foreign-investors-buy-net-1-84-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2011,0,1
563889,13985310,https://www.bloomberg.com/news/articles/2011-04-27/foreign-investors-sell-net-1-49-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2011,0,1
563890,13985361,https://www.bloomberg.com/news/articles/2011-04-27/asian-stocks-rise-on-growth-outlook-earnings-dollar-falls-silver-gains,neutral,U.S. ... Rates,bloomberg,2011,0,1
563891,13988272,https://www.bloomberg.com/news/articles/2011-05-24/foreign-investors-sell-net-1-38-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2011,0,1
563892,13990922,https://www.bloomberg.com/news/articles/2011-06-23/foreign-investors-sell-net-2-68-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2011,0,1
563893,13996826,https://www.bloomberg.com/news/articles/2011-08-18/china-mobile-first-half-net-income-rises-6-4-percent-to-61-3-billion-yuan,joy,China ... Yuan,bloomberg,2011,1,1
563894,14003951,https://www.bloomberg.com/news/articles/2011-10-25/china-s-stocks-drop-on-earnings-growth-outlook-led-by-banks-developers,neutral,China ... Months,bloomberg,2011,0,1
563796,13883747,https://www.bloomberg.com/news/articles/2012-01-19/banks-flush-with-623-billion-ecb-cash-beating-sovereigns-credit-markets,neutral,Banks ... Markets,bloomberg,2012,0,1
563797,13884735,https://www.bloomberg.com/news/articles/2012-01-26/asia-stocks-oil-rise-as-fed-signals-low-rates-new-zealand-dollar-gains,neutral,Treasuries ... Drop,bloomberg,2012,0,1
563798,13885622,https://www.bloomberg.com/news/articles/2012-01-31/amazon-s-sales-miss-estimates-profit-drops-as-expenses-surge-shares-drop,sadness,Amazon’s ... Mover,bloomberg,2012,-1,1
563799,13889867,https://www.bloomberg.com/news/articles/2012-03-01/foreign-investors-buy-net-6-51-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563800,13892856,https://www.bloomberg.com/news/articles/2012-03-21/foreign-investors-buy-net-1-96-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563801,13895508,https://www.bloomberg.com/news/articles/2012-04-09/foreign-investors-buy-net-1-34-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563802,13895882,https://www.bloomberg.com/news/articles/2012-04-11/foreign-investors-sell-net-10-4-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563803,13896300,https://www.bloomberg.com/news/articles/2012-04-13/foreign-investors-buy-net-1-84-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563804,13896710,https://www.bloomberg.com/news/articles/2012-04-17/foreign-investors-sell-net-5-52-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563805,13899564,https://www.bloomberg.com/news/articles/2012-05-07/foreign-investors-buy-net-5-13-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563806,13900273,https://www.bloomberg.com/news/articles/2012-05-11/foreign-investors-buy-net-3-42-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563807,13900905,https://www.bloomberg.com/news/articles/2012-05-15/foreign-investors-buy-net-4-04-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563808,13901149,https://www.bloomberg.com/news/articles/2012-05-17/dollar-falls-as-fed-signals-further-easing-oil-gold-rebound,neutral,Stocks ... Rallies,bloomberg,2012,0,1
563809,13902587,https://www.bloomberg.com/news/articles/2012-05-28/foreign-investors-sell-net-3-64-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563810,13902722,https://www.bloomberg.com/news/articles/2012-05-29/foreign-investors-buy-net-1-79-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563811,13905085,https://www.bloomberg.com/news/articles/2012-06-14/china-s-stocks-drop-as-credit-suisse-cuts-gdp-growth-forecast,sadness,China’s ... Target,bloomberg,2012,-1,1
563812,13905617,https://www.bloomberg.com/news/articles/2012-06-18/foreign-investors-buy-net-3-92-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563813,13906417,https://www.bloomberg.com/news/articles/2012-06-22/foreign-investors-sell-net-2-39-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563814,13906841,https://www.bloomberg.com/news/articles/2012-06-26/foreign-investors-buy-net-1-91-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563815,13906954,https://www.bloomberg.com/news/articles/2012-06-27/foreign-investors-buy-net-862-million-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563816,13907959,https://www.bloomberg.com/news/articles/2012-07-04/foreign-investors-buy-net-5-6-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563817,13909972,https://www.bloomberg.com/news/articles/2012-07-18/foreign-investors-buy-net-5-71-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563818,13910257,https://www.bloomberg.com/news/articles/2012-07-20/foreign-investors-buy-net-2-15-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563819,13910508,https://www.bloomberg.com/news/articles/2012-07-23/foreign-investors-buy-net-2-39-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563820,13912805,https://www.bloomberg.com/news/articles/2012-08-08/foreign-investors-buy-net-8-62-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563821,13913822,https://www.bloomberg.com/news/articles/2012-08-16/foreign-investors-buy-net-2-8-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563822,13915155,https://www.bloomberg.com/news/articles/2012-08-28/global-funds-sell-net-5-54-billion-rupees-of-indian-derivatives,neutral,Global ... Derivatives,bloomberg,2012,0,1
563823,13915533,https://www.bloomberg.com/news/articles/2012-08-30/foreign-investors-buy-net-4-15-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563824,13916857,https://www.bloomberg.com/news/articles/2012-09-11/foreign-investors-buy-net-7-3-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563825,13917293,https://www.bloomberg.com/news/articles/2012-09-14/spanish-banks-net-ecb-borrowings-rise-to-388-7-billion-euros,neutral,Spanish ... Euros,bloomberg,2012,0,1
563826,13917670,https://www.bloomberg.com/news/articles/2012-09-18/foreign-investors-buy-net-23-1-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563827,13919194,https://www.bloomberg.com/news/articles/2012-09-29/saudi-shares-fall-on-quarterly-results-outlook-global-economy,sadness,Saudi ... Economy,bloomberg,2012,-1,1
563828,13919755,https://www.bloomberg.com/news/articles/2012-10-04/foreign-investors-buy-net-8-13-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563829,13920302,https://www.bloomberg.com/news/articles/2012-10-09/foreign-investors-buy-net-9-36-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563830,13921138,https://www.bloomberg.com/news/articles/2012-10-15/global-funds-buy-net-3-34-billion-rupees-of-indian-derivatives,neutral,Global ... Derivatives,bloomberg,2012,0,1
563831,13921274,https://www.bloomberg.com/news/articles/2012-10-16/foreign-investors-buy-net-1-67-billion-rupees-of-indian-stocks,neutral,Foreign ... Stocks,bloomberg,2012,0,1
563832,13923181,https://www.bloomberg.com/news/articles/2012-10-31/bbva-sees-slower-peru-loan-growth-as-companies-tap-bond-market,neutral,BBVA ... Market,bloomberg,2012,0,1
563833,13926517,https://www.bloomberg.com/news/articles/2012-11-27/india-growth-seen-slowing-adds-policy-overhaul-pressure-economy,neutral,India ... Economy,bloomberg,2012,0,1
563834,13930470,https://www.bloomberg.com/news/articles/2012-12-27/india-lowers-gdp-growth-goal-as-singh-signals-higher-fuel-prices,neutral,India ... Prices,bloomberg,2012,0,1
563788,13807477,https://www.bloomberg.com/news/articles/2013-01-19/almarai-net-income-beats-estimates-driven-by-revenue-growth,surprise,Almarai ... Growth,bloomberg,2013,0,1
563789,13833398,https://www.bloomberg.com/news/articles/2013-07-15/microsoft-cuts-surface-tablet-prices-amid-weak-demand,sadness,Microsoft ... Demand,bloomberg,2013,-1,1
563790,13838034,https://www.bloomberg.com/news/articles/2013-08-15/asian-stocks-fall-amid-mixed-earnings-fed-concern,fear,Asian ... Concern,bloomberg,2013,-1,1
563791,13848895,https://www.bloomberg.com/news/articles/2013-10-30/u-s-stocks-drop-as-fed-continues-stimulus-amid-economic-growth,neutral,U.S. ... Growth,bloomberg,2013,0,1
563792,13853231,https://www.bloomberg.com/news/articles/2013-11-29/credit-suisse-sees-sovereign-debt-growth-as-rates-unit-shrinks,sadness,Credit ... Shrinks,bloomberg,2013,-1,1
563772,13634103,https://www.bloomberg.com/news/articles/2014-01-27/treasuries-fall-before-fed-meeting-111-billion-debt-auctions,neutral,Treasuries ... Auctions,bloomberg,2014,0,1
563773,13641689,https://www.bloomberg.com/news/articles/2014-03-20/china-s-stocks-fall-on-fed-rate-outlook-economic-growth-concern,fear,China’s ... Concerns,bloomberg,2014,-1,1
563774,13673603,https://www.bloomberg.com/news/articles/2014-11-04/eu-cuts-euro-area-growth-outlook-sees-inflation-below-ecb,neutral,EU ... Forecast,bloomberg,2014,0,1
563771,13619519,https://www.bloomberg.com/news/articles/2015-10-14/charting-markets-china-stocks-fall-singapore-dollar-gains-and-deutsche-wohnen-shares-rise,sadness,Charting ... Day,bloomberg,2015,-1,1
563775,13685538,https://www.bloomberg.com/news/articles/2016-01-06/european-shares-fall-as-investors-assess-global-growth-outlook,sadness,Europe ... Focus,bloomberg,2016,-1,1
563776,13708524,https://www.bloomberg.com/news/articles/2016-06-15/treasuries-gain-as-fed-leaves-rates-unchanged-signals-slow-pace,fear,Treasuries ... Path,bloomberg,2016,-1,1
563777,13713936,https://www.bloomberg.com/news/articles/2016-07-25/jse-error-sees-net-stock-purchases-become-2-5-billion-net-sales,neutral,Inflows ... Puzzlement,bloomberg,2016,0,1
563778,13725363,https://www.bloomberg.com/news/articles/2016-10-13/delta-tops-profit-estimates-as-slower-seat-growth-firms-up-fares,neutral,Delta ... Fares,bloomberg,2016,0,1
563779,13725472,https://www.bloomberg.com/news/articles/2016-10-14/european-stocks-rebound-as-china-data-ease-global-growth-worries,fear,European ... Worries,bloomberg,2016,-1,1
563780,13725492,https://www.bloomberg.com/news/articles/2016-10-14/jpmorgan-posts-6-3-billion-profit-as-bond-trading-revenue-rises,surprise,JPMorgan ... Revenue,bloomberg,2016,0,1
563781,13725572,https://www.bloomberg.com/news/articles/2016-10-14/portugal-cuts-economic-growth-forecasts-sees-higher-debt-ratio,sadness,Portugal ... Ratio,bloomberg,2016,-1,1
563782,13726106,https://www.bloomberg.com/news/articles/2016-10-18/asian-stocks-rise-as-mixed-u-s-data-damp-rate-hike-outlook,neutral,Asian ... Outlook,bloomberg,2016,0,1
563783,13730200,https://www.bloomberg.com/news/articles/2016-11-17/canada-stocks-rise-as-fed-signals-gradual-rate-hikes-oil-climbs,neutral,Canada ... Hike,bloomberg,2016,0,1
563784,13734297,https://www.bloomberg.com/news/articles/2016-12-22/indian-stocks-extend-drop-amid-concerns-over-growth-earnings,sadness,Indian ... Streak,bloomberg,2016,-1,1
563785,13760905,https://www.bloomberg.com/news/articles/2017-02-15/dollar-gains-as-retail-sales-inflation-data-lift-rate-hike-odds,neutral,Dollar ... Evaporate,bloomberg,2017,0,1
563786,13796356,https://www.bloomberg.com/news/articles/2017-10-27/tech-earnings-takeaway-cloud-growth-boosts-amazon-microsoft,neutral,Tech ... Reports,bloomberg,2017,0,1
563787,13802967,https://www.bloomberg.com/news/articles/2017-12-13/treasuries-rise-dollar-falls-on-fed-s-outlook-markets-wrap,neutral,U.S. ... Wrap,bloomberg,2017,0,1
563761,13534834,https://www.bloomberg.com/news/articles/2018-04-29/asian-stocks-set-to-trade-mixed-dollar-edges-up-markets-wrap,neutral,U.S. ... Wrap,bloomberg,2018,0,1
563762,13547826,https://www.bloomberg.com/news/articles/2018-08-08/fed-s-barkin-sees-higher-rates-needed-amid-strong-economy,neutral,Fed's ... Economy,bloomberg,2018,0,1
563763,13548269,https://www.bloomberg.com/news/articles/2018-08-13/asian-stocks-set-for-mixed-open-dollar-holds-gain-markets-wrap,fear,Small-Caps ... Wrap,bloomberg,2018,-1,1
563764,13552106,https://www.bloomberg.com/news/articles/2018-09-11/trillion-dollar-investors-don-t-mind-billion-dollar-ceo-awards,neutral,Trillion-Dollar ... Awards,bloomberg,2018,0,1
563765,13557346,https://www.bloomberg.com/news/articles/2018-10-24/regional-banks-suffer-sour-earnings-season-as-every-stock-drops,sadness,Regional ... Drops,bloomberg,2018,-1,1
563766,13559463,https://www.bloomberg.com/news/articles/2018-11-08/asian-stocks-seen-lower-dollar-gains-on-fed-markets-wrap,sadness,U.S. ... Wrap,bloomberg,2018,-1,1
563767,13559929,https://www.bloomberg.com/news/articles/2018-11-13/imf-sees-rising-economic-growth-in-gulf-on-higher-oil-prices,joy,IMF ... Prices,bloomberg,2018,1,1
563768,13561767,https://www.bloomberg.com/news/articles/2018-11-27/asia-stocks-to-gain-amid-trade-talk-dollar-rises-markets-wrap,neutral,Stocks ... Wrap,bloomberg,2018,0,1
563769,13563600,https://www.bloomberg.com/news/articles/2018-12-10/etf-investors-want-emerging-markets-despite-global-stocks-slump,neutral,ETF ... Markets,bloomberg,2018,0,1
563770,13563877,https://www.bloomberg.com/news/articles/2018-12-12/credit-suisse-to-buy-back-stock-sees-lower-asia-markets-revenue,sadness,Thiam's ... Unimpressed,bloomberg,2018,-1,1
564273,16958707,https://www.csmonitor.com/Business/global-credit-crisis/2008/0924/can-warren-buffett-s-5-billion-investment-turn-the-tide,neutral,Can ... tide?,csm,2008,0,1
564274,16958869,https://www.csmonitor.com/Business/global-credit-crisis/2008/0929/asian-markets-look-beyond-the-bailout,neutral,Asian ... bailout,csm,2008,0,1
564275,16958943,https://www.csmonitor.com/Business/global-credit-crisis/2008/1001/irish-bailout-plan-set-to-pass-boosts-confidence,joy,Ireland's ... confidence,csm,2008,1,1
564276,16958988,https://www.csmonitor.com/Business/global-credit-crisis/2008/1002/house-braces-for-second-try-at-financial-bailout-plan,fear,House ... plan,csm,2008,-1,1
564277,16958989,https://www.csmonitor.com/Business/global-credit-crisis/2008/1002/financial-bailout-bill-still-a-blank-check,sadness,Financial ... check?,csm,2008,-1,1
564278,16959102,https://www.csmonitor.com/Business/global-credit-crisis/2008/1006/why-asian-banks-are-stronger-than-us-banks,surprise,Why ... banks,csm,2008,0,1
564279,16959122,https://www.csmonitor.com/Business/global-credit-crisis/2008/1006/stock-markets-plunge-puts-pressure-on-fed-to-cut-rates,fear,Stock ... rates,csm,2008,-1,1
564280,16960068,https://www.csmonitor.com/Business/global-credit-crisis/2008/1107/huge-job-losses-signal-a-shrinking-economy,sadness,Huge ... economy,csm,2008,-1,1
564281,16962486,https://www.csmonitor.com/Business/new-economy/2009/0130/us-gdp-falls-38-percent-but-outlook-worse-elsewhere,disgust,US ... elsewhere,csm,2009,-1,1
564424,17138245,https://www.csmonitor.com/USA/2010/0107/Winter-weather-forecast-higher-gas-prices-heating-oil-costs,sadness,Winter ... costs,csm,2010,-1,1
564425,17139900,https://www.csmonitor.com/USA/2010/0218/States-face-serious-pension-woes-1-trillion-short,sadness,States ... short,csm,2010,-1,1
564426,17140593,https://www.csmonitor.com/Business/Tax-VOX/2010/0303/US-debt-pit-Income-tax-hikes-won-t-fill-it.-Neither-will-spending-cuts.-So,sadness,US ... So...,csm,2010,-1,1
564427,17140636,https://www.csmonitor.com/Business/Paper-Economy/2010/0304/The-Fed-backed-mortgage-market,neutral,The ... market,csm,2010,0,1
564428,17140937,https://www.csmonitor.com/Business/Paper-Economy/2010/0310/Despite-low-interest-rates-people-aren-t-buying-homes,neutral,Despite ... homes,csm,2010,0,1
564429,17141387,https://www.csmonitor.com/Business/Paper-Economy/2010/0318/Concern-over-Hong-Kong-real-estate-bubble-warranted,fear,Concern ... warranted,csm,2010,-1,1
564430,17141644,https://www.csmonitor.com/Business/Paper-Economy/2010/0323/Commercial-property-catastrophe!-Prices-supply-demand-drop-in-Q4-2009,fear,Commercial ... 2009.,csm,2010,-1,1
564431,17141792,https://www.csmonitor.com/USA/2010/0325/Google-China-move-puts-pressure-on-Microsoft-Yahoo,anger,Google ... Yahoo,csm,2010,-1,1
564432,17142082,https://www.csmonitor.com/Business/Paper-Economy/2010/0401/Ticking-prime-bomb-Fannie-Mae-delinquencies-rise,neutral,Ticking ... rise,csm,2010,0,1
564433,17142249,https://www.csmonitor.com/Technology/Horizons/2010/0406/Apple-iPad-Wi-Fi-issues-cramp-tablet-s-launch,sadness,Apple ... launch,csm,2010,-1,1
564434,17142606,https://www.csmonitor.com/Business/Paper-Economy/2010/0415/Reading-mortgage-rates-Mortgage-Bankers-Association-survey-results,neutral,Reading ... results,csm,2010,0,1
564435,17142715,https://www.csmonitor.com/Business/Paper-Economy/2010/0418/Seattle-sees-another-housing-bust,fear,Seattle ... bust,csm,2010,-1,1
564436,17142892,https://www.csmonitor.com/Business/Paper-Economy/2010/0422/Retail-sales-increase-in-March,neutral,Retail ... March,csm,2010,0,1
564437,17142900,https://www.csmonitor.com/Business/Paper-Economy/2010/0422/European-property-prices-since-2000,neutral,European ... 2000,csm,2010,0,1
564438,17143287,https://www.csmonitor.com/Business/Donald-Marron/2010/0430/Consumer-spending-boosted-GDP-in-Q1,neutral,Consumer ... Q1,csm,2010,0,1
564439,17143332,https://www.csmonitor.com/Business/Paper-Economy/2010/0430/Commercial-paper-market-shrinks-hitting-comporations,neutral,Commercial ... comporations,csm,2010,0,1
564440,17144194,https://www.csmonitor.com/Business/Paper-Economy/2010/0519/Will-industrial-production-growth-trend-outlast-stimulus-funding,neutral,Will ... funding?,csm,2010,0,1
564441,17144412,https://www.csmonitor.com/Business/Paper-Economy/2010/0521/Despite-low-interest-rates-prices-drop,neutral,Despite ... drop,csm,2010,0,1
564442,17144690,https://www.csmonitor.com/Business/Paper-Economy/2010/0527/GDP-Q1-report-shows-growth,neutral,GDP ... growth,csm,2010,0,1
564443,17144946,https://www.csmonitor.com/Business/Paper-Economy/2010/0602/Fannie-Mae-loan-delinquencies-drop-in-March,neutral,Fannie ... March,csm,2010,0,1
564444,17145389,https://www.csmonitor.com/Business/Paper-Economy/2010/0609/Mortgage-rates-continue-to-drop,neutral,Mortgage ... drop,csm,2010,0,1
564445,17145857,https://www.csmonitor.com/Business/Paper-Economy/2010/0616/New-home-starts-slow-as-tax-credit-expires,sadness,New ... expires,csm,2010,-1,1
564446,17146077,https://www.csmonitor.com/Business/new-economy/2010/0618/Fannie-Freddie-bailout-could-cost-taxpayers-1-trillion,sadness,"Fannie, ... trillion",csm,2010,-1,1
564447,17146124,https://www.csmonitor.com/USA/2010/0618/As-oil-firms-grow-response-may-slow-to-crises-like-Gulf-oil-spill,neutral,As ... spill,csm,2010,0,1
564448,17146250,https://www.csmonitor.com/USA/2010/0621/Louisiana-backs-oil-industry-wants-drilling-moratorium-thrown-out,anger,Louisiana ... out,csm,2010,-1,1
564449,17146463,https://www.csmonitor.com/Business/Paper-Economy/2010/0624/Mortgage-rates-continue-to-drop-but-so-do-home-sales,neutral,Mortgage ... sales,csm,2010,0,1
564450,17147007,https://www.csmonitor.com/Business/2010/0702/Unemployment-rate-drops-to-9.5-percent-but-US-economy-sheds-jobs,sadness,Unemployment ... jobs,csm,2010,-1,1
564451,17147127,https://www.csmonitor.com/Business/Paper-Economy/2010/0706/Financial-stress-declines-slightly-in-June,sadness,Financial ... June,csm,2010,-1,1
564452,17147546,https://www.csmonitor.com/Business/Paper-Economy/2010/0714/Retail-sales-drop-in-June,sadness,Retail ... June,csm,2010,-1,1
564453,17147716,https://www.csmonitor.com/Business/Paper-Economy/2010/0716/Industrial-production-growth-flattening-in-June,neutral,Industrial ... June,csm,2010,0,1
564454,17148318,https://www.csmonitor.com/Business/Paper-Economy/2010/0728/Mortgage-rates-increase-but-remain-low,neutral,Mortgage ... low,csm,2010,0,1
564455,17148402,https://www.csmonitor.com/Business/Paper-Economy/2010/0730/GDP-report-could-overestimate-residential-investment,neutral,GDP ... investment,csm,2010,0,1
564456,17149093,https://www.csmonitor.com/Business/Paper-Economy/2010/0813/Retail-sales-up-in-July,neutral,Retail ... July,csm,2010,0,1
564457,17149722,https://www.csmonitor.com/Business/2010/0827/US-GDP-growth-revised-down-to-1.6-percent-as-economy-cools,neutral,US ... cools,csm,2010,0,1
564458,17149930,https://www.csmonitor.com/Business/Paper-Economy/2010/0901/Revolving-credit-declines-as-lenders-grow-wary,fear,Revolving ... wary,csm,2010,-1,1
564459,17150018,https://www.csmonitor.com/Business/2010/0901/Auto-sales-seven-cars-in-fast-lane-despite-slow-economy/Nissan-Maxima,surprise,Auto ... economy,csm,2010,0,1
564460,17150470,https://www.csmonitor.com/Business/new-economy/2010/0913/Stock-market-Proposed-bank-rules-boost-global-markets,joy,Stock ... markets,csm,2010,1,1
564461,17150497,https://www.csmonitor.com/USA/2010/0913/Poverty-rate-paradox-Poverty-rises-but-FBI-crime-rate-falls,neutral,Poverty ... falls,csm,2010,0,1
564462,17150766,https://www.csmonitor.com/Business/Latest-News-Wires/2010/0917/Consumer-prices-rise-0.3-percent-in-August,neutral,Consumer ... August,csm,2010,0,1
564463,17151417,https://www.csmonitor.com/Business/2010/0930/Could-AIG-plan-to-exit-bailout-bring-taxpayers-a-profit,neutral,Could ... profit?,csm,2010,0,1
564464,17151575,https://www.csmonitor.com/Business/Paper-Economy/2010/1004/Ticking-prime-bomb-Fannie-Mae-s-August-summary,neutral,Ticking ... summary,csm,2010,0,1
564465,17151715,https://www.csmonitor.com/Business/2010/1006/US-economic-growth-will-lag-behind-global-rate-IMF-forecasts,sadness,US ... forecasts,csm,2010,-1,1
564466,17151778,https://www.csmonitor.com/Business/Green-Economics/2010/1007/When-high-speed-trains-meet-low-speed-states,fear,When ... states,csm,2010,-1,1
564467,17151906,https://www.csmonitor.com/Business/2010/1011/Stock-markets-rise-on-hopes-of-Fed-easing,neutral,Stock ... easing,csm,2010,0,1
564468,17152089,https://www.csmonitor.com/Business/Paper-Economy/2010/1014/China-s-sputtering-engine-August-2010,sadness,China's ... 2010,csm,2010,-1,1
564469,17152359,https://www.csmonitor.com/Business/2010/1018/Apple-earnings-soar-on-iPhone-iPad-sales-sending-stock-to-giddy-heights,joy,Apple ... heights,csm,2010,1,1
564470,17152612,https://www.csmonitor.com/Business/Latest-News-Wires/2010/1022/Treasury-bond-market-mixed-as-traders-await-Fed-move,fear,Treasury ... move,csm,2010,-1,1
564471,17152722,https://www.csmonitor.com/Business/2010/1026/Mortgage-loan-rates-above-5-percent-next-year,neutral,Mortgage ... year?,csm,2010,0,1
564472,17152955,https://www.csmonitor.com/Business/Paper-Economy/2010/1029/Mortgage-rates-fall-driving-up-OK-nudging-up-mortgage-applications,neutral,Mortgage ... applications,csm,2010,0,1
564473,17153049,https://www.csmonitor.com/Business/Latest-News-Wires/2010/1101/Humana-profit-tops-expectations-sees-growth-ahead,joy,Humana ... ahead,csm,2010,1,1
564474,17153414,https://www.csmonitor.com/Business/Latest-News-Wires/2010/1108/Stock-exchange-outlook-stocks-to-fall,sadness,Stock ... fall,csm,2010,-1,1
564475,17153511,https://www.csmonitor.com/Business/The-Daily-Reckoning/2010/1108/States-bailout-Largest-15-states-spend-over-220-percent-of-tax-revenue,sadness,States' ... revenue,csm,2010,-1,1
564476,17153550,https://www.csmonitor.com/Business/Latest-News-Wires/2010/1110/Silver-prices-rise-4-percent.-Gold-up-1-percent,neutral,Silver ... percent.,csm,2010,0,1
564477,17154383,https://www.csmonitor.com/Business/Paper-Economy/2010/1130/Home-prices-fall.-Federal-tax-breaks-still-muddy-picture,sadness,Home ... picture.,csm,2010,-1,1
