,Unnamed: 0,Unnamed: 0.1,url,emotion,headline,source,yr,sentiment,rel,time
4641,490826,7635357,https://www.reuters.com/article/markets-forex-idUSL4E8KL2EM20120921,neutral,FOREX-Euro ... sell-off,reuters,2012,0,1,[{'title': 'Updated '}]
4642,477308,7468216,https://www.reuters.com/article/markets-canada-stocks-idUSL2E8E7DLO20120307,neutral,CANADA ... loss,reuters,2012,0,1,[{'title': 'Updated '}]
4643,478535,7482748,https://www.reuters.com/article/markets-global-idUSL2E8EROBL20120327,neutral,GLOBAL ... back,reuters,2012,0,1,[{'title': 'Updated '}]
4644,495316,7690658,https://www.reuters.com/article/markets-commodities-idUSL1E8MR3820121127,sadness,COMMODITIES-Oil ... jumps,reuters,2012,-1,1,[{'title': 'Updated '}]
4645,481161,7516498,https://www.reuters.com/article/markets-europe-stocks-idUSL5E8G725420120507,sadness,European ... vote,reuters,2012,-1,1,[{'title': 'Updated '}]
4646,483748,7546944,https://www.reuters.com/article/markets-bonds-euro-idUSL5E8HD1T120120613,fear,EURO ... speculation,reuters,2012,-1,1,[{'title': 'Updated '}]
4647,482351,7531076,https://www.reuters.com/article/markets-canada-dollar-bonds-idUSL1E8GN68020120523,fear,CANADA ... fears,reuters,2012,-1,1,[{'title': 'Updated '}]
4648,492423,7655672,https://www.reuters.com/article/markets-hongkong-stocks-open-idUSH9E8J602H20121016,joy,Hong ... firmer,reuters,2012,1,1,[{'title': 'Updated '}]
4649,485592,7568643,https://www.reuters.com/article/markets-swiss-stocks-idUSL6E8IA0F020120710,fear,Swiss ... 10,reuters,2012,-1,1,[{'title': 'Updated '}]
4650,495301,7690365,https://www.reuters.com/article/markets-britain-stocks-open-idUSL5E8MR1SJ20121127,joy,Britain's ... deal,reuters,2012,1,1,[{'title': 'Updated '}]
4651,476610,7459341,https://www.reuters.com/article/us-usa-fed-fisher-idUSTRE81E1EN20120223,joy,Fed's ... QE3,reuters,2012,1,1,[{'title': 'Updated '}]
4652,483647,7545940,https://www.reuters.com/article/usa-economy-budget-idUSL1E8HC9O520120612,sadness,UPDATE ... May,reuters,2012,-1,1,[{'title': 'Updated '}]
4653,492554,7657276,https://www.reuters.com/article/spain-economy-bonds-idUSL5E8LHGEA20121017,joy,Spain ... hopes,reuters,2012,1,1,[{'title': 'Updated '}]
4654,482458,7532430,https://www.reuters.com/article/markets-stocks-us-europe-idUSL5E8GP1UZ20120525,neutral,U.S. ... open,reuters,2012,0,1,[{'title': 'Updated '}]
4655,475773,7447858,https://www.reuters.com/article/markets-canada-dollar-bonds-idUSL2E8D9HVI20120209,neutral,CANADA ... Greece,reuters,2012,0,1,[{'title': 'Updated '}]
4656,481438,7519999,https://www.reuters.com/article/markets-europe-stocks-idUSP6E8FC00F20120510,joy,REFILE-European ... lows,reuters,2012,1,1,[{'title': 'Updated '}]
4657,481775,7524198,https://www.reuters.com/article/markets-stocks-smallmid-idUSL1E8GFEJX20120515,neutral,US ... focus,reuters,2012,0,1,[{'title': 'Updated '}]
4658,489994,7626039,https://www.reuters.com/article/markets-forex-euro-idUSL5E8KB2UN20120911,neutral,Euro ... dollar,reuters,2012,0,1,[{'title': 'Updated '}]
4659,486866,7583867,https://www.reuters.com/article/markets-bonds-treasuries-idUSL6E8IQ9NE20120726,neutral,TREASURIES-U.S. ... supply,reuters,2012,0,1,[{'title': 'Updated '}]
4660,497214,7711086,https://www.reuters.com/article/markets-usa-stocks-idUSL1E8NL1OL20121221,fear,US ... unlikely,reuters,2012,-1,1,[{'title': 'Updated '}]
4661,475790,7448060,https://www.reuters.com/article/markets-global-greece-idUSL5E8D98M920120209,joy,GLOBAL ... deal,reuters,2012,1,1,[{'title': 'Updated '}]
4662,495419,7691694,https://www.reuters.com/article/markets-usa-stocks-close-idUSEAP10RS2I20121128,fear,US ... hope,reuters,2012,-1,1,[{'title': 'Updated '}]
4663,479288,7492382,https://www.reuters.com/article/usa-states-employees-idUSL2E8F39HE20120408,sadness,FEATURE: ... layoffs,reuters,2012,-1,1,[{'title': 'Updated '}]
4664,488890,7613016,https://www.reuters.com/article/markets-forex-euro-idUSL2E8JO2UE20120824,neutral,Euro ... dollar,reuters,2012,0,1,[{'title': 'Updated '}]
4665,482170,7528852,https://www.reuters.com/article/markets-global-idUSL1E8GL4IK20120521,neutral,GLOBAL ... dips,reuters,2012,0,1,[{'title': 'Updated '}]
4666,480324,7505364,https://www.reuters.com/article/markets-usa-stocks-idUSL2E8FOGY720120424,surprise,US ... late,reuters,2012,0,1,[{'title': 'Updated '}]
4667,491713,7646327,https://www.reuters.com/article/fed-forex-swaps-central-banks-idUSL1E8L4K9U20121004,surprise,NY ... week,reuters,2012,0,1,[{'title': 'Updated '}]
4668,487033,7585917,https://www.reuters.com/article/markets-bonds-euro-idUSL6E8IRM2420120727,neutral,EURO ... respite,reuters,2012,0,1,[{'title': 'Updated '}]
4669,478446,7481801,https://www.reuters.com/article/markets-europe-stocks-idUSL6E8EQ4DZ20120326,joy,European ... data,reuters,2012,1,1,[{'title': 'Updated '}]
4670,476132,7452952,https://www.reuters.com/article/us-usa-economy-industry-output-idUSTRE81E17720120215,surprise,Instant ... mining,reuters,2012,0,1,[{'title': 'Updated '}]
4671,487222,7590223,https://www.reuters.com/article/markets-usa-bonds-idUSL2E8J15FS20120801,neutral,TREASURIES-U.S. ... point,reuters,2012,0,1,[{'title': 'Updated '}]
4672,476270,7454512,https://www.reuters.com/article/markets-stocks-idUSL2E8DH1HU20120217,neutral,US ... rally,reuters,2012,0,1,[{'title': 'Updated '}]
4673,484613,7557167,https://www.reuters.com/article/markets-hongkong-stocks-preopen-idUSL3E8HP3PR20120626,sadness,Hong ... looms,reuters,2012,-1,1,[{'title': 'Updated '}]
4674,486886,7584266,https://www.reuters.com/article/markets-korea-stocks-idUSL4E8IQ98T20120726,joy,Seoul ... f'cst,reuters,2012,1,1,[{'title': 'Updated '}]
4675,495842,7696181,https://www.reuters.com/article/markets-hongkong-stocks-preopen-idUSL4N09E02M20121204,sadness,Hong ... loss,reuters,2012,-1,1,[{'title': 'Updated '}]
4676,481443,7520053,https://www.reuters.com/article/markets-ironore-idUSL4E8GA3GR20120510,sadness,Iron ... low,reuters,2012,-1,1,[{'title': 'Updated '}]
4677,487592,7596443,https://www.reuters.com/article/markets-hongkong-china-stocks-idUSL4E8J616020120806,joy,Hong ... higher,reuters,2012,1,1,[{'title': 'Updated '}]
4678,481529,7521214,https://www.reuters.com/article/markets-china-stocks-close-idUSB9E8FI01I20120511,sadness,China ... weeks,reuters,2012,-1,1,[{'title': 'Updated '}]
4679,483752,7546966,https://www.reuters.com/article/markets-metals-idUSL3E8HD6BR20120613,fear,METALS-Copper ... weigh,reuters,2012,-1,1,[{'title': 'Updated '}]
4680,489782,7623194,https://www.reuters.com/article/markets-korea-stocks-idUSL4E8K71JV20120907,joy,Seoul ... weeks,reuters,2012,1,1,[{'title': 'Updated '}]
4681,497157,7710507,https://www.reuters.com/article/germany-markets-stocks-idUSL5E8NKD6G20121221,fear,German ... 21,reuters,2012,-1,1,[{'title': 'Updated '}]
4682,486913,7584673,https://www.reuters.com/article/us-sp-earnings-idUSBRE86P1EE20120726,surprise,U.S. ... years,reuters,2012,0,1,[{'title': 'Updated '}]
4683,481681,7523109,https://www.reuters.com/article/us-markets-britain-stocks-open-idUSBRE84D08E20120514,sadness,Broad-based ... lower,reuters,2012,-1,1,[{'title': 'Updated '}]
4684,480246,7504185,https://www.reuters.com/article/markets-usa-stocks-close-idUSWEN435920120423,fear,US ... Wal-Mart,reuters,2012,-1,1,[{'title': 'Updated '}]
4685,491962,7649784,https://www.reuters.com/article/markets-forex-idUSL3E8L92G320121009,fear,FOREX-Euro ... uncertainty,reuters,2012,-1,1,[{'title': 'Updated '}]
4686,482521,7533034,https://www.reuters.com/article/markets-usa-stocks-idUSL1E8GPFO420120525,sadness,US ... day,reuters,2012,-1,1,[{'title': 'Updated '}]
4687,480443,7507191,https://www.reuters.com/article/brazil-economy-lending-idUSL2E8FP3ZV20120425,neutral,UPDATE ... rises,reuters,2012,0,1,[{'title': 'Updated '}]
4688,475133,7436527,https://www.reuters.com/article/markets-bonds-euro-idUSL5E8CQ0CI20120126,neutral,EURO ... Fed,reuters,2012,0,1,[{'title': 'Updated '}]
4689,482163,7528748,https://www.reuters.com/article/markets-ratings-geneva-city-ny-idUSL3E8GL0UH20120521,neutral,BRIEF-Moody's ... Bonds,reuters,2012,0,1,[{'title': 'Updated '}]
4690,495454,7692104,https://www.reuters.com/article/markets-bonds-euro-idUSL5E8MSDZD20121128,fear,EURO ... fall,reuters,2012,-1,1,[{'title': 'Updated '}]
4691,483323,7542121,https://www.reuters.com/article/markets-canada-stocks-idUSEAP10K70020120607,neutral,CANADA ... commodities,reuters,2012,0,1,[{'title': 'Updated '}]
4692,477723,7472812,https://www.reuters.com/article/markets-forex-idUSL2E8EDB9N20120313,neutral,FOREX-Dollar ... announcement,reuters,2012,0,1,[{'title': 'Updated '}]
4693,478937,7488220,https://www.reuters.com/article/markets-forex-idUSL3E8F22R320120402,joy,FOREX-Yen ... cheers,reuters,2012,1,1,[{'title': 'Updated '}]
4694,484967,7561259,https://www.reuters.com/article/trade-usa-canada-mexico-idUSL6E8HTIJP20120629,neutral,UPDATE ... case,reuters,2012,0,1,[{'title': 'Updated '}]
4695,496092,7698987,https://www.reuters.com/article/markets-europe-stocks-close-idUSL5E8N6EEG20121206,neutral,European ... high,reuters,2012,0,1,[{'title': 'Updated '}]
4696,486723,7581951,https://www.reuters.com/article/markets-europe-stocks-flat-idUSL6E8IPLQ320120725,sadness,European ... weighs,reuters,2012,-1,1,[{'title': 'Updated '}]
4697,481467,7520515,https://www.reuters.com/article/markets-usa-cash-crude-idUSL1E8GAFGR20120510,neutral,US ... grades,reuters,2012,0,1,[{'title': 'Updated '}]
4698,488829,7612435,https://www.reuters.com/article/markets-global-idUSL6E8JO4HC20120824,fear,GLOBAL ... investors,reuters,2012,-1,1,[{'title': 'Updated '}]
4699,488259,7606066,https://www.reuters.com/article/markets-forex-idUSL4E8JF79N20120815,fear,FOREX-U.S. ... pressure,reuters,2012,-1,1,[{'title': 'Updated '}]
4700,486505,7579323,https://www.reuters.com/article/markets-usa-bonds-idUSL2E8IN2RW20120723,fear,CORRECTED-TREASURIES-Europe ... lows,reuters,2012,-1,1,[{'title': 'Updated '}]
4701,487630,7597063,https://www.reuters.com/article/markets-usa-stocks-idUSL2E8J65LW20120806,neutral,US ... aid,reuters,2012,0,1,[{'title': 'Updated '}]
4702,488206,7605580,https://www.reuters.com/article/markets-usa-bonds-idUSL2E8JF36X20120815,neutral,TREASURIES-Yields ... drop,reuters,2012,0,1,[{'title': 'Updated '}]
4703,491000,7637623,https://www.reuters.com/article/markets-metals-idUSL4E8KP0IT20120925,fear,METALS-Copper ... worries,reuters,2012,-1,1,[{'title': 'Updated '}]
4704,485179,7564312,https://www.reuters.com/article/markets-commodities-idUSL6E8I38W620120703,neutral,COMMODITIES-Boosted ... Iran,reuters,2012,0,1,[{'title': 'Updated '}]
4705,484851,7560076,https://www.reuters.com/article/markets-bonds-euro-idUSL6E8HS1SA20120628,neutral,EURO ... trade,reuters,2012,0,1,[{'title': 'Updated '}]
4706,496769,7706379,https://www.reuters.com/article/us-usa-fiscal-taxes-idUSBRE8BF0JB20121217,neutral,Boehner ... source,reuters,2012,0,1,[{'title': 'Updated '}]
4707,476923,7463487,https://www.reuters.com/article/markets-hongkong-stocks-open-idUSH9E8DE01L20120301,sadness,Hong ... drag,reuters,2012,-1,1,[{'title': 'Updated '}]
4708,491612,7645076,https://www.reuters.com/article/markets-singapore-stocks-idUSL3E8L301Q20121003,fear,Singapore ... 3,reuters,2012,-1,1,[{'title': 'Updated '}]
4709,496389,7702383,https://www.reuters.com/article/markets-latam-stocks-idUSL1E8NB3GC20121211,fear,EMERGING ... expiration,reuters,2012,-1,1,[{'title': 'Updated '}]
4710,491850,7647894,https://www.reuters.com/article/markets-forex-idUSL1E8L56YI20121005,neutral,FOREX-Dollar ... rallies,reuters,2012,0,1,[{'title': 'Updated '}]
4711,490102,7627158,https://www.reuters.com/article/markets-global-idUSL5E8KC2XM20120912,joy,GLOBAL ... euro,reuters,2012,1,1,[{'title': 'Updated '}]
4712,483658,7546064,https://www.reuters.com/article/markets-bonds-euro-idUSL5E8HCJIW20120612,fear,EURO ... worries,reuters,2012,-1,1,[{'title': 'Updated '}]
4713,490915,7636560,https://www.reuters.com/article/markets-global-idUSL5E8KO2JK20120924,neutral,GLOBAL ... foot,reuters,2012,0,1,[{'title': 'Updated '}]
4714,497174,7710710,https://www.reuters.com/article/markets-global-idUSL4N09U21K20121221,fear,GLOBAL ... anxiety,reuters,2012,-1,1,[{'title': 'Updated '}]
4715,495831,7696075,https://www.reuters.com/article/markets-forex-idUSL4N09E0KK20121204,neutral,FOREX-Dollar ... awaited,reuters,2012,0,1,[{'title': 'Updated '}]
4716,475060,7435340,https://www.reuters.com/article/us-usa-economy-jobs-idUSTRE80N07L20120124,sadness,Job ... study,reuters,2012,-1,1,[{'title': 'Updated '}]
4717,478765,7485773,https://www.reuters.com/article/markets-hongkong-china-stocks-update-idUSL3E8ET2OR20120329,sadness,Hong ... weak,reuters,2012,-1,1,[{'title': 'Updated '}]
4718,494044,7676004,https://www.reuters.com/article/us-usa-economy-credit-idUSBRE8A629A20121107,sadness,U.S. ... sags,reuters,2012,-1,1,[{'title': 'Updated '}]
4719,490741,7634446,https://www.reuters.com/article/markets-usa-bonds-idUSL1E8KKC6N20120920,neutral,TREASURIES-Prices ... territory,reuters,2012,0,1,[{'title': 'Updated '}]
4720,488914,7613428,https://www.reuters.com/article/markets-forex-idUSL3E8JQ0C320120826,neutral,FOREX-Euro ... lows,reuters,2012,0,1,[{'title': 'Updated '}]
4721,475215,7438380,https://www.reuters.com/article/markets-india-stocks-idUSI8E7NM00X20120130,sadness,Indian ... lower,reuters,2012,-1,1,[{'title': 'Updated '}]
4722,483095,7539777,https://www.reuters.com/article/markets-forex-idUSL1E8H465M20120604,neutral,Euro ... high,reuters,2012,0,1,[{'title': 'Updated '}]
4723,497029,7709227,https://www.reuters.com/article/markets-latam-stocks-idUSL1E8NJKYO20121220,joy,EMERGING ... higher,reuters,2012,1,1,[{'title': 'Updated '}]
4724,479585,7495626,https://www.reuters.com/article/markets-usa-stocks-idUSL2E8FCR1E20120412,fear,US ... late,reuters,2012,-1,1,[{'title': 'Updated '}]
4725,485868,7571609,https://www.reuters.com/article/markets-usa-bonds-idUSL2E8ICBO520120712,neutral,TREASURIES-Safe-haven ... lows,reuters,2012,0,1,[{'title': 'Updated '}]
4726,496518,7703742,https://www.reuters.com/article/markets-metals-idUSL5E8ND5PW20121213,fear,METALS-Copper ... drag,reuters,2012,-1,1,[{'title': 'Updated '}]
4727,487282,7591086,https://www.reuters.com/article/markets-canada-dollar-bonds-idUSL2E8J1FWE20120801,fear,CANADA ... eyed,reuters,2012,-1,1,[{'title': 'Updated '}]
4728,491085,7638543,https://www.reuters.com/article/markets-oil-fall-idUSS8E7LQ01W20120926,fear,Crude ... worries,reuters,2012,-1,1,[{'title': 'Updated '}]
4729,493490,7669132,https://www.reuters.com/article/markets-philippines-stocks-idUSL3E8LU33920121031,neutral,Philippines ... 31,reuters,2012,0,1,[{'title': 'Updated '}]
4730,486672,7581214,https://www.reuters.com/article/markets-forex-idUSL4E8IO8B320120724,neutral,FOREX-Euro ... CPI,reuters,2012,0,1,[{'title': 'Updated '}]
4731,483237,7541185,https://www.reuters.com/article/markets-thailand-stocks-idUSL3E8H60BY20120606,neutral,Thailand ... 6,reuters,2012,0,1,[{'title': 'Updated '}]
4732,474476,7425069,https://www.reuters.com/article/markets-bonds-euro-idUSL6E8C91QH20120109,neutral,EURO ... bonds,reuters,2012,0,1,[{'title': 'Updated '}]
4733,487821,7599955,https://www.reuters.com/article/markets-stocks-smallmid-idUSL2E8J86XZ20120808,neutral,US ... run,reuters,2012,0,1,[{'title': 'Updated '}]
4734,489322,7618277,https://www.reuters.com/article/markets-singapore-stocks-idUSL4E8JV00D20120831,fear,Singapore ... 31,reuters,2012,-1,1,[{'title': 'Updated '}]
4735,479910,7499394,https://www.reuters.com/article/us-markets-stocks-idUSBRE83F0GK20120417,joy,Wall ... helps,reuters,2012,1,1,[{'title': 'Updated '}]
4736,488189,7605403,https://www.reuters.com/article/markets-europe-stocks-idUSL6E8JEB8220120814,joy,European ... stimulus,reuters,2012,1,1,[{'title': 'Updated '}]
4737,476347,7455814,https://www.reuters.com/article/markets-metals-idUSL5E8DK00K20120220,joy,METALS-Copper ... easing,reuters,2012,1,1,[{'title': 'Updated '}]
4738,493789,7672966,https://www.reuters.com/article/markets-forex-euro-idUSL5E8M52BQ20121105,neutral,Euro ... dollar,reuters,2012,0,1,[{'title': 'Updated '}]
4739,479120,7490174,https://www.reuters.com/article/markets-ratings-taiwan-mmf-idUSWNA427420120404,neutral,TEXT-Fitch: ... Growth,reuters,2012,0,1,[{'title': 'Updated '}]
4740,490424,7630709,https://www.reuters.com/article/markets-forex-idUSL5E8KHA4Z20120917,neutral,FOREX-Dollar ... expected,reuters,2012,0,1,[{'title': 'Updated '}]
4741,485284,7565328,https://www.reuters.com/article/markets-bonds-usa-idUSL2E8I51AZ20120705,neutral,TREASURIES-Bond ... report,reuters,2012,0,1,[{'title': 'Updated '}]
4742,493350,7667277,https://www.reuters.com/article/markets-usa-bonds-idUSL1E8LT2G520121029,fear,TREASURIES-Prices ... shutdown,reuters,2012,-1,1,[{'title': 'Updated '}]
4743,484761,7558895,https://www.reuters.com/article/us-markets-stocks-idUSBRE84S0BG20120627,neutral,Wall ... prices,reuters,2012,0,1,[{'title': 'Updated '}]
4744,488419,7607820,https://www.reuters.com/article/markets-forex-euroyen-idUSL6E8JH2L020120817,neutral,Euro ... yen,reuters,2012,0,1,[{'title': 'Updated '}]
4745,489706,7622662,https://www.reuters.com/article/markets-france-stocks-peugeot-idUSL6E8K6HD220120906,sadness,UPDATE ... index,reuters,2012,-1,1,[{'title': 'Updated '}]
4746,483218,7541010,https://www.reuters.com/article/markets-usa-bonds-idUSL1E8H628D20120606,neutral,TREASURIES-U.S. ... ECB,reuters,2012,0,1,[{'title': 'Updated '}]
4747,481501,7520924,https://www.reuters.com/article/markets-hongkong-china-stocks-update-idUSL4E8GB6Z720120511,sadness,HK ... China,reuters,2012,-1,1,[{'title': 'Updated '}]
4748,480599,7509275,https://www.reuters.com/article/us-markets-usa-bonds-idUSBRE83Q0OT20120427,neutral,Treasury ... picture,reuters,2012,0,1,[{'title': 'Updated '}]
4749,486969,7585305,https://www.reuters.com/article/markets-hongkong-china-stocks-idUSL4E8IR1YP20120727,sadness,Hong ... underperforms,reuters,2012,-1,1,[{'title': 'Updated '}]
4750,478914,7487978,https://www.reuters.com/article/brazil-economy-pmi-idUSE5E7N900T20120402,surprise,Brazil ... March-PMI,reuters,2012,0,1,[{'title': 'Updated '}]
4751,475670,7446283,https://www.reuters.com/article/markets-global-idUSL4E8D808I20120208,joy,GLOBAL ... stage,reuters,2012,1,1,[{'title': 'Updated '}]
4752,483246,7541316,https://www.reuters.com/article/markets-forex-euro-idUSL5E8H61WO20120606,neutral,Euro ... yen,reuters,2012,0,1,[{'title': 'Updated '}]
4753,484779,7559205,https://www.reuters.com/article/markets-usa-stocks-idUSL2E8HR5QM20120627,fear,US ... remains,reuters,2012,-1,1,[{'title': 'Updated '}]
4754,485659,7569468,https://www.reuters.com/article/usa-tax-healthcare-idUSL2E8I3GH920120710,joy,U.S. ... law,reuters,2012,1,1,[{'title': 'Updated '}]
4755,480659,7510047,https://www.reuters.com/article/emaar-earnings-idUSL6E8FJA7V20120428,joy,UPDATE ... forecast,reuters,2012,1,1,[{'title': 'Updated '}]
4756,493580,7670325,https://www.reuters.com/article/markets-hongkong-stocks-preopen-idUSL3E8M106320121101,neutral,Hong ... PMI,reuters,2012,0,1,[{'title': 'Updated '}]
4757,486814,7583349,https://www.reuters.com/article/markets-usa-stocks-turn-higher-idUSL2E8IQ0J920120726,neutral,US ... eyed,reuters,2012,0,1,[{'title': 'Updated '}]
4758,492147,7652094,https://www.reuters.com/article/markets-global-idUSL3E8LB07J20121011,sadness,GLOBAL ... backfoot,reuters,2012,-1,1,[{'title': 'Updated '}]
4759,494198,7677872,https://www.reuters.com/article/markets-bonds-euro-idUSL5E8M91I920121109,fear,EURO ... mount,reuters,2012,-1,1,[{'title': 'Updated '}]
4760,496020,7698225,https://www.reuters.com/article/us-india-markets-stocks-idUSBRE8B50L320121206,joy,Indian ... house,reuters,2012,1,1,[{'title': 'Updated '}]
4761,486607,7580253,https://www.reuters.com/article/markets-bonds-euro-idUSL6E8IN93I20120723,fear,EURO ... fears,reuters,2012,-1,1,[{'title': 'Updated '}]
4762,480439,7507137,https://www.reuters.com/article/markets-forex-idUSL2E8FPB6U20120425,neutral,FOREX-Dollar ... policy,reuters,2012,0,1,[{'title': 'Updated '}]
4763,492480,7656396,https://www.reuters.com/article/markets-usa-stocks-1pct-sp-idUSEAP10RG0720121016,neutral,US ... pct,reuters,2012,0,1,[{'title': 'Updated '}]
4764,491150,7639315,https://www.reuters.com/article/brazil-lending-forecasts-idUSE5E8JD03D20120926,joy,Brazil ... bank,reuters,2012,1,1,[{'title': 'Updated '}]
4765,492914,7661826,https://www.reuters.com/article/markets-usa-stocks-idUSL1E8LN1PM20121023,fear,US ... worry,reuters,2012,-1,1,[{'title': 'Updated '}]
4766,479283,7492216,https://www.reuters.com/article/us-markets-stocks-idUSBRE83105P20120406,sadness,Disappointing ... lower,reuters,2012,-1,1,[{'title': 'Updated '}]
4767,497363,7712361,https://www.reuters.com/article/markets-china-stocks-close-idUSH9E8MD01220121227,sadness,China ... days,reuters,2012,-1,1,[{'title': 'Updated '}]
4768,497293,7711944,https://www.reuters.com/article/markets-korea-stocks-idUSL4N09Z1RK20121226,neutral,Seoul ... year,reuters,2012,0,1,[{'title': 'Updated '}]
4769,474570,7426578,https://www.reuters.com/article/markets-vietnam-stocks-hochiminh-idUSL3E8CB4YL20120111,surprise,UPDATE ... falls,reuters,2012,0,1,[{'title': 'Updated '}]
4770,475550,7444442,https://www.reuters.com/article/markets-europe-stocks-close-idUSL5E8D61DQ20120206,fear,European ... worries,reuters,2012,-1,1,[{'title': 'Updated '}]
4771,490745,7634498,https://www.reuters.com/article/markets-metals-idUSL5E8KKK5720120920,sadness,METALS-Copper ... zone,reuters,2012,-1,1,[{'title': 'Updated '}]
4772,480808,7511901,https://www.reuters.com/article/markets-stocks-smallmid-idUSL1E8G1GQ820120501,joy,US ... rally,reuters,2012,1,1,[{'title': 'Updated '}]
4773,493762,7672636,https://www.reuters.com/article/markets-southeastasia-stocks-idUSL3E8M53I120121105,sadness,SE ... lows,reuters,2012,-1,1,[{'title': 'Updated '}]
4774,481294,7518129,https://www.reuters.com/article/markets-global-idUSL1E8G89TL20120508,sadness,GLOBAL ... deepens,reuters,2012,-1,1,[{'title': 'Updated '}]
4775,494034,7675862,https://www.reuters.com/article/markets-mexico-peso-idUSL1E8M78VY20121107,neutral,Mexican ... trading,reuters,2012,0,1,[{'title': 'Updated '}]
4776,478195,7478795,https://www.reuters.com/article/markets-canada-dollar-bonds-idUSL1E8ELHYC20120321,joy,CANADA ... optimism,reuters,2012,1,1,[{'title': 'Updated '}]
4777,477313,7468272,https://www.reuters.com/article/markets-global-idUSL2E8E72OI20120307,sadness,GLOBAL ... falls,reuters,2012,-1,1,[{'title': 'Updated '}]
4778,487054,7587265,https://www.reuters.com/article/markets-hongkong-china-stocks-idUSL4E8IU1B320120730,sadness,Hong ... probe,reuters,2012,-1,1,[{'title': 'Updated '}]
4779,476390,7456479,https://www.reuters.com/article/markets-stocks-idUSL2E8DL16O20120221,neutral,US ... deal,reuters,2012,0,1,[{'title': 'Updated '}]
4780,490388,7629921,https://www.reuters.com/article/markets-usa-bonds-idUSL1E8KE7BH20120914,neutral,TREASURIES-30-year ... price,reuters,2012,0,1,[{'title': 'Updated '}]
4781,491803,7647404,https://www.reuters.com/article/markets-hongkong-china-stocks-update-idUSL3E8L53HO20121005,surprise,Hong ... rise,reuters,2012,0,1,[{'title': 'Updated '}]
4782,479487,7494531,https://www.reuters.com/article/markets-forex-yen-idUSL6E8FB1FB20120411,neutral,Dollar ... yen,reuters,2012,0,1,[{'title': 'Updated '}]
4783,480038,7501362,https://www.reuters.com/article/markets-metals-idUSL3E8FJ0YX20120419,fear,METALS-Copper ... auction,reuters,2012,-1,1,[{'title': 'Updated '}]
4784,474379,7423478,https://www.reuters.com/article/markets-china-stocks-close-idUSB9E7MT03Z20120105,sadness,China ... low,reuters,2012,-1,1,[{'title': 'Updated '}]
4785,475276,7439572,https://www.reuters.com/article/markets-forex-idUSL4E8CV00G20120131,neutral,FOREX-Euro ... yen,reuters,2012,0,1,[{'title': 'Updated '}]
4786,485195,7564464,https://www.reuters.com/article/markets-hongkong-china-stocks-update-idUSL3E8I424I20120704,neutral,Hong ... weak,reuters,2012,0,1,[{'title': 'Updated '}]
4787,494399,7680367,https://www.reuters.com/article/markets-usa-stocks-idUSL1E8MDC8F20121113,neutral,US ... weighs,reuters,2012,0,1,[{'title': 'Updated '}]
4788,489333,7618396,https://www.reuters.com/article/markets-usa-stocks-idUSL2E8JVC0A20120831,fear,US ... Bernanke,reuters,2012,-1,1,[{'title': 'Updated '}]
4789,484840,7559967,https://www.reuters.com/article/markets-europe-stocks-extend-idUSL6E8HS2AI20120628,neutral,European ... banks,reuters,2012,0,1,[{'title': 'Updated '}]
4790,478292,7479852,https://www.reuters.com/article/markets-stocks-idUSL1E8EM8FF20120322,neutral,US ... alive,reuters,2012,0,1,[{'title': 'Updated '}]
4791,478179,7478605,https://www.reuters.com/article/canada-markets-bond-repurchase-idUST5E8DL01U20120321,neutral,Bank ... bonds,reuters,2012,0,1,[{'title': 'Updated '}]
4792,484511,7555573,https://www.reuters.com/article/markets-europe-stocks-close-idUSL5E8HM8JA20120622,sadness,Macro ... shares,reuters,2012,-1,1,[{'title': 'Updated '}]
4793,476761,7461469,https://www.reuters.com/article/markets-global-idUSL2E8DRB9720120227,neutral,GLOBAL ... rises,reuters,2012,0,1,[{'title': 'Updated '}]
4794,487492,7594036,https://www.reuters.com/article/markets-swiss-stocks-idUSL6E8J2NBK20120803,fear,Swiss ... 3,reuters,2012,-1,1,[{'title': 'Updated '}]
4795,475663,7446180,https://www.reuters.com/article/markets-metals-idUSL4E8D85D020120208,neutral,METALS-LME ... hopes,reuters,2012,0,1,[{'title': 'Updated '}]
4796,475282,7439670,https://www.reuters.com/article/markets-europe-stocks-idUSL5E8CV69720120131,joy,European ... hopes,reuters,2012,1,1,[{'title': 'Updated '}]
4797,477561,7471080,https://www.reuters.com/article/brazil-economy-survey-idUSE5E7K102R20120312,sadness,Economists ... pct,reuters,2012,-1,1,[{'title': 'Updated '}]
4798,488375,7607427,https://www.reuters.com/article/markets-forex-idUSL2E8JGAPA20120816,neutral,FOREX-Euro ... comments,reuters,2012,0,1,[{'title': 'Updated '}]
4799,491641,7645388,https://www.reuters.com/article/markets-usa-bonds-idUSL1E8L3CP120121003,neutral,TREASURIES-Bonds ... data,reuters,2012,0,1,[{'title': 'Updated '}]
4800,495141,7688696,https://www.reuters.com/article/brazil-economy-mantega-idUSL1E8MN1220121123,neutral,UPDATE ... FX,reuters,2012,0,1,[{'title': 'Updated '}]
4801,486650,7580922,https://www.reuters.com/article/germany-markets-stocks-idUSL6E8INGN520120724,fear,German ... 24,reuters,2012,-1,1,[{'title': 'Updated '}]
4802,474943,7432867,https://www.reuters.com/article/germany-markets-stocks-idUSL6E8CJ2V420120120,fear,German ... 20,reuters,2012,-1,1,[{'title': 'Updated '}]
