,Unnamed: 0,emotion,headline,url
6680,241709,neutral,BRIEF-63 ... CEO,https://www.reuters.com/article/brief-63-moons-technologies-gets-shareho/brief-63-moons-technologies-gets-shareholders-nod-for-appointment-of-rajendran-soundaram-as-md-ceo-idUSFWN1L90A0
6690,256547,neutral,U.S. ... GDP,https://www.reuters.com/article/us-usa-economy-growth/u-s-services-data-suggests-upward-revision-to-second-quarter-gdp-idUSKCN1BI29V
6700,158808,sadness,UPDATE ... Markafoni,https://www.reuters.com/article/turkey-ecommerce-markafoni-idUSL8N1IY31W
6710,211180,sadness,Australian ... leukemia,https://www.reuters.com/article/us-golf-australia-lyle-idUSKBN1AB04T
6720,185996,neutral,BRIEF-Fortress ... CFO,https://www.reuters.com/article/brief-fortress-biotech-appoints-robyn-hu-idUSFWN1JR0SK
6730,234699,sadness,BRIEF-Tourism ... falls,https://www.reuters.com/article/brief-tourism-enterprises-q2-profit-fall/brief-tourism-enterprises-q2-profit-falls-idUSFWN1L1046
6740,70288,neutral,France ... come,https://www.reuters.com/article/us-france-election-power-analysis-idUSKBN16K1CX
6750,133383,joy,Development ... Gaza,https://www.reuters.com/article/us-ebrd-meeting-gaza-idUSKBN1861WQ
6760,339129,fear,UPDATE ... rising,https://www.reuters.com/article/safrica-rates/update-2-south-africa-holds-repo-rate-says-inflation-risks-rising-idUSL8N1NT3LI
6770,104031,neutral,BRIEF-Adesso ... pct,https://www.reuters.com/article/brief-adesso-proposes-increasing-dividen-idUSASM000ANN
6780,93001,neutral,South ... economy,https://www.reuters.com/article/safrica-politics-idUSJ8N1F702K
6790,210831,joy,Telefonica ... profit,https://www.reuters.com/article/telef-brasil-results-idUSL1N1KH0AC
6800,181447,neutral,BRIEF-Specialty ... CFO,https://www.reuters.com/article/brief-specialty-fashion-group-names-cfo-idUSFWN1JM00A
6810,189897,neutral,BRIEF-Eclat ... 31,https://www.reuters.com/article/brief-eclat-textile-says-2016-dividend-r-idUSL3N1JW3QO
6820,196023,neutral,BRIEF-Chuying ... y/y,https://www.reuters.com/article/brief-chuying-agro-pastoral-group-expect-idUSL4N1K33ZY
6830,369041,neutral,BRIEF-Zhejiang ... recognition,https://www.reuters.com/article/brief-zhejiang-conba-pharmaceutical-two/brief-zhejiang-conba-pharmaceutical-two-units-obtains-high-tech-enterprise-recognition-idUSL4N1OM3U8
6840,161022,neutral,Nationalist ... economy,https://www.reuters.com/article/us-finland-government-finnsparty-terho-idUSKBN18W27T
6850,228716,sadness,UPDATE ... fall,https://www.reuters.com/article/cooperative-bank-results/update-1-britains-co-op-bank-targets-growth-after-rescue-as-losses-fall-idUSL5N1KW21C
6860,143562,neutral,BRIEF-Top ... shares,https://www.reuters.com/article/brief-top-choice-medical-investment-revi-idUSL4N1IJ1V0
6870,55071,neutral,BRIEF-Second ... $0.01,https://www.reuters.com/article/brief-second-cup-q4-earnings-per-share-idUSASB0B2EC
6880,169292,neutral,BRIEF-Ningbo ... 20,https://www.reuters.com/article/brief-ningbo-shenglong-automotive-powert-idUSL3N1JA273
6890,100880,neutral,BRIEF-Hawaiian ... statistics,https://www.reuters.com/article/brief-hawaiian-airlines-reports-march-an-idUSASA09I27
6900,6445,neutral,Supreme ... IPRs,https://www.reuters.com/article/ip-ethicon-scotus-idUSL1N1F00F5
6910,211992,joy,AstraZeneca ... results,https://www.reuters.com/article/britain-stocks-idUSL5N1KI31S
6920,146595,neutral,BRIEF-RPMGlobal ... Systems,https://www.reuters.com/article/brief-rpmglobal-enters-software-license-idUSFWN1IM066
6930,59568,neutral,Dollar ... basket,https://www.reuters.com/article/markets-forex-dollar-idUSL5N0CJ1RL20130327
6940,120621,sadness,Sudan's ... ousting,https://www.reuters.com/article/us-egypt-sudan-idUSBRE9630SX20130704
6950,125249,neutral,Factbox: ... case,https://www.reuters.com/article/us-usa-florida-shooting-jurors-factbox-idUSBRE96B0WK20130712
6960,142779,neutral,Jeff ... revolution,https://www.reuters.com/article/us-wapshott-publishing-idUSBRE9770V320130808
6970,172079,neutral,Cameron ... veils,https://www.reuters.com/article/us-britain-politics-veil-idUSBRE98S06P20130929
6980,213287,neutral,RESEARCH ... target,https://www.reuters.com/article/neopost-brief-idUSWNBB0366920131122
6990,219637,sadness,German ... -source,https://www.reuters.com/article/germany-carsales-idUSWEB00F6X20131203
7000,76178,fear,Gazprom ... Ukraine,https://www.reuters.com/article/gazprom-ukraine-warning-idUSL6N0DB44S20130424
7010,144771,anger,Florida ... battle,https://www.reuters.com/article/usa-florida-oysters-idUSL2N0GE1NF20130813
7020,157547,neutral,UPDATE ... meeting,https://www.reuters.com/article/iran-nuclear-ashton-idUSL6N0H218D20130906
7030,102762,neutral,Rio ... wildcard,https://www.reuters.com/article/riotinto-northparkes-idUSL3N0EH20X20130605
7040,40714,fear,WRAPUP ... crunch,https://www.reuters.com/article/canada-banks-idUSL1N0BSI5T20130228
7050,67599,neutral,OppenheimerFunds ... lawsuit,https://www.reuters.com/article/oppenheimerfunds-aaardvark-idUSL2N0CY0OO20130411
7060,93986,neutral,Indian ... 21,https://www.reuters.com/article/markets-india-fx-debt-preopener-idUSL3N0E20HL20130521
7070,42780,anger,Nigerian ... video,https://www.reuters.com/article/us-nigeria-bokoharam-idUSBRE9220CD20130303
7080,3670,neutral,New ... FRN,https://www.reuters.com/article/idUSL4N0AD6FZ20130108
7090,158382,sadness,Dubai's ... statement,https://www.reuters.com/article/us-dae-bba-idUSBRE98704Z20130908
7100,210568,neutral,Final ... -U.S.,https://www.reuters.com/article/afghanistan-usa-state-idUSL2N0J51IM20131120
7110,1235,neutral,Consumers ... ABA,https://www.reuters.com/article/us-usa-loans-aba-idUSBRE90206T20130103
7120,54215,neutral,UPDATE ... policies,https://www.reuters.com/article/blackrock-fink-idUSL3N0CC0ZQ20130320
7130,52923,neutral,Analysis: ... drive,https://www.reuters.com/article/us-china-economy-reform-idUSBRE92H10P20130318
7140,31613,neutral,Soros ... WSJ,https://www.reuters.com/article/hedgefund-yen-sorosfund-idUSL1N0BE0YL20130214
7150,41264,neutral,CORRECTED-U.S. ... chief,https://www.reuters.com/article/usa-congress-lew-idUSL1N0BRGJ620130228
7160,163955,neutral,Brown ... Iraq,https://www.reuters.com/article/idUSL28815223
7170,107649,neutral,James ... shelf,https://www.reuters.com/article/jamesrivercoal-shelf/james-river-coal-files-for-150-mln-mixed-shelf-idUSWNAS347220070607
7180,198022,sadness,AeroGrow ... consensus,https://www.reuters.com/article/idUSIN20071017011123AERO20071017
7190,254635,joy,"""National ... spectacle",https://www.reuters.com/article/review-film-national-dc/national-treasure-sequel-an-absurd-spectacle-idUSN2021545120071221
7200,89356,neutral,Canadian ... derails,https://www.reuters.com/article/idUSWEN8031
7210,180870,anger,Israel ... prisoners,https://www.reuters.com/article/idUSL23526880
7220,128571,joy,Gander ... foray,https://www.reuters.com/article/us-gandermountain-shares/gander-mountain-shares-rise-as-decks-cleared-for-online-foray-idUSBNG2266320070711
7230,195900,joy,HRPT ... interest,https://www.reuters.com/article/idUSIN20071015161911HRP20071015
7240,64821,sadness,EDAP ... HealthTronics,https://www.reuters.com/article/idUSIN20070412071315EDAP20070412
7250,191192,neutral,Talbots ... plan,https://www.reuters.com/article/idUSIN20071009073122TLB20071009
7260,199578,neutral,TABLE-U.S. ... week,https://www.reuters.com/article/usa-economy-moneysupply/table-u-s-m-2-money-supply-up-1-0-bln-oct-8-week-idUSNAT00333520071018
7270,254426,sadness,ECB's ... paper,https://www.reuters.com/article/us-ecb-constancio/ecbs-constancio-gloomier-on-global-growth-paper-idUSL2150922520071221
7280,136432,neutral,Pro-Pharamceutical ... bio-pharmaceutical,https://www.reuters.com/article/idUSIN20070723070020PRW20070723
7290,138274,sadness,CNX ... guidance,https://www.reuters.com/article/idUSIN20070725081305CXG20070725
7300,122723,neutral,Cuban ... links,https://www.reuters.com/article/idUSL02649252
7310,155699,sadness,Thornburg ... sink,https://www.reuters.com/article/us-thornburg-shares/thornburg-says-no-bankruptcy-as-shares-sink-idUSN1444576220070814
7320,111158,neutral,Beverly ... sale,https://www.reuters.com/article/beverlyhillsbancorp/beverly-hills-bancorp-explores-possible-sale-idUSWEN875120070613
7330,59893,surprise,TABLE-Chrysler ... pct,https://www.reuters.com/article/autos-chrysler-table-usa/table-chrysler-march-u-s-vehicle-sales-off-8-0-pct-idUSN0327266420070403
7340,197729,neutral,BUSH ... H,https://www.reuters.com/article/idUSWBT007711
7350,72151,sadness,Applied ... revenue,https://www.reuters.com/article/appliedmicrocircuits-outlook/applied-micro-circuits-sees-lower-q4-q1-revenue-idUSWNAS714520070423
7360,240675,sadness,Battered ... FTSE,https://www.reuters.com/article/markets-britain-stocks/battered-banks-help-knock-1-pct-off-the-ftse-idUSL045588320071204
7370,80739,neutral,Liberia ... ends,https://www.reuters.com/article/idUSL0163621._CH_.2400
7380,86848,sadness,Cumulus ... loss,https://www.reuters.com/article/cumulus-results/cumulus-media-posts-quarterly-loss-idUSWNAS050320070509
7390,223727,neutral,US ... drops,https://www.reuters.com/article/markets-stocks/us-stocks-wall-st-up-as-banks-lure-bargain-hunters-oil-drops-idUSN1248288720071112
7400,92960,neutral,Bank ... Brokerage,https://www.reuters.com/article/idUSIN20070516092858BAC20070516
7410,209882,neutral,Progress ... power,https://www.reuters.com/article/utilities-operations-progress-crystalriv/progress-fla-crystal-river-3-cut-to-65-pct-power-idUSN3061403520071030
7420,47349,neutral,Qantas ... carrier,https://www.reuters.com/article/us-qantas-asia-idUSBRE8271EX20120308
7430,170195,joy,Olympics-Women's ... results,https://www.reuters.com/article/oly-fenc-fewtfo-idUSL6E8J2LK120120802
7440,61218,neutral,TABLE-Foreign ... return,https://www.reuters.com/article/markets-korea-stocks-foreign-idUSL3E8ER3M720120327
7450,211321,neutral,Adams ... gold,https://www.reuters.com/article/us-olympics-zealand-adams-idUSBRE88I0CI20120919
7460,231211,fear,METALS-Copper ... worries,https://www.reuters.com/article/markets-metals-idUSL5E8LC04720121012
7470,30700,neutral,UPDATE ... view,https://www.reuters.com/article/jarden-idUSL4E8DF6FJ20120215
7480,290214,sadness,GLOBAL ... low,https://www.reuters.com/article/markets-global-idUSL1E8NQ35P20121226
7490,29558,anger,UPDATE ... leader,https://www.reuters.com/article/venezuela-election-idUSL2E8DEFWV20120214
7500,179024,neutral,New ... notes,https://www.reuters.com/article/williams-notes-idUSL2E8J9D0F20120809
7510,87741,joy,Continental ... sales,https://www.reuters.com/article/continental-results-idUSF9E7J101020120427
7520,178093,neutral,Olympics-Women's ... results,https://www.reuters.com/article/oly-wres-wrw63k-idUSL6E8J8FS020120808
7530,47495,neutral,Afghanistan ... cafe,https://www.reuters.com/article/afghanistan-women-internet-idUSL4E8E83X220120308
7540,126251,neutral,Jurors ... case,https://www.reuters.com/article/us-usa-militia-alaska-idUSBRE85D1QR20120614
7550,277273,neutral,UPDATE ... Huts,https://www.reuters.com/article/yum-china-idUSL1E8N63H820121206
7560,195386,sadness,Seoul ... speech,https://www.reuters.com/article/markets-korea-stocks-idUSL4E8JU8AU20120830
7570,63678,neutral,LivingSocial ... service,https://www.reuters.com/article/us-livingsocial-instant-idUSBRE82S1AQ20120329
7580,56700,joy,Zara ... f/casts,https://www.reuters.com/article/inditex-idUSE8E7MM01020120321
7590,269811,fear,US ... hope,https://www.reuters.com/article/markets-usa-stocks-close-idUSEAP10RS2I20121128
7600,201332,neutral,TEXT-S&P ... Ltd.,https://www.reuters.com/article/idUSWLA292620120907
7610,77062,sadness,Beard ... book,https://www.reuters.com/article/us-olympics-swimming-beard-idUSBRE83F15Y20120417
7620,66026,sadness,February ... months,https://www.reuters.com/article/us-february-construction-spending-drop-l-idUSBRE8310K220120402
7630,222674,neutral,Portugal's ... October,https://www.reuters.com/article/altr-price-idUSL6E8L2LB420121002
7640,190646,anger,Seoul ... patents,https://www.reuters.com/article/samsung-apple-court-idUSL4E8J93O420120824
7650,101946,neutral,India's ... 1,https://www.reuters.com/article/india-monsoon-arrival-idUSI8E8FP01620120515
7660,148075,neutral,Softer ... inmates,https://www.reuters.com/article/us-usa-california-prisons-idUSBRE86A05G20120711
7670,31591,neutral,BRIEF-Moody's ... issuers,https://www.reuters.com/article/markets-ratings-austriacorporates-idUSWNA035320120216
7680,245236,neutral,China ... report,https://www.reuters.com/article/us-china-dividendtax-idUSBRE89S01620121029
7690,124812,fear,UPDATE ... attacks,https://www.reuters.com/article/italy-violence-idUSL5E8HD5IJ20120613
7700,107124,joy,UPDATE ... licence,https://www.reuters.com/article/sportingbet-spain-idUSL5E8GM8X920120522
7710,237289,neutral,EU ... changes,https://www.reuters.com/article/eu-treaty-change-idUSLDE69R2GZ20101028
7720,221998,neutral,Woolworths ... buyback,https://www.reuters.com/article/woolworths-idUSSDYALE6O120101010
7730,178981,neutral,Finning ... deal,https://www.reuters.com/article/finning-idUSN1015457620100810
7740,32333,joy,FACTBOX-Olympics-Snowboard ... Wescott,https://www.reuters.com/article/olympics-snowboardcross-wescott/factbox-olympics-snowboard-cross-gold-medallist-seth-wescott-idUSLDE61E2GM20100215
7750,27482,fear,Fitch ... sovereigns,https://www.reuters.com/article/markets-ratings-europe/fitch-says-uk-among-most-vulnerable-in-top-rated-sovereigns-idUSWEA823420100209
7760,240841,neutral,TABLE-Nichiden ... forecast,https://www.reuters.com/article/idUST12K4SN9P20101101
7770,73646,neutral,New ... launch,https://www.reuters.com/article/ariane-space/new-technical-hitch-delays-ariane-rocket-launch-idUSLDE63824L20100409
7780,208780,neutral,TABLE-Kirindo ... forecast,https://www.reuters.com/article/idUST228MFFE220100922
7790,90107,sadness,FOREX-Euro ... Spain,https://www.reuters.com/article/markets-forex/forex-euro-resumes-declines-after-sp-downgrades-spain-idUSN2821497220100428
7800,226634,neutral,CANADA ... speech,https://www.reuters.com/article/markets-canada-stocks-idUSTZOFLE67120101015
7810,160844,neutral,UPDATE ... Nikkei,https://www.reuters.com/article/jal-idUSSGE66K0K120100721
7820,165025,neutral,Hitachi ... forecast,https://www.reuters.com/article/idUST272N2SI420100727
7830,57676,neutral,Recovery ... sectors,https://www.reuters.com/article/us-aerospace-shares/recovery-hopes-boost-u-s-aerospace-defense-sectors-idUSTRE62H4VR20100318
7840,137507,neutral,Micheel ... albatross,https://www.reuters.com/article/us-golf-open-albatross-idUSTRE65J2ZO20100620
7850,156649,surprise,WRAPUP ... dollars,https://www.reuters.com/article/peru-economy-idUSN1525643620100715
7860,84927,neutral,FACTBOX-What ... govt,https://www.reuters.com/article/idUSSGE63L0EM
7870,64290,neutral,TIMELINE-Former ... election,https://www.reuters.com/article/idUSLDE62O1GD
7880,233384,neutral,Tokyo ... forecast,https://www.reuters.com/article/idUST252JE7K420101025
7890,165176,joy,German ... treated,https://www.reuters.com/article/idUSLDE66Q1HU._CH_.2400
7900,198148,neutral,WaMu ... report,https://www.reuters.com/article/us-washingtonmutual-idUSTRE6863SQ20100907
7910,242328,disgust,Israeli ... report,https://www.reuters.com/article/us-palestinians-israel-abuse-idUSTRE6A12ZY20101102
7920,116193,neutral,Spain ... future,https://www.reuters.com/article/economy-spain-welfare/spain-pm-says-cuts-needed-to-protect-welfare-future-idUSLDE64M07L20100523
7930,106694,neutral,Sanyo ... batteries,https://www.reuters.com/article/retire-us-sanyo-suzuki/sanyo-to-supply-suzuki-with-hybrid-car-batteries-idUSTRE64C1PT20100513
7940,257833,sadness,Steel ... down,https://www.reuters.com/article/china-steel-shutdowns-idUSBJI00246720101119
7950,204982,neutral,UK ... supply,https://www.reuters.com/article/markets-britain-gilts-idUSLDE68F0DX20100916
7960,49482,sadness,Southern ... shut,https://www.reuters.com/article/utilities-operations-southern-vogtle/southern-ga-vogtle-2-reactor-shut-idUSN0816536620100308
7970,54295,neutral,Richemont ... papers,https://www.reuters.com/article/net-a-porter/richemont-in-bid-for-net-a-porter-papers-idUSLDE62D0A020100314
7980,50585,anger,Israel ... Strip,https://www.reuters.com/article/idUSLEW877853._CH_.2400
7990,2829,sadness,UPDATE ... dividends-S&P,https://www.reuters.com/article/usa-stocks-dividends/update-1-2009-worst-year-on-record-for-u-s-stock-dividends-sp-idUSN0719533320100107
8000,88655,fear,U.S. ... quarter,https://www.reuters.com/article/us-usa-industrials-results-idUSTRE73D53F20110414
8010,103605,neutral,PRESS ... 03,https://www.reuters.com/article/pressdigest-idUSL3E7G302B20110503
8020,161238,fear,WRAPUP ... talks,https://www.reuters.com/article/usa-debt-idUSN1E76A1V420110713
8030,121772,neutral,Puma ... Dobotex,https://www.reuters.com/article/puma-dobotex-idUSWEA248320110520
8040,216292,sadness,Libyans ... government,https://www.reuters.com/article/libya-government-idUSL5E7KI0V120110918
8050,178266,neutral,Iron ... supply,https://www.reuters.com/article/markets-ironore-idUSL3E7J202020110802
8060,129615,neutral,New ... bond,https://www.reuters.com/article/idUSL3E7GV1FP20110531
8070,18211,neutral,German ... picks,https://www.reuters.com/article/property-survey-idUSLDE70K0N620110125
8080,185941,joy,UPDATE ... rev,https://www.reuters.com/article/responsys-idUSL3E7J950220110809
8090,43446,neutral,TABLE-SCOTTISH ... results,https://www.reuters.com/article/food-scottish-salmon-company-table-idUSLDE71E1CO20110216
8100,55234,neutral,"Allianz, ... venture",https://www.reuters.com/article/allianz-amb-idUSLDE71R1ZX20110303
8110,130648,neutral,VietinBank ... 2011-report,https://www.reuters.com/article/vietinbank-novascotia-stake-idUSL3E7H102N20110601
8120,212185,neutral,UPDATE ... Fund,https://www.reuters.com/article/fidelity-magellan-idUSS1E78C0WC20110913
8130,16862,neutral,Spring ... report,https://www.reuters.com/article/us-spring-ipo-idUSTRE70N09N20110124
8140,265170,neutral,Toilet ... run,https://www.reuters.com/article/japan-toilet-bike-idUSL3E7MB0IV20111111
8150,26692,fear,Irish ... -govt,https://www.reuters.com/article/ireland-politics-date-idUSDUB00331720110201
8160,160013,surprise,Saudi's ... forecast,https://www.reuters.com/article/sabb-earnings-idUSL6E7IC1QN20110712
8170,4639,neutral,REUTER ... 1.52365,https://www.reuters.com/article/idUSN0657918020110110
8180,255725,anger,Afghan ... push,https://www.reuters.com/article/us-afghanistan-taliban-commander-idUSTRE7A224G20111103
8190,47326,fear,FOREX-Risk ... pressured,https://www.reuters.com/article/markets-forex-idUSL3E7DM2N720110222
8200,226316,sadness,Old ... Management,https://www.reuters.com/article/oldmutual-dwight-idUSS1E78T1M320110930
8210,203907,joy,Madonna ... career,https://www.reuters.com/article/us-venice-madonna-idUSTRE7802Y120110901
8220,232489,neutral,Analysis: ... aid,https://www.reuters.com/article/us-solyndra-programs-idUSTRE7960AQ20111007
8230,76045,neutral,Senator ... rules,https://www.reuters.com/article/financial-regulation-interchange-idUSN3016228620110330
8240,258604,neutral,China ... Minister,https://www.reuters.com/article/us-china-economy-yuan-idUSTRE7A60F120111107
8250,67773,neutral,CORRECTED ... ban-IAEA,https://www.reuters.com/article/japan-nuclear-food-idUSLDE72I0A720110319
8260,15257,sadness,Kathleen ... Broadway,https://www.reuters.com/article/idINIndia-54324320110122
8270,226915,neutral,'Til ... marriage,https://www.reuters.com/article/us-mexico-marriage-idUSTRE78S6TX20110930
8280,90515,anger,Belgium ... bishop,https://www.reuters.com/article/us-belgium-catholic-abuse-idUSTRE73E2HY20110415
8290,55326,neutral,Leeds ... 'die-in',https://www.bbc.com/news/uk-england-leeds-49664101
8300,10123,fear,Brexit: ... permit,https://www.bbc.com/news/uk-northern-ireland-47240935
8310,71958,fear,General ... Corbyn,https://www.bbc.com/news/av/uk-politics-50571911/general-election-2019-election-now-a-fight-for-survival-of-nhs-says-corbyn
8320,55584,joy,'Life-changing' ... welcomed,https://www.bbc.com/news/uk-scotland-49673093
8330,75946,anger,Arrested ... find,https://www.bbc.com/news/uk-england-coventry-warwickshire-50801766
8340,4427,fear,Richard ... nomination,https://www.bbc.com/news/av/entertainment-arts-46965529/richard-e-grant-overwhelmed-by-oscar-nomination
8350,47343,anger,HMP ... patients,https://www.bbc.com/news/uk-england-cambridgeshire-49192866
8360,32520,neutral,Sudan ... sentence,https://www.bbc.com/news/world-africa-48413574
8370,21056,neutral,Cambridge ... storage,https://www.bbc.com/news/uk-43522775
8380,84774,fear,'I ... stool',https://www.bbc.com/news/av/disability-46606115/i-pushed-kelly-fletcher-off-the-stool
8390,42885,neutral,What ... common?,https://www.bbc.com/news/av/uk-northern-ireland-44584082/what-do-an-elephant-a-parrot-and-a-hawk-have-in-common
8400,3266,fear,Call ... others,https://www.bbc.com/news/uk-wales-42622904
8410,35454,anger,Liverpool-Roma ... charge,https://www.bbc.com/news/uk-england-merseyside-44242401
8420,63100,anger,Fine ... donation,https://www.bbc.com/news/uk-scotland-scotland-politics-45560916
8430,67505,neutral,Reality ... services?,https://www.bbc.com/news/business-45707110
8440,17033,joy,Birmingham ... Harry,https://www.bbc.com/news/av/uk-england-birmingham-43330632/birmingham-crowd-welcomes-meghan-markle-and-prince-harry
8450,85825,joy,Revealed: ... 2018,https://www.bbc.com/news/entertainment-arts-46642490
8460,79236,neutral,Dumfries ... 'significant',https://www.bbc.com/news/uk-scotland-south-scotland-34327895
8470,19323,anger,Parents ... murder,https://www.bbc.com/news/uk-31723442
8480,69171,joy,Elaine ... bid,https://www.bbc.com/news/uk-scotland-south-scotland-33959058
8490,74158,sadness,Hinkley ... EDF,https://www.bbc.com/news/business-34149392
8500,34487,fear,Bottesford ... suspicious',https://www.bbc.com/news/uk-england-leicestershire-32409999
8510,41298,fear,RAF ... aircraft,https://www.bbc.com/news/uk-32740942
8520,86567,sadness,Lancashire ... offences,https://www.bbc.com/news/uk-england-lancashire-34556161
8530,58964,sadness,Pastor ... fire,https://www.bbc.com/news/av/uk-wales-south-east-wales-33500517/pastor-sad-to-see-aberfan-chapel-destroyed-by-fire
8540,20087,sadness,Booktrust: ... cut,https://www.bbc.com/news/uk-northern-ireland-31767853
8550,26716,neutral,'I ... Syria',https://www.bbc.com/news/av/magazine-32085981/i-ask-my-friends-if-they-can-bring-me-some-sands-from-syria
8560,91145,neutral,Falls ... operating,https://www.bbc.com/news/uk-northern-ireland-34696969
8570,23260,neutral,What ... television?,https://www.bbc.com/news/av/world-26525124/what-is-the-impact-of-trial-by-television
8580,77100,disgust,Barnardo's: ... 'overlooked',https://www.bbc.com/news/uk-28935733
8590,30479,sadness,FirstGroup ... US,https://www.bbc.com/news/uk-scotland-scotland-business-26852995
8600,65300,sadness,Daniel ... supply,https://www.bbc.com/news/uk-england-london-28365083
8610,37396,disgust,Asylum ... MPs,https://www.bbc.com/news/uk-politics-27125747
8620,6948,sadness,Takeaway ... points,https://www.bbc.com/news/uk-wales-mid-wales-25849675
8630,45720,neutral,NI21 ... designation,https://www.bbc.com/news/uk-northern-ireland-27495256
8640,107144,fear,Clutha ... away',https://www.bbc.com/news/av/uk-scotland-30254181/clutha-helicopter-crash-it-was-a-pint-away
8650,39865,sadness,Prisoner ... bag,https://www.bbc.com/news/world-us-canada-27237870
8660,92052,fear,Maíria ... allegation,https://www.bbc.com/news/av/uk-northern-ireland-29615005/maria-cahill-claims-the-ira-interrogated-her-after-she-made-rape-allegation
8670,37334,neutral,Opening ... bypass,https://www.bbc.com/news/uk-england-suffolk-27141737
8680,37024,fear,Barack ... trip,https://www.bbc.com/news/world-asia-36258866
8690,76006,fear,Train ... Reading,https://www.bbc.com/news/uk-england-berkshire-37507191
8700,88251,sadness,Paul ... murder,https://www.bbc.com/news/uk-england-manchester-37934938
8710,69284,anger,Labour ... plan,https://www.bbc.com/news/uk-politics-37281441
8720,84317,fear,Handsworth ... attack,https://www.bbc.com/news/uk-england-birmingham-37800504
8730,79983,joy,Queen ... anniversary,https://www.bbc.com/news/uk-england-kent-37646002
8740,77739,anger,US ... attack,https://www.bbc.com/news/av/election-us-2016-37559558/us-election-vice-presidential-debate-two-styles-of-attack
8750,67379,neutral,Design ... revealed,https://www.bbc.com/news/uk-scotland-highlands-islands-37213035
8760,32710,sadness,London ... collapse,https://www.bbc.com/news/uk-england-london-36129283
8770,47941,neutral,Model ... shed,https://www.bbc.com/news/av/uk-england-kent-36547794/model-railway-enthusiast-builds-dream-set-in-shed
8780,50584,neutral,England's ... 2016,https://www.bbc.com/news/uk-england-36575140
8790,48739,neutral,Unknown ... man,https://www.bbc.com/news/uk-wales-south-east-wales-40481110
8800,11080,neutral,Billy ... we?,https://www.bbc.com/news/av/uk-politics-38929867/billy-bragg-on-question-time-what-kind-of-country-are-we
8810,36347,sadness,Body ... Singerman,https://www.bbc.com/news/uk-scotland-glasgow-west-39953481
8820,11769,fear,Call ... Arch,https://www.bbc.com/news/uk-wales-north-west-wales-38957993
8830,69987,sadness,British ... Syria,https://www.bbc.com/news/uk-41411567
8840,27327,fear,Firefighters ... incident,https://www.bbc.com/news/uk-scotland-highlands-islands-39563536
8850,12816,sadness,Say ... Davies,https://www.bbc.com/news/uk-wales-politics-38980573
8860,63039,anger,China ... May,https://www.bbc.com/news/uk-politics-41088404
8870,730,fear,Man ... attack,https://www.bbc.com/news/uk-scotland-tayside-central-38506321
8880,30307,neutral,Israel ... revenue,https://www.bbc.com/news/world-middle-east-21923648
8890,126917,fear,Council ... cracks,https://www.bbc.com/news/uk-england-cornwall-25548198
8900,50707,sadness,Harlow ... case,https://www.bbc.com/news/uk-england-essex-22646426
8910,20395,anger,Pakistan ... worker,https://www.bbc.com/news/world-asia-21585291
8920,100755,neutral,Surrey ... butterfly,https://www.bbc.com/news/uk-england-surrey-24525303
8930,119973,fear,Hull ... begins,https://www.bbc.com/news/uk-england-humber-25253833
8940,119260,fear,Garda ... 'horrifying',https://www.bbc.com/news/av/uk-northern-ireland-25219718/garda-chief-martin-callinan-says-ira-collusion-was-horrifying
8950,43493,sadness,Mother ... ambulance,https://www.bbc.com/news/uk-england-22379428
8960,60497,neutral,Microsoft ... row,https://www.bbc.com/news/technology-22980973
8970,59843,neutral,G8 ... Fermanagh,https://www.bbc.com/news/av/uk-northern-ireland-22959645/g8-winds-down-in-fermanagh
8980,116711,neutral,Civic ... centre,https://www.bbc.com/news/av/uk-england-merseyside-25126438/civic-honour-for-linda-mccartney-cancer-centre
8990,98042,fear,Man ... walk,https://www.bbc.com/news/uk-england-london-24382585
9000,30885,neutral,No ... NHS,https://www.bbc.com/news/av/health-21946020/no-more-cover-ups-health-secretary-jeremy-hunt-tells-nhs
9010,66755,joy,Normanby ... hope,https://www.bbc.com/news/uk-england-tees-18675679
9020,120731,fear,Boris ... relationship,https://www.bbc.com/news/uk-politics-20592596
9030,48442,neutral,How ... MoT?,https://www.bbc.com/news/av/uk-18031176/how-does-your-car-fail-its-mot
9040,79076,disgust,'Shame ... massacre,https://www.bbc.com/news/av/world-middle-east-19160565/shame-on-ioc-says-israeli-widow-of-olympics-massacre
9050,7941,disgust,"'400,000 ... trial",https://www.bbc.com/news/uk-wales-south-west-wales-16683440
9060,21479,anger,Thailand ... insult,https://www.bbc.com/news/world-asia-17187559
9070,61063,neutral,Olympic ... gun,https://www.bbc.com/news/av/uk-18455371/olympic-sprint-final-the-man-behind-the-starting-gun
9080,84549,neutral,South ... nation'?,https://www.bbc.com/news/world-africa-19326263
9090,87669,anger,Lebanon ... protests,https://www.bbc.com/news/world-middle-east-19470425
9100,80575,neutral,Rotherwas ... apprentices,https://www.bbc.com/news/uk-england-hereford-worcester-19225734
9110,126231,fear,Fears ... orphans,https://www.bbc.com/news/av/world-middle-east-20778775/fears-for-iraq-s-growing-number-of-orphans
9120,89417,anger,NUT ... conditions,https://www.bbc.com/news/av/education-19527384/nut-say-members-vote-to-strike-over-pay-and-conditions
9130,81388,joy,Poet ... UK,https://www.bbc.com/news/entertainment-arts-19253830
9140,18214,neutral,Could ... work?,https://www.bbc.com/news/world-middle-east-10729717
