,emotion,headline,url
40159,anger,Israel ... Freeze,https://www.cbsnews.com/news/israel-offers-temporary-settlement-freeze/
8476,disgust,High ... Steroids,https://www.cbsnews.com/news/high-schoolers-unknowingly-taking-steroids/
32578,neutral,Medical ... Lift',https://www.cbsnews.com/news/medical-premiums-could-still-be-a-heavy-lift/
41695,surprise,Why ... Day,https://www.cbsnews.com/news/why-some-innovations-never-see-the-light-of-day/
43095,neutral,NBC ... News,https://www.cbsnews.com/news/nbc-affiliates-give-jay-leno-show-ds-and-fs-as-lead-in-to-local-news/
28013,neutral,paidContent ... Media,https://www.cbsnews.com/news/paidcontent-deliverycom-buys-eatscom-owner-eats-media/
115,neutral,Record ... Washington,https://www.cbsnews.com/news/record-snowfall-wallops-washington/
38079,neutral,"Microsoft, ... It",https://www.cbsnews.com/news/microsoft-apple-new-products-step-in-it/
8559,neutral,Madoff ... Bail,https://www.cbsnews.com/news/madoff-accountant-free-on-25m-bail/
2229,neutral,Obama ... Walk?,https://www.cbsnews.com/news/obama-can-talk-but-can-he-walk/
10857,neutral,Some ... Can't,https://www.cbsnews.com/news/some-insurers-can-raise-cash-by-buying-back-hybrids-and-some-cant/
32517,neutral,Politics ... Decision,https://www.cbsnews.com/news/politics-today-an-olympic-decision/
38988,neutral,12 ... Students,https://www.cbsnews.com/news/12-most-popular-universities-for-international-students/
42184,sadness,Three ... Obama,https://www.cbsnews.com/news/three-ceos-miss-face-time-with-obama/
25798,neutral,Second ... Loggins,https://www.cbsnews.com/news/second-cup-cafe-crosby-loggins/
20535,neutral,Fixing ... Cells,https://www.cbsnews.com/news/fixing-the-heart-with-stem-cells/
35505,neutral,Costco ... September,https://www.cbsnews.com/news/costco-sees-key-product-categories-turn-positive-in-september/
39623,sadness,Miley ... Board,https://www.cbsnews.com/news/miley-cyrus-tour-bus-crash-one-dead-singer-not-on-board/
12428,neutral,Earth ... Conflict,https://www.cbsnews.com/news/earth-day-and-my-budget-conflict/
40025,neutral,Obama: ... Afghanistan,https://www.cbsnews.com/news/obama-i-will-finish-the-job-in-afghanistan/
6224,joy,PG&E's ... judge,https://www.cbsnews.com/news/pg-es-plan-to-award-235-million-in-bonuses-approved-by-judge/
8109,neutral,Read ... investigation,https://www.cbsnews.com/news/read-robert-muellers-full-remarks-on-the-conclusion-of-russia-investigation-today-2019-05-29/
8025,anger,Have ... nothing,https://www.cbsnews.com/news/memorial-day-how-to-make-use-of-your-day-off/
10480,disgust,Mississippi ... male,https://www.cbsnews.com/news/mississippi-gubernatorial-candidate-robert-foster-denies-larrison-campbell-female-reporter-interview/
10516,neutral,The ... sale,https://www.cbsnews.com/news/gone-with-the-wind-mansion-twelve-oaks-is-for-sale-auction-covington-georgia/
15876,joy,Google ... animals,https://www.cbsnews.com/news/google-doodle-halloween-2019-animation-celebrates-halloween-with-interactive-game-about-animals-wwf/
9779,neutral,Zuckerberg ... policy,https://www.cbsnews.com/news/facebook-zuckerberg-says-its-really-important-to-form-policy-on-deepfake-videos/
3177,neutral,Top ... Congress,https://www.cbsnews.com/news/michael-cohen-testimony-top-moments-from-ex-trump-attorneys-hearing-before-congress-today-2019-02-27/
10109,disgust,Disturbing ... butt,https://www.cbsnews.com/news/trash-in-ocean-disturbing-photo-shows-mother-bird-feeding-her-chick-a-cigarette-butt/
1291,neutral,"""He ... suspect",https://www.cbsnews.com/news/mother-of-patient-rape-suspect-nathan-sutherland-at-hacienda-healthcare-facility-he-fooled-everybody/
12361,sadness,Dayton ... says,https://www.cbsnews.com/news/dayton-mass-shooting-gunman-connor-betts-had-drugs-alcohol-in-system-coroner-says/
6120,neutral,Legalizing ... 2020,https://www.cbsnews.com/news/legalizing-marijuana-americans-support-it-but-not-enough-to-sway-their-vote-in-2020/
1270,neutral,Elizabeth ... million,https://www.cbsnews.com/news/elizabeth-warren-plans-to-propose-a-wealth-tax-on-individuals-with-more-than-50-million/
17463,fear,Scores ... coast,https://www.cbsnews.com/news/migrant-boat-sinks-off-mauritania-west-africa-scores-migrants-from-gambia-drown-today-2019-12-05/
16712,neutral,Medication ... finds,https://www.cbsnews.com/news/heart-disease-trial-finds-medication-and-lifestyle-changes-could-be-just-as-effective-as-surgery/
5617,fear,Security ... ankle,https://www.cbsnews.com/news/tiger-woods-tripped-security-guard-slips-on-grass-slides-into-tiger-woods-ankle-masters-today-2019-04-12/
1405,neutral,Meet ... Wikipedia,https://www.cbsnews.com/news/meet-the-man-behind-a-third-of-whats-on-wikipedia/
1463,anger,In ... vests,https://www.cbsnews.com/news/in-paris-red-scarves-rally-to-counter-yellow-vests/
12698,fear,Texas ... accident,https://www.cbsnews.com/news/texas-community-rallies-behind-gymnast-to-help-pay-medical-bills-after-freak-accident/
11455,neutral,Google ... it,https://www.cbsnews.com/news/trudy-wade-google-search-result-california-republican-party/
20655,neutral,Key ... Series,https://www.cbsnews.com/news/boston-red-sox-key-question-world-series-health-chris-sale/
21185,anger,Licorice: ... it,https://www.cbsnews.com/news/licorice-love-it-or-hate-it/
2032,anger,Ex-Harvey ... environment,https://www.cbsnews.com/news/harvey-weinstein-sandeep-rehal-personal-assistant-sexual-harassment-lawsuit/
4933,neutral,How ... primaries,https://www.cbsnews.com/news/how-to-watch-the-texas-primaries/
19740,neutral,Barnes ... sign,https://www.cbsnews.com/news/barnes-noble-hangs-up-for-sale-sign-stock-surges/
2802,neutral,House ... spending,https://www.cbsnews.com/news/house-gop-plans-vote-on-short-term-spending-bill-and-defense-spending/
12296,neutral,Decision ... says,https://www.cbsnews.com/news/joint-military-exercises-us-south-korea-decision-reversible-sandy-winnefeld/
14858,fear,Watchdog ... crisis,https://www.cbsnews.com/news/flint-water-crisis-environmental-protection-agency-officer-inspector-general-watchdog-report-today-2018-07-19/
12065,neutral,Transcript: ... 2018,https://www.cbsnews.com/news/transcript-white-house-economic-adviser-larry-kudlow-on-face-the-nation-june-10-2018/
3456,anger,Lions ... Africa,https://www.cbsnews.com/news/umbabat-private-nature-reserve-lions-kill-suspected-poacher-south-africa/
6313,neutral,Behind ... business,https://www.cbsnews.com/news/behind-facebooks-baby-steps-protecting-its-ad-business/
6111,neutral,Alabama ... gas,https://www.cbsnews.com/news/alabama-lawmakers-approve-execution-by-nitrogen-gas/
19381,neutral,Brett ... agency,https://www.cbsnews.com/news/brett-kavanaugh-friend-mark-judge-says-hell-cooperate-with-any-law-enforcement-agency/
5539,sadness,Report: ... dead,https://www.cbsnews.com/news/report-woman-finds-four-family-members-including-infant-granddaughter-shot-dead/
12540,anger,Theranos ... fraud,https://www.cbsnews.com/news/elizabeth-holmes-theranos-founder-ramesh-balwani-charged-today-2018-06-15/
1662,fear,Terror ... countries,https://www.cbsnews.com/news/tsa-emergency-action-stricter-air-cargo-scrutiny-5-predominantly-muslim-countries/
3519,joy,Chipotle ... Bell,https://www.cbsnews.com/news/chipotle-shares-surge-after-chain-finds-new-ceo-at-taco-bell/
19518,neutral,"U.S., ... Mexico",https://www.cbsnews.com/news/nafta-deal-canada-us-mexico-reach-trade-deal-agreement-rename-usmca-today-2018-10-01/
15709,anger,"Alan ... angry""",https://www.cbsnews.com/news/alan-alda-reveals-parkinsons-diagnosis-today-2018-07-31/
2958,anger,Meghan ... Trump,https://www.cbsnews.com/news/meghan-mccain-says-trump-wont-attack-her-father-again-criticizes-ivanka-trump/
11236,neutral,Cooking ... tricky,https://www.cbsnews.com/news/cooking-as-a-side-hustle-tasty-but-very-tricky/
24013,anger,Saudis ... killing,https://www.cbsnews.com/news/saudi-arabia-us-senate-jamal-khashoggi-crown-prince-mohammed-bin-salman-disrespect/
16743,neutral,Quitting ... finds,https://www.cbsnews.com/news/quitting-smoking-improves-your-health-even-if-you-gain-weight/
1338,sadness,Report: ... clue,https://www.cbsnews.com/news/report-canadian-womans-killer-sentenced-after-posting-selfie-with-key-clue/
2831,sadness,Schizophrenia ... Dads,https://www.cbsnews.com/news/schizophrenia-and-older-dads/
6178,fear,Lingling ... Severe,https://www.cbsnews.com/news/lingling-aftermath-severe/
3119,fear,Disastrously ... Unprepared?,https://www.cbsnews.com/news/disastrously-unprepared/
6622,joy,Wrapping ... Holidays,https://www.cbsnews.com/news/wrapping-up-the-holidays-05-12-2001/
2351,joy,"Procter ... 22,000",https://www.cbsnews.com/news/procter-gamble-may-lay-off-22000/
4093,neutral,Gas ... Come,https://www.cbsnews.com/news/gas-price-relief-slow-to-come/
3868,anger,Bush ... Vieques,https://www.cbsnews.com/news/bush-blasted-on-vieques/
13277,fear,Deadly ... Afghanistan,https://www.cbsnews.com/news/deadly-taliban-siege-continues-in-afghanistan/
21142,disgust,"Dog's ... lol!""",https://www.cbsnews.com/news/dogs-body-found-with-note-we-beat-it-2-death-lol/
231,neutral,Miami ... ban,https://www.cbsnews.com/news/florida-same-sex-marriage-ban-heads-for-midnight-end/
26600,neutral,Ethical ... transplants,https://www.cbsnews.com/news/ethical-issues-surrounding-uk-womb-transplants/
4274,disgust,"Witness: ... gone""",https://www.cbsnews.com/news/testimony-after-killing-hernandez-said-endorsements-gone/
7029,neutral,March ... money,https://www.cbsnews.com/news/march-madness-follow-the-money/
14364,neutral,"Chris ... impotent""",https://www.cbsnews.com/news/chris-pratt-ballooned-to-300-pounds-i-was-impotent/
15610,sadness,Pastor: ... night,https://www.cbsnews.com/news/pastor-shot-fired-at-memphis-church-wednesday-night/
15154,anger,Hillary ... deal,https://www.cbsnews.com/news/hillary-clinton-snubs-obama-on-trade-deal/
32338,sadness,Chris ... issues,https://www.cbsnews.com/news/chris-brown-cancels-down-under-tour-amid-visa-issues/
4271,neutral,Do ... naps?,https://www.cbsnews.com/news/do-preschoolers-still-need-naps/
29227,neutral,How ... life,https://www.cbsnews.com/news/how-weddings-are-giving-funeral-homes-new-life/
8681,disgust,Sexual ... driver,https://www.cbsnews.com/news/sexual-assault-charges-dropped-against-chicago-uber-driver/
10847,anger,Gun ... guns,https://www.cbsnews.com/news/gun-group-parent-sue-ann-arbor-michigan-schools-over-policy-to-limit-guns/
27873,fear,Drivers ... floods,https://www.cbsnews.com/news/drivers-still-haunted-by-california-flash-floods/
28556,neutral,Obama ... 2016,https://www.cbsnews.com/news/obama-administration-unveils-health-care-premiums-for-2016/
24090,neutral,Queen ... on,https://www.cbsnews.com/news/queen-elizabeth-ii-to-become-longest-serving-british-monarch/
26527,sadness,Tom ... sobriety,https://www.cbsnews.com/news/tom-hanks-addresses-his-son-chets-sobriety/
9428,joy,"""Neutron ... Welch",https://www.cbsnews.com/news/ex-ge-ceo-jack-welch-wife-suzy-success-business-marriage/
5503,neutral,Brain ... adults,https://www.cbsnews.com/news/brain-plaque-buildup-tied-to-alzheimers-found-in-young-adults/
25037,neutral,Wanted: ... schools,https://www.cbsnews.com/news/wanted-more-computer-science-in-american-schools/
19930,fear,Watch: ... hands,https://www.cbsnews.com/news/watch-thief-steals-ipad-out-of-childs-hands/
30150,neutral,"""Sexting ... apps",https://www.cbsnews.com/news/sexting-modern-day-america-photo-vault-apps/
32223,neutral,Reining ... drugs,https://www.cbsnews.com/news/reining-in-the-rising-cost-of-some-prescription-drugs/
34460,neutral,Robert ... conviction,https://www.cbsnews.com/news/robert-downey-jr-pardoned-for-old-drug-conviction/
321,fear,Murder ... court,https://www.cbsnews.com/news/murder-case-against-pennsylvania-boy-10-moved-to-juvenile-court/
25036,fear,Death ... evacuate,https://www.cbsnews.com/news/death-toll-from-chile-earthquake-rises-1-million-evacuate/
6156,neutral,Utah ... executions,https://www.cbsnews.com/news/utah-poised-to-bring-back-the-firing-squad-for-death-sentences/
26480,anger,Israel ... Palestinians,https://www.cbsnews.com/news/israel-bars-palestinians-jerusalem-old-city/
29112,fear,S.C. ... activism,https://www.cbsnews.com/news/after-his-entire-family-was-killed-s-c-man-takes-stand-against-domestic-violence/
23401,neutral,Judge ... surgery,https://www.cbsnews.com/news/parents-fail-to-stop-48-year-olds-gender-reassignment-surgery/
9372,anger,Dallas ... dead,https://www.cbsnews.com/news/dallas-area-cops-shoot-double-murder-suspect-dead/
33002,neutral,​Yahoo ... plan,https://www.cbsnews.com/news/yahoo-scraps-original-alibaba-spin-off-plan/
12875,neutral,Rand ... hours,https://www.cbsnews.com/news/rand-paul-wraps-up-nsa-filibuster-after-10-hours/
8618,fear,Boston ... identity,https://www.cbsnews.com/news/boston-marathon-bombing-jury-has-hands-full-as-deliberations-begin-dzhokhar-tsarnaev/
24206,surprise,Imagine: ... children,https://www.cbsnews.com/news/kids-get-a-chance-to-do-more-than-imagine-their-musical-skills/
6576,joy,Aretha ... friends,https://www.cbsnews.com/news/aretha-franklin-celebrates-72nd-birthday-with-family-famous-friends/
527,neutral,Cinematographers ... 2013,https://www.cbsnews.com/news/cinematographers-nominate-7-for-best-of-2013/
27759,sadness,Texas ... delusional,https://www.cbsnews.com/news/scott-panetti-texas-death-row-inmate-set-to-die-but-lawyers-say-hes-delusional/
6957,anger,Aereo ... law,https://www.cbsnews.com/news/aereo-to-supreme-court-we-have-broken-no-law/
27340,sadness,Texas ... switch,https://www.cbsnews.com/news/texas-woman-cleared-in-death-linked-to-gm-defect/
17210,neutral,There ... Official,https://www.cbsnews.com/news/there-will-be-some-bumps-in-obamacare-this-year-official/
308,neutral,How ... last?,https://www.cbsnews.com/news/how-long-will-your-retirement-savings-last/
8426,fear,Mass ... Calgary,https://www.cbsnews.com/news/mass-murder-rocks-western-canadian-city-of-calgary/
12105,neutral,"""Star ... Christie",https://www.cbsnews.com/news/star-wars-episode-vii-adds-lupita-nyongo-gwendoline-christie/
28461,sadness,How ... savings,https://www.cbsnews.com/news/how-not-to-outlive-your-retirement-savings/
19977,sadness,Cops: ... dead,https://www.cbsnews.com/news/arrest-made-after-missing-ariz-girl-found-dead/
15402,neutral,​The ... Brothers,https://www.cbsnews.com/news/the-rock-and-roll-of-fame-to-honor-the-everly-brothers/
5699,fear,Pa. ... administrator,https://www.cbsnews.com/news/philadelphia-high-school-student-accused-of-threatening-school-administrator/
17891,sadness,NASCAR's ... Canandaigua,https://www.cbsnews.com/news/nascar-tony-stewart-hits-kills-fellow-driver-kevin-ward-jr-at-canandaigua/
13221,joy,Bonnaroo ... West,https://www.cbsnews.com/news/bonnaroo-2014-boasts-performances-by-elton-john-kanye-west/
29390,neutral,Ex-Anonymous ... hack,https://www.cbsnews.com/news/sony-hack-former-anonymous-hacker-not-convinced-north-korea-is-responsible/
13997,disgust,Syria ... bombs,https://www.cbsnews.com/news/syria-official-faisal-mekdad-pleads-ignorance-of-deadly-barrel-bombs/
11328,sadness,Parole ... boy,https://www.cbsnews.com/news/parole-denied-for-mother-of-missing-south-carolina-boy/
12963,neutral,Text ... deal,https://www.cbsnews.com/news/text-spammers-reach-4-2-million-settlement-with-ftc/
12862,sadness,America's ... ending,https://www.cbsnews.com/news/americas-job-market-misery-may-be-ending/
28781,anger,California ... protests,https://www.cbsnews.com/news/california-police-chief-joins-anti-police-violence-protests/
29227,fear,Texas ... war,https://www.cbsnews.com/news/texas-plumbers-truck-on-front-line-of-syria-war/
1547,fear,Ukrainian ... point,https://www.cbsnews.com/news/ukrainian-protests-anti-government-demonstrators-battle-police-for-2nd-night-in-a-row/
4523,surprise,Are ... different?,https://www.cbsnews.com/news/are-millenials-really-that-different/
8581,neutral,Hillary ... title,https://www.cbsnews.com/news/hillary-clintons-upcoming-book-now-has-a-title/
1842,neutral,Republicans ... process,https://www.cbsnews.com/news/republicans-tighten-2016-presidential-primary-process/
6185,anger,Freedom ... arrested,https://www.cbsnews.com/news/michigan-man-arrested-for-talking-too-long-at-town-board-meeting/
9029,neutral,Stocks ... gains,https://www.cbsnews.com/news/stocks-mostly-higher-on-earnings-gains-apple-up/
2156,neutral,Rand ... run,https://www.cbsnews.com/news/rand-paul-50-50-on-presidential-run/
5856,neutral,Illinois ... Beer,https://www.cbsnews.com/news/illinois-family-big-game-bucks-beer/
8162,neutral,Atlanta's ... Season,https://www.cbsnews.com/news/atlantas-killing-season/
8530,neutral,Bit ... Crash?,https://www.cbsnews.com/news/bit-of-metal-had-role-in-concorde-crash/
11111,neutral,Text ... Debate,https://www.cbsnews.com/news/text-of-the-third-bush-gore-debate/
11953,neutral,The ... Control,https://www.cbsnews.com/news/the-brain-as-a-remote-control/
10575,sadness,Cards ... Playoffs,https://www.cbsnews.com/news/cards-lose-catcher-for-playoffs/
8720,neutral,Cards ... Timlin,https://www.cbsnews.com/news/cards-deal-for-closer-timlin/
7210,neutral,Love ... Internet,https://www.cbsnews.com/news/love-and-marriage-on-the-internet/
10712,neutral,Lee ... Risk,https://www.cbsnews.com/news/lee-probe-focused-on-bias-risk/
11223,neutral,"Thrashers, ... Tie",https://www.cbsnews.com/news/thrashers-sens-share-tricks-tie/
2226,neutral,"Hey, ... Too",https://www.cbsnews.com/news/hey-were-campaigning-too/
2809,neutral,Vinciguerra ... Copenhagen,https://www.cbsnews.com/news/vinciguerra-wins-copenhagen/
7916,anger,Sosa: ... Trade',https://www.cbsnews.com/news/sosa-ill-veto-any-trade/
12373,neutral,Darán ... Egipto,https://www.cbsnews.com/news/daran-140-mil-dolares-a-familias-de-mexicanos-muertos-en-egipto/
5734,neutral,Trump ... comments,https://www.cbsnews.com/news/trump-reacts-to-report-about-off-the-record-immigration-comments/
5199,neutral,Message ... France,https://www.cbsnews.com/news/message-in-a-bottle-tossed-in-new-york-washes-up-in-france/
22630,sadness,Hugh ... 91,https://www.cbsnews.com/news/hugh-obrian-who-played-sheriff-wyatt-earp-is-dead-at-91/
13320,neutral,Misión ... NASA,https://www.cbsnews.com/news/mision-martin-un-mexicano-a-la-nasa/
6821,fear,CBS ... rally,https://www.cbsnews.com/news/donald-trump-chicago-canceled-rally-cbs-news-journalist-captured-tensions-before-arrest/
18093,neutral,​Why ... more,https://www.cbsnews.com/news/why-your-starbucks-fix-will-soon-cost-more/
938,sadness,"What ... boring""",https://www.cbsnews.com/news/donald-trump-supporter-complains-rally-is-boring-how-trump-responded/
21375,neutral,Stranger ... supplies,https://www.cbsnews.com/news/stranger-waiting-in-line-behind-texas-teacher-pays-for-her-school-supplies/
30956,fear,Will ... jobs?,https://www.cbsnews.com/news/will-artificial-intelligence-kill-or-create-jobs/
10724,neutral,Gyrocopter ... Washington,https://www.cbsnews.com/news/gyrocopter-pilot-sentenced-in-washington/
22371,neutral,Burglary ... attack,https://www.cbsnews.com/news/burglary-suspect-had-uncontrollable-urge-in-another-possibly-drug-fueled-florida-attack/
4527,neutral,No. ... election,https://www.cbsnews.com/news/no-2-senate-republican-weighs-in-on-potential-scotus-hearing-2016/
26067,neutral,Are ... men?,https://www.cbsnews.com/news/will-men-soon-be-taking-hormone-contraceptives/
4984,neutral,Suman ... México,https://www.cbsnews.com/news/suman-mil-997-casos-de-influenza-en-mexico/
3126,neutral,Ariel ... scars,https://www.cbsnews.com/news/ariel-winter-im-not-ashamed-of-breast-surgery-scars/
11025,sadness,Parents ... calls,https://www.cbsnews.com/news/parents-whose-baby-was-fatally-mauled-by-pet-dog-gave-up-on-911/
16537,neutral,Supreme ... actions,https://www.cbsnews.com/news/supreme-court-immigration-obama-executive-action-affirms-lower-court-ruling/
15824,joy,Steve ... close,https://www.cbsnews.com/news/steve-martin-broadway-musical-bright-star-to-close/
11423,anger,Teens ... dangerous,https://www.cbsnews.com/news/teens-on-social-media-from-dumb-to-dangerous/
11184,neutral,Federal ... law,https://www.cbsnews.com/news/federal-judge-upholds-strict-north-carolina-voter-id-law/
22411,neutral,Astronauts ... spacewalk,https://www.cbsnews.com/news/station-astronauts-complete-trouble-free-spacewalk/
2214,neutral,Don ... case,https://www.cbsnews.com/news/don-mclean-wife-agree-to-dismiss-protection-order-case/
10594,neutral,5 ... fees,https://www.cbsnews.com/news/5-ways-to-cut-overdraft-fees/
25216,joy,Dylan ... announcement,https://www.cbsnews.com/news/dylan-book-sales-soar-after-nobel-announcement/
12651,neutral,Study ... autism?,https://www.cbsnews.com/news/could-too-much-folic-acid-cause-autism/
6823,neutral,​Venice's ... users,https://www.cbsnews.com/news/venices-gondolas-become-accessible-to-wheelchair-users/
6525,neutral,Runaway ... Francisco,https://www.cbsnews.com/news/san-francisco-california-runaway-piglet-stops-traffic/
25955,neutral,WikiLeaks ... account,https://www.cbsnews.com/news/wikileaks-emails-clinton-aide-says-obama-had-emails-from-clintons-private-account/
2952,fear,Triple ... Syria,https://www.cbsnews.com/news/triple-bombing-kills-dozens-in-syria/
10926,neutral,"Obama ... history""",https://www.cbsnews.com/news/in-europe-obama-says-merkel-is-on-the-right-side-of-history/
9919,neutral,'The ... Parent',https://www.cbsnews.com/news/the-new-public-school-parent/
10035,neutral,For ... Defibrillators,https://www.cbsnews.com/news/for-sale-at-home-defibrillators/
2862,fear,Medical ... Transplant,https://www.cbsnews.com/news/medical-first-a-uterus-transplant/
8210,neutral,9/11: ... Fancies,https://www.cbsnews.com/news/9-11-passing-fancies/
6625,neutral,The ... Debate,https://www.cbsnews.com/news/the-great-crater-debate/
4329,neutral,Bush ... Swing,https://www.cbsnews.com/news/bush-tackles-many-issues-during-swing/
7370,neutral,Sentencing ... Lindh,https://www.cbsnews.com/news/sentencing-day-for-john-walker-lindh/
3227,sadness,Priest ... D.C.,https://www.cbsnews.com/news/priest-suspended-in-dc/
8034,sadness,Bill ... Iraq,https://www.cbsnews.com/news/bill-clinton-weighs-in-on-iraq/
4050,neutral,More ... Philippines,https://www.cbsnews.com/news/more-us-troops-to-philippines/
9229,neutral,"Fans, ... Selena",https://www.cbsnews.com/news/fans-family-remember-selena/
9999,neutral,Gates: ... India,https://www.cbsnews.com/news/gates-100m-to-fight-aids-in-india/
13828,neutral,Boeing ... Jet,https://www.cbsnews.com/news/boeing-to-launch-dreamliner-jet/
4974,neutral,Did ... Hints?,https://www.cbsnews.com/news/did-columbine-killer-drop-hints/
4778,sadness,Some ... Custody,https://www.cbsnews.com/news/some-parents-surrender-custody/
7688,sadness,3 ... Crash,https://www.cbsnews.com/news/3-killed-in-us-chopper-crash/
13718,joy,Pavarotti ... Girlfriend,https://www.cbsnews.com/news/pavarotti-weds-live-in-girlfriend/
13150,neutral,Frantic ... Midwest,https://www.cbsnews.com/news/frantic-search-in-midwest/
6970,neutral,A ... Research,https://www.cbsnews.com/news/a-plea-for-stem-cell-research/
13949,neutral,Israel ... Alone,https://www.cbsnews.com/news/israel-debates-going-it-alone/
13186,neutral,Time ... Uproot,https://www.cbsnews.com/news/time-to-uproot/
4804,neutral,Election ... Team,https://www.cbsnews.com/news/election-stings-blairs-team/
9167,neutral,Erika ... Tip,https://www.cbsnews.com/news/erika-taps-texas-tip/
11868,disgust,FDA: ... Illegal,https://www.cbsnews.com/news/fda-designer-steroid-illegal/
14212,neutral,Boss ... 2003,https://www.cbsnews.com/news/boss-top-concert-earner-of-2003/
12470,neutral,Austrian ... Table,https://www.cbsnews.com/news/austrian-cuisine-on-your-table/
24580,neutral,"Fake ... Indicators""",https://www.cbsnews.com/news/fake-news-not-if-it-has-publishers-trust-indicators/
11277,fear,Peter ... Manchester,https://www.cbsnews.com/news/manchester-arena-bombing-peter-hook-says-daughter-safe/
24613,sadness,Herbal ... warns,https://www.cbsnews.com/news/kratom-herbal-supplement-fda-warns-of-injury-death/
7437,joy,Upcoming ... brand,https://www.cbsnews.com/news/upcoming-u-s-china-summit-at-mar-a-lago-burnishes-trump-brand/
16994,sadness,12 ... California,https://www.cbsnews.com/news/long-beach-california-ship-leaks-flammable-liquid/
6074,neutral,North ... engine,https://www.cbsnews.com/news/north-korea-tests-new-type-high-thrust-rocket-engine/
8296,sadness,Prince ... death,https://www.cbsnews.com/news/prince-harry-mental-health-after-mother-princess-diana-death/
3486,fear,AP ... Russia,https://www.cbsnews.com/news/ap-sources-justice-dept-alerted-trump-administration-about-flynns-contacts-with-russia/
22900,sadness,IV ... Rico,https://www.cbsnews.com/news/iv-bags-in-short-supply-after-hurricane-maria-disrupted-production/
12667,neutral,California ... patriotism,https://www.cbsnews.com/news/california-boy-11-becomes-the-pied-piper-of-patriotism/
5898,neutral,Trump's ... exploration,https://www.cbsnews.com/news/trump-space-budget-focused-on-deep-space/
1901,fear,Mick ... hearing,https://www.cbsnews.com/news/mick-mulvaney-trumps-omb-pick-faces-senate-hearing/
2532,fear,Teenagers ... school,https://www.cbsnews.com/news/teenagers-crash-car-into-massachusetts-swimming-pool-on-way-to-school/
17178,sadness,Glen ... 81,https://www.cbsnews.com/news/glen-campbell-rhinestone-cowboy-singer-dead-at-81/
21099,neutral,What's ... telescope,https://www.cbsnews.com/news/whats-next-for-the-worlds-greatest-telescope/
13734,disgust,Dashcam ... driver,https://www.cbsnews.com/news/anthony-promvongsa-dashcam-video-shows-officer-kneeing-punching-driver/
26465,fear,Want ... all,https://www.cbsnews.com/news/bitcoin-investors-financial-advisers-be-prepared-to-lose-all/
7155,neutral,Calendar: ... 3,https://www.cbsnews.com/news/calendar-week-of-april-3/
7886,disgust,CBS ... SEALs,https://www.cbsnews.com/news/drug-use-growing-among-navy-seals-leadership-ignored-problem/
16587,fear,Hackers ... Defcon,https://www.cbsnews.com/news/hackers-break-into-voting-machines-defcon-las-vegas/
14149,neutral,Economy ... estimates,https://www.cbsnews.com/news/economy-grew-1-4-in-first-quarter-higher-than-previous-estimates/
14536,joy,"Putin, ... summit",https://www.cbsnews.com/news/putin-trump-to-hold-first-official-meeting-friday-on-sidelines-of-g20-summit/
14007,fear,Rand ... debate,https://www.cbsnews.com/news/rand-paul-to-meet-with-trump-amid-health-care-debate/
9579,neutral,Long-necked ... record,https://www.cbsnews.com/news/long-necked-viper-dinosaur-is-earliest-titanosaur-on-record/
7595,sadness,Escort ... deported,https://www.cbsnews.com/news/escort-convicted-in-google-execs-od-death-ordered-deported/
24028,neutral,Puerto ... says,https://www.cbsnews.com/news/puerto-ricans-showing-very-low-interest-in-airlift-offer-fema/
25652,fear,"Former ... ""unprecedented""",https://www.cbsnews.com/news/justice-department-harvard-affirmative-action-investigation-unprecedented/
12358,fear,Friend: ... firing,https://www.cbsnews.com/news/friend-orlando-victim-feared-workplace-shooter-would-seek-revenge-over-firing/
5760,neutral,Jodi ... lapse,https://www.cbsnews.com/news/jodi-arias-trial-woman-charged-in-lovers-murder-struggles-to-explain-memory-lapse/
23780,neutral,White ... again,https://www.cbsnews.com/news/white-house-being-outfitted-with-solar-panels-again/
35037,neutral,Man ... arrest,https://www.cbsnews.com/news/man-thanks-mass-police-dept-for-1980-dui-arrest/
22667,neutral,7 ... avoid,https://www.cbsnews.com/news/7-college-application-mistakes-to-avoid/
8623,fear,Rep. ... weapons,https://www.cbsnews.com/news/rep-mike-rogers-suggests-preemptive-strike-to-take-out-syria-chemical-weapons/
32988,sadness,Survey ... forever,https://www.cbsnews.com/news/survey-finds-most-of-americas-silent-films-lost-forever/
24836,neutral,To ... juice,https://www.cbsnews.com/news/to-cut-risk-of-diabetes-eat-more-fruit-but-skip-the-juice/
25668,disgust,Assad ... gangrene,https://www.cbsnews.com/news/assad-refutes-butcher-accusation-im-like-a-doctor-who-cuts-the-leg-to-prevent-gangrene/
16259,neutral,Weekend ... edition,https://www.cbsnews.com/news/weekend-music-round-up-time-to-groove-edition/
286,neutral,U.S. ... 2014,https://www.cbsnews.com/news/us-commander-proposes-afghan-troop-options-for-after-2014/
11331,surprise,Psy's ... YouTube,https://www.cbsnews.com/news/psys-gangnam-style-sequel-hits-32m-views-on-youtube/
21485,neutral,Viral ... device,https://www.cbsnews.com/news/viral-cardiomyopathy-leads-randy-travis-to-get-heart-device/
27120,disgust,U.N. ... claims,https://www.cbsnews.com/news/un-inspectors-return-to-syria-to-probe-chemical-weapons-claims/
21077,neutral,U.S. ... ex-Marine,https://www.cbsnews.com/news/us-envoy-colombia-rebels-should-free-ex-marine/
