,url,emotion,headline,source,yr,sentiment,rel
51841,https://www.reuters.com/article/capital/update-1-capital-securities-sees-taiwan-exchange-as-tech-hub-idUSTP35760820080522,neutral,UPDATE ... hub,reuters,2008,0,1
51844,https://www.reuters.com/article/energy-markets-products/us-cash-products-ulsd-drops-in-usg-strong-in-midwest-idUSN2546125420080825,neutral,US ... Midwest,reuters,2008,0,1
51845,https://www.reuters.com/article/korail-bond/korail-prices-300-mln-five-year-bonds-at-160-bps-idUSL0841310320080508,neutral,KORAIL ... bps,reuters,2008,0,1
51847,https://www.reuters.com/article/soitec/soitec-q1-sales-fall-12-pct-keeps-guidance-idUSL2147551020080721,sadness,Soitec ... guidance,reuters,2008,-1,1
51850,https://www.reuters.com/article/pkn/pkn-q3-net-profit-drops-96-pct-below-forecast-idUSWAR00756720081112,sadness,PKN ... forecast,reuters,2008,-1,1
51855,https://www.reuters.com/article/us-usa-economy-paulson-markets/paulson-housing-slump-not-fully-digested-in-markets-idUSWAT00889320080213,sadness,Paulson: ... markets,reuters,2008,-1,1
51856,https://www.reuters.com/article/markets-canada-stocks/rpt-update-1-toronto-stocks-bounce-after-thursdays-big-drop-idUSN0333752420081003,joy,RPT-UPDATE ... drop,reuters,2008,1,1
51863,https://www.reuters.com/article/markets-global/global-markets-europe-stocks-follow-asia-up-as-bank-fears-ease-idUSLE70801520081014,fear,GLOBAL ... ease,reuters,2008,-1,1
51865,https://www.reuters.com/article/markets-global/global-markets-stocks-fall-in-us-europe-on-earnings-idUSN1746751720080417,sadness,GLOBAL ... earnings,reuters,2008,-1,1
51866,https://www.reuters.com/article/markets-europe-stocks-close/softer-oil-firmer-banks-buoy-europe-shares-idUSL305508520080530,joy,Softer ... shares,reuters,2008,1,1
51869,https://www.reuters.com/article/cashamerica/corrected-corrected-update-1-cash-america-q3-profit-falls-8-pct-narrows-idUSBNG5146520081023,sadness,CORRECTED ... ',reuters,2008,-1,1
51871,https://www.reuters.com/article/us-markets-forex-petrodollars/petro-windfalls-may-yet-aid-ailing-dollar-idUSL1021142620080610,neutral,Petro ... dollar,reuters,2008,0,1
51874,https://www.reuters.com/article/markets-stocks/us-stocks-market-drops-credit-worries-eclipse-buffett-idUSN0151631620081001,fear,US ... Buffett,reuters,2008,-1,1
51877,https://www.reuters.com/article/airlines-summer/ata-forecasts-2-7-mln-fewer-summer-air-travelers-idUSN1338684520080513,sadness,ATA ... travelers,reuters,2008,-1,1
51883,https://www.reuters.com/article/amphenol-results/amphenol-earnings-boosted-by-sales-idUSWNAS676720080117,joy,Amphenol ... sales,reuters,2008,1,1
51888,https://www.reuters.com/article/filtrona-trading/update-1-filtrona-says-results-flat-expectations-unchanged-idUSL2466018820080424,sadness,UPDATE ... unchanged,reuters,2008,-1,1
51904,https://www.reuters.com/article/diamondbank/nigerian-diamond-bank-9-month-profit-jumps-107-pct-idUSL2067857820080220,joy,Nigerian ... pct,reuters,2008,1,1
51905,https://www.reuters.com/article/nyrstar-credit/nyrstar-agrees-350-mln-multi-currency-credit-line-idUSL1473148020080114,neutral,Nyrstar ... line,reuters,2008,0,1
51910,https://www.reuters.com/article/markets-brazil-securities/brazil-central-bank-to-offer-1-5-billion-in-swaps-idUSN2452608920081024,neutral,Brazil ... swaps,reuters,2008,0,1
51911,https://www.reuters.com/article/umbfinancial/update-1-umb-financial-q3-profit-trails-wall-street-view-idUSBNG11825620081021,surprise,UPDATE ... view,reuters,2008,0,1
51913,https://www.reuters.com/article/highyield-defaults-fitch/us-high-yield-debt-may-face-record-defaults-fitch-idUSN2343754820081023,fear,US ... defaults-Fitch,reuters,2008,-1,1
51919,https://www.reuters.com/article/eaga-research-landsbanki/update-1-research-alert-landsbanki-raises-eaga-to-buy-from-hold-idUSBNG9085020080827,neutral,UPDATE ... hold,reuters,2008,0,1
51920,https://www.reuters.com/article/germany-gdp/update-2-domestic-demand-fuels-german-q1-slowdown-feared-idUSL276139420080527,fear,UPDATE ... feared,reuters,2008,-1,1
51925,https://www.reuters.com/article/goldenocean-results/update-2-golden-ocean-q1-surges-outlook-strong-idUSL1641913720080516,joy,UPDATE ... strong,reuters,2008,1,1
51933,https://www.reuters.com/article/ittcorp/update-1-itt-ups-q1-fy08-profit-outlook-shares-rise-idUSBNG27870920080415,joy,UPDATE ... rise,reuters,2008,1,1
51937,https://www.reuters.com/article/markets-europe-stocks-calls/bookies-see-major-european-indexes-down-0-9-1-2-pct-idUSL340929820080903,sadness,Bookies ... pct,reuters,2008,-1,1
51940,https://www.reuters.com/article/rank-results/rank-says-bingo-casino-revenue-stabilising-idUSWLB792220080229,neutral,Rank ... stabilising,reuters,2008,0,1
51941,https://www.reuters.com/article/markets-stocks/us-stocks-wall-st-jumps-on-wells-fargo-results-oils-slide-idUSN1642478020080716,surprise,US ... slide,reuters,2008,0,1
51948,https://www.reuters.com/article/mcclatchy-results/mcclatchy-posts-quarterly-net-loss-idUSWNAS908720080423,sadness,McClatchy ... loss,reuters,2008,-1,1
51953,https://www.reuters.com/article/markets-copper-comex/us-copper-down-after-weak-orders-homes-data-idUSN2440092520080424,sadness,US ... data,reuters,2008,-1,1
51958,https://www.reuters.com/article/india-reliance-bonds/indias-reliance-plans-102-mln-bond-sale-sources-idUSBMA00197920081210,neutral,India's ... sale-sources,reuters,2008,0,1
51961,https://www.reuters.com/article/markets-stocks/us-stocks-dow-sp-500-turn-up-nasdaq-adds-gains-idUSN0846994820080208,surprise,US ... gains,reuters,2008,0,1
51974,https://www.reuters.com/article/boeing/update-1-boeing-shares-fall-to-5-yr-low-on-earnings-worries-idUSN1827747420081118,fear,UPDATE ... worries,reuters,2008,-1,1
51976,https://www.reuters.com/article/sap/update-4-sap-scraps-2008-revenue-outlook-shares-slide-idUSLR34222020081028,sadness,UPDATE ... slide,reuters,2008,-1,1
51979,https://www.reuters.com/article/markets-mexico-stocks/mexico-stocks-sink-on-u-s-recession-worries-idUSN1530476620081015,fear,Mexico ... worries,reuters,2008,-1,1
51981,https://www.reuters.com/article/disney-results/update-3-disney-profit-beats-street-no-sign-economy-hurts-idUSN0534187420080206,joy,UPDATE ... hurts,reuters,2008,1,1
51987,https://www.reuters.com/article/toll-shares/toll-shares-rise-7-pct-on-special-dividend-idUSSYU00470620080714,joy,Toll ... dividend,reuters,2008,1,1
51990,https://www.reuters.com/article/markets-egypt-closer/talaat-moustafa-drops-egypts-main-index-ends-down-idUSL739266120080807,sadness,Talaat ... down,reuters,2008,-1,1
51993,https://www.reuters.com/article/cellcom-results/update-1-cellcom-israel-q1-net-profit-sales-reach-record-idUSL1478692820080514,joy,UPDATE ... record,reuters,2008,1,1
51994,https://www.reuters.com/article/businesspro-dowchemical-ceo-dc/dow-sees-crude-prices-hurting-u-s-economy-idUSWEN591220080523,sadness,Dow ... economy,reuters,2008,-1,1
51995,https://www.reuters.com/article/markets-bonds/treasuries-bonds-pare-gains-as-stocks-rebound-idUSNYG00132420080926,neutral,TREASURIES-Bonds ... rebound,reuters,2008,0,1
52000,https://www.reuters.com/article/markets-stocks/us-stocks-wall-st-drops-to-5-yr-lows-on-economic-fear-idUSN2734479020081027,fear,US ... fear,reuters,2008,-1,1
52004,https://www.reuters.com/article/markets-korea-stocks-open/seoul-shares-open-up-led-by-exporters-hynix-up-idUSSEO17965420080509,joy,Seoul ... up,reuters,2008,1,1
52006,https://www.reuters.com/article/spectranetics/update-1-spectranetics-q4-misses-street-view-shares-plunge-idUSBNG13874220080220,sadness,UPDATE ... plunge,reuters,2008,-1,1
52007,https://www.reuters.com/article/sppage012-lc434062-oisbn/swiss-life-warns-on-profit-as-q3-premiums-fall-idUSLC43406220081112,fear,Swiss ... fall,reuters,2008,-1,1
52008,https://www.reuters.com/article/us-usa-economy/instant-view-fed-cuts-rates-by-another-half-point-idUSN3049020720080130,neutral,INSTANT ... point,reuters,2008,0,1
52010,https://www.reuters.com/article/us-financial-bonds-toxicpics/toxic-mortgage-bonds-recovering-as-bailout-looms-idUSTRE48N8U520080924,disgust,Toxic ... looms,reuters,2008,-1,1
52012,https://www.reuters.com/article/us-semiconductor-sales/global-chip-sales-rise-7-6-percent-in-july-industry-group-idUSN0237447820080902,surprise,Global ... group,reuters,2008,0,1
52014,https://www.reuters.com/article/sppage012-n01423087-oisbn/great-west-profit-up-but-putnam-disappoints-idUSN0142308720080501,sadness,Great-West ... disappoints,reuters,2008,-1,1
52016,https://www.reuters.com/article/canada-credit-pra/bank-of-canada-to-inject-c2-bln-into-money-market-idUSN1853436420080918,neutral,Bank ... market,reuters,2008,0,1
52020,https://www.reuters.com/article/us-wallstreet-outlook/street-slashes-fourth-quarte-earnings-growth-view-idUSN2316937420080127,neutral,Street ... view,reuters,2008,0,1
52023,https://www.reuters.com/article/us-markets-global/u-s-stocks-slide-on-revived-bank-jitters-idUSSP3919320080618,fear,U.S. ... jitters,reuters,2008,-1,1
52027,https://www.reuters.com/article/markets-forex/forex-dollar-rises-vs-euro-amid-risk-aversion-thin-volume-idUSN2844421720081128,fear,FOREX-Dollar ... volume,reuters,2008,-1,1
52035,https://www.reuters.com/article/markets-bonds/treasuries-30y-yield-falls-to-record-low-on-grim-economy-idUSN1552392320081215,sadness,TREASURIES-30Y ... economy,reuters,2008,-1,1
52039,https://www.reuters.com/article/us-cellphones-outlook/analysts-cut-2009-mobile-phone-growth-estimates-idUSTRE4969VW20081008,sadness,Analysts ... estimates,reuters,2008,-1,1
52042,https://www.reuters.com/article/sppage012-n06253815-oisbn/cit-sinks-22-pct-on-student-loan-write-down-fear-idUSN0625381520080307,fear,CIT ... Fear,reuters,2008,-1,1
52043,https://www.reuters.com/article/markets-mexico-decline/mexico-stocks-fall-sharply-as-america-movil-weighs-idUSN0945743420080709,anger,Mexico ... weighs,reuters,2008,-1,1
52049,https://www.reuters.com/article/cooper/update-2-cooper-1st-quarter-profits-rise-16-percent-idUSN2451043620080424,surprise,UPDATE ... percent,reuters,2008,0,1
52053,https://www.reuters.com/article/eu-stimulus/eu-must-endorse-1-5-pct-gdp-stimulus-barroso-idUSBRU00708120081209,neutral,EU ... Barroso,reuters,2008,0,1
52054,https://www.reuters.com/article/storm-omar/update-6-omar-weakens-to-tropical-storm-in-atlantic-idUSN1635888120081017,neutral,UPDATE ... Atlantic,reuters,2008,0,1
52058,https://www.reuters.com/article/umw/malaysias-umw-eyes-markets-before-listing-energy-unit-idUSKLA00729920080325,neutral,Malaysia's ... unit,reuters,2008,0,1
52059,https://www.reuters.com/article/alitalia-debt/alitalia-net-debt-falls-to-1-12-bln-euros-in-may-idUSMAT00833320080630,sadness,Alitalia ... May,reuters,2008,-1,1
52060,https://www.reuters.com/article/noble-results/update-1-noble-corp-1st-qtr-profit-soars-54-pct-tops-street-idUSN2320356220080423,surprise,UPDATE ... Street,reuters,2008,0,1
52061,https://www.reuters.com/article/markets-global/corrected-corrected-rpt-global-markets-panic-strangles-asia-stocks-yen-up-idUSSP19613320081010,fear,CORRECTED ... up,reuters,2008,-1,1
52063,https://www.reuters.com/article/rec/update-3-norwegian-solar-group-rec-q2-profit-tops-forecasts-idUSLC29725320080812,joy,UPDATE ... forecasts,reuters,2008,1,1
52064,https://www.reuters.com/article/usa-loans/us-business-loans-fell-14-2-bln-in-latest-week-fed-idUSN1128479520080411,surprise,US ... week-Fed,reuters,2008,0,1
52065,https://www.reuters.com/article/rs-outlook/thai-music-firm-rs-expects-net-loss-in-2007-idUSBKK4649520080115,sadness,Thai ... 2007,reuters,2008,-1,1
52072,https://www.reuters.com/article/markets-forex/forex-dollar-up-versus-yen-on-risk-demand-down-vs-euro-idUSN1231996120080512,neutral,FOREX-Dollar ... euro,reuters,2008,0,1
52073,https://www.reuters.com/article/markets-stocks/us-stocks-futures-flat-as-caution-offsets-stimulus-bets-idUSN2522617720081125,fear,US ... bets,reuters,2008,-1,1
52077,https://www.reuters.com/article/dominospizza-trading/update-1-dominos-pizza-uk-expects-sales-growth-to-slow-idUSL083975220080108,sadness,UPDATE ... slow,reuters,2008,-1,1
52078,https://www.reuters.com/article/lupin-results/table-india-lupin-jan-march-net-profit-down-32-pct-idUSBMA00076020080514,sadness,TABLE-India ... pct,reuters,2008,-1,1
52080,https://www.reuters.com/article/kweichowmoutai-earnings/table-chinas-kweichow-moutai-h1-net-jumps-164-pct-idUSPEK2637120080827,neutral,TABLE-China's ... pct,reuters,2008,0,1
52084,https://www.reuters.com/article/markets-chile/chile-stocks-end-nearly-flat-peso-firms-idUSN0951656120080509,sadness,Chile ... firms,reuters,2008,-1,1
52086,https://www.reuters.com/article/us-markets-stocks-valentines/valentines-day-gives-little-tlc-to-love-stocks-idUSN1448350920080214,neutral,Valentine's ... stocks,reuters,2008,0,1
52098,https://www.reuters.com/article/markets-fedfunds/fed-funds-trade-down-to-1-percent-below-target-idUSNYG00127420080916,neutral,Fed ... target,reuters,2008,0,1
52099,https://www.reuters.com/article/markets-japan-stocks/nikkei-at-1-week-closing-low-automaker-woes-weigh-idUST33813020081119,sadness,Nikkei ... weigh,reuters,2008,-1,1
52103,https://www.reuters.com/article/bnsf-results/bnsf-quarterly-profit-falls-idUSWNAS818920080129,sadness,BNSF ... falls,reuters,2008,-1,1
52104,https://www.reuters.com/article/us-newyork-spitzer-quotes/factbox-quotes-on-n-y-gov-spitzer-prostitute-report-idUSN1156425920080311,neutral,FACTBOX: ... report,reuters,2008,0,1
52116,https://www.reuters.com/article/markets-stocks/us-stocks-nasdaq-drops-1-pct-market-losses-deepen-idUSN2149425020080221,sadness,US ... deepen,reuters,2008,-1,1
52137,https://www.reuters.com/article/markets-japan-stocks/japanese-stocks-may-fall-as-banks-pressure-market-idUST13581720080714,fear,Japanese ... market,reuters,2008,-1,1
52143,https://www.reuters.com/article/markets-forex/forex-us-dollar-sees-worst-week-against-euro-this-year-idUSN1556280720080215,disgust,FOREX-US ... year,reuters,2008,-1,1
52145,https://www.reuters.com/article/arabbank-earnings/jordans-arab-bank-q1-net-profit-up-24-percent-idUSL2720904620080427,joy,Jordan's ... percent,reuters,2008,1,1
52150,https://www.reuters.com/article/markets-stocks/us-stocks-mounting-credit-market-fears-sting-indexes-idUSN0625128020080306,fear,US ... indexes,reuters,2008,-1,1
52158,https://www.reuters.com/article/newyorkcommunitybancorp/update-1-ny-community-bancorp-net-off-48-pct-on-lehman-idUSN2931904920081029,surprise,UPDATE ... Lehman,reuters,2008,0,1
52161,https://www.reuters.com/article/jabilcircuit-results/jabil-gives-quarterly-rev-forecast-below-estimates-idUSWNAS586920080325,neutral,Jabil ... estimates,reuters,2008,0,1
52164,https://www.reuters.com/article/htc-forecast/htc-sees-q4-2008-revenue-rising-y-y-idUSTPF00073720081031,neutral,HTC ... y/y,reuters,2008,0,1
52176,https://www.reuters.com/article/ventanamedicalsystems-results/brief-ventana-medical-to-pay-cytologix-49-mln-over-litigation-idUSWNAS789120080125,neutral,BRIEF-Ventana ... litigation,reuters,2008,0,1
52177,https://www.reuters.com/article/us-markets-japan-stocks/nikkei-up-1-2-percent-on-relief-over-aig-but-off-highs-idUST490620080917,sadness,Nikkei ... highs,reuters,2008,-1,1
52179,https://www.reuters.com/article/usa-mortgages-rates/update-1-us-home-loans-cheapen-after-fed-steps-in-idUSN1731799720081217,joy,UPDATE ... in,reuters,2008,1,1
52182,https://www.reuters.com/article/challenger-bonds/update-1-challenger-unit-prices-a440-8-mln-rmbs-offer-idUSSYD28088220080919,neutral,UPDATE ... offer,reuters,2008,0,1
52186,https://www.reuters.com/article/singaporepetroleum-results/singapore-petroleum-q1-profit-down-12-pct-idUSSGC00192420080422,sadness,Singapore ... pct,reuters,2008,-1,1
52187,https://www.reuters.com/article/markets-britain-stocks/ftse-rises-by-midday-on-commodities-banks-weigh-idUSL1969222420080519,neutral,FTSE ... weigh,reuters,2008,0,1
52188,https://www.reuters.com/article/us-markets-japan-stocks/japans-nikkei-up-1-8-percent-as-banks-and-brokers-gain-idUST31176220080321,joy,Japan's ... gain,reuters,2008,1,1
52196,https://www.reuters.com/article/deanfoods/update-3-dean-foods-posts-higher-profit-outlook-disappoints-idUSN3052863220090805,sadness,UPDATE ... disappoints,reuters,2009,-1,1
52197,https://www.reuters.com/article/lgdisplay-prices/lg-display-sees-higher-q3-lcd-prices-shipments-idUSSEL00069220090716,neutral,LG ... shipments,reuters,2009,0,1
52198,https://www.reuters.com/article/adobe/update-1-adobe-results-forecast-meet-wall-st-view-idUSN1729113120090317,neutral,UPDATE ... view,reuters,2009,0,1
52199,https://www.reuters.com/article/us-credit-suisse-helvetica/credit-suisse-triples-stake-in-wealth-firm-sources-idUSTRE5AP1SZ20091126,neutral,Credit ... sources,reuters,2009,0,1
52200,https://www.reuters.com/article/us-column-stocks-outlook/sp-eyes-1000-but-could-be-ripe-for-retreat-idUSTRE57007920090801,neutral,S&P ... retreat,reuters,2009,0,1
52204,https://www.reuters.com/article/us-usa-economy-business-analysis/big-u-s-manufacturers-revive-small-ones-hurt-idUSTRE59K5KK20091021,sadness,Big ... hurt,reuters,2009,-1,1
52206,https://www.reuters.com/article/aig-primus/primus-wins-aig-taiwan-unit-for-2-2-bln-report-idUSTP35042820091006,joy,Primus ... -report,reuters,2009,1,1
52209,https://www.reuters.com/article/markets-hongkong-stocks/hk-shares-gain-0-6-pct-led-by-china-stocks-idUSHKG32828120090203,joy,HK ... stocks,reuters,2009,1,1
52210,https://www.reuters.com/article/magellan/update-2-magellan-q3-profit-beats-street-raises-fy-eps-view-idUSBNG19181320091030,joy,UPDATE ... view,reuters,2009,1,1
52216,https://www.reuters.com/article/financial/topwrap-7-glimmers-of-hope-seen-amid-global-economic-crisis-idUSSP43795920090312,joy,TOPWRAP ... crisis,reuters,2009,1,1
52219,https://www.reuters.com/article/burford-investments/update-1-litigation-fund-burford-makes-first-investments-idUSGEE5AM0K520091123,joy,UPDATE ... investments,reuters,2009,1,1
52223,https://www.reuters.com/article/markets-japan-stocks/nikkei-slides-on-strong-yen-wall-st-drop-idUSTKW00663020091102,sadness,Nikkei ... drop,reuters,2009,-1,1
52231,https://www.reuters.com/article/macquarie/australias-macquarie-sees-lower-full-yr-profit-idUSSYU00595620090204,sadness,Australia's ... profit,reuters,2009,-1,1
52235,https://www.reuters.com/article/sktelecom-results/sk-telecom-q2-profit-flat-amid-renewed-competition-idUSSEF00030220090728,sadness,SK ... competition,reuters,2009,-1,1
52237,https://www.reuters.com/article/salesforce/update-3-salesforce-com-results-top-expectations-shares-rise-idUSN2051903820090820,joy,UPDATE ... rise,reuters,2009,1,1
52239,https://www.reuters.com/article/financial-usa-bailout/fdics-bair-bad-assets-plan-can-jump-start-us-economy-idUSN0948897320090310,neutral,FDIC's ... economy,reuters,2009,0,1
52243,https://www.reuters.com/article/mts-loan/update-1-russian-mobile-operator-mts-gets-300-mln-euro-loan-idUSLK62459020090120,joy,UPDATE ... loan,reuters,2009,1,1
52256,https://www.reuters.com/article/bat/update-4-bat-beats-earnings-forecasts-to-lift-shares-idUSLT69168420090730,neutral,UPDATE ... shares,reuters,2009,0,1
52262,https://www.reuters.com/article/us-usa-fed-lockhart-sb/feds-lockhart-possible-fed-could-curtail-buys-idUSTRE5894UB20090910,fear,Fed's ... buys,reuters,2009,-1,1
52265,https://www.reuters.com/article/yueyuen-shares/update-1-yue-yuen-investor-sells-shares-worth-48-mln-idUSHKG25502720090417,surprise,UPDATE ... mln,reuters,2009,0,1
52266,https://www.reuters.com/article/emaar-kingdom-watchdog/uae-regulator-wants-emaar-to-clarify-saudi-deal-idUSLF66719120090615,anger,UAE ... deal,reuters,2009,-1,1
52271,https://www.reuters.com/article/nycommunity/update-1-ny-community-bancorp-to-offer-60-mln-shrs-stock-rises-idUSBNG15747720091207,surprise,UPDATE ... rises,reuters,2009,0,1
52275,https://www.reuters.com/article/canadianwesternbank-research-dundee/update-1-research-alert-analysts-upgrade-canadian-western-bank-idUSBNG49211720090605,neutral,UPDATE ... Bank,reuters,2009,0,1
52276,https://www.reuters.com/article/markets-mexico/mexican-peso-firms-as-dollar-weakens-vs-currencies-idUSN2333548520091123,neutral,Mexican ... currencies,reuters,2009,0,1
52280,https://www.reuters.com/article/usa-treasury-notes/u-s-treasury-offers-104-bln-in-notes-idUSN1828156920090618,neutral,U.S. ... notes,reuters,2009,0,1
52282,https://www.reuters.com/article/era/text-australias-era-sees-june-half-earnings-above-a120-mln-idUSSYU00686520090720,neutral,TEXT-Australia's ... mln,reuters,2009,0,1
52283,https://www.reuters.com/article/markets-precious/precious-gold-strikes-1-week-high-on-euro-then-slips-idUSSP37465320090119,sadness,PRECIOUS-Gold ... slips,reuters,2009,-1,1
52284,https://www.reuters.com/article/usa-fed-centrue/fed-says-centrue-signs-pact-to-reduce-risk-taking-idUSWEQ00370120091224,neutral,Fed ... risk-taking,reuters,2009,0,1
52285,https://www.reuters.com/article/markets-canada-stocks/canada-stocks-tsx-boosted-by-banks-us-consumer-confidence-idUSN2637620920090526,joy,CANADA ... confidence,reuters,2009,1,1
52286,https://www.reuters.com/article/us-financial-green/750-billion-green-investment-could-revive-economy-u-n-idUSTRE52I09T20090319,joy,$750 ... U.N.,reuters,2009,1,1
52287,https://www.reuters.com/article/markets-korea-stocks-2/seoul-shares-end-higher-as-banks-carmakers-fly-idUSSEO35068120090105,joy,Seoul ... fly,reuters,2009,1,1
52292,https://www.reuters.com/article/pentagon-carter/rpt-update-3-gates-sees-movement-soon-on-arms-buyer-nomination-idUSN1446217120090415,neutral,RPT-UPDATE ... nomination,reuters,2009,0,1
52301,https://www.reuters.com/article/us-usa-markets-caseshiller-corrected-sb/instant-view-pace-of-decline-in-u-s-home-prices-moderates-idUSTRE55T3JV20090630,neutral,Instant ... moderates,reuters,2009,0,1
52302,https://www.reuters.com/article/markets-bonds-euro/euro-govt-bond-futures-hit-session-high-shares-trim-gains-idUSL946078320091109,anger,EURO ... gains,reuters,2009,-1,1
52304,https://www.reuters.com/article/markets-forex/forex-dollar-index-falls-to-fresh-15-month-low-pound-dips-idUSN1136146520091111,sadness,FOREX-Dollar ... dips,reuters,2009,-1,1
52313,https://www.reuters.com/article/marstons/update-2-marstons-in-286-mln-rights-issue-to-fund-growth-idUSLI43423820090618,surprise,UPDATE ... growth,reuters,2009,0,1
52317,https://www.reuters.com/article/spain-autos/update-1-spanish-car-sales-fall-41-6-pct-in-january-anfac-idUSL25366720090202,surprise,UPDATE ... January-ANFAC,reuters,2009,0,1
52319,https://www.reuters.com/article/telefonicaczech/czech-telefonica-q1-profit-czk-2-65-bln-below-fcast-idUSPRG00139220090428,surprise,Czech ... fcast,reuters,2009,0,1
52334,https://www.reuters.com/article/lionsgate-icahn/update-1-icahn-extends-lions-gate-tender-offer-idUSN2150063620090421,neutral,UPDATE ... offer,reuters,2009,0,1
52344,https://www.reuters.com/article/markets-europe-stocks/europe-shares-bounce-back-as-risk-appetite-returns-idUSGEE5AM0XX20091123,neutral,Europe ... returns,reuters,2009,0,1
52356,https://www.reuters.com/article/markets-brazil/brazil-yields-jump-on-meirelles-currency-remarks-idUSN2131041120090521,neutral,Brazil ... remarks,reuters,2009,0,1
52357,https://www.reuters.com/article/markets-canada-stocks/canada-stocks-tsx-pares-gains-but-higher-on-commodities-idUSTOR000456320090520,neutral,CANADA ... commodities,reuters,2009,0,1
52361,https://www.reuters.com/article/markets-japan-stocks/nikkei-may-struggle-below-10000-machine-orders-eyed-idUST5010620090609,fear,Nikkei ... eyed,reuters,2009,-1,1
52367,https://www.reuters.com/article/markets-hongkong-stocks/hk-shares-up-0-79-pct-on-wall-st-gains-ccb-alibaba-gain-idUSHKG27140720090507,surprise,HK ... gain,reuters,2009,0,1
52371,https://www.reuters.com/article/brazil-btg/update-1-brazils-brz-denies-btg-bid-report-idUSN224810620091222,sadness,UPDATE ... report,reuters,2009,-1,1
52372,https://www.reuters.com/article/gazprom/update-1-russian-gazprom-placing-15-bln-rouble-bonds-sources-idUSL328143520090603,joy,UPDATE ... bonds-sources,reuters,2009,1,1
52374,https://www.reuters.com/article/argentina-earnings-tenaris/update-1-tenaris-3rd-qtr-net-profit-plunges-62-pct-idUSN0514541020091105,sadness,UPDATE ... pct,reuters,2009,-1,1
52380,https://www.reuters.com/article/directv/update-3-directv-profit-falls-subscriber-growth-raises-costs-idUSN0629995220090507,neutral,UPDATE ... costs,reuters,2009,0,1
52382,https://www.reuters.com/article/us-markets-oil/oil-falls-slightly-as-stockpiles-weigh-idUSSP42558220090415,neutral,Oil ... weigh,reuters,2009,0,1
52387,https://www.reuters.com/article/nigeria-starcomms/update-2-forex-pushes-nigerias-starcomms-to-2008-net-loss-idUSLH34464820090417,neutral,UPDATE ... loss,reuters,2009,0,1
52389,https://www.reuters.com/article/usa-economy-mortgages/update-2-us-mortgage-applications-up-as-interest-rates-drop-idUSN2047302920090520,sadness,UPDATE ... drop,reuters,2009,-1,1
52399,https://www.reuters.com/article/markets-forex-dollar/dollar-falls-broadly-aussie-hits-2-1-2-mth-high-idUSLN55705320090323,neutral,Dollar ... high,reuters,2009,0,1
52401,https://www.reuters.com/article/india-stocks-high/indian-shares-rise-to-highest-since-june-2008-idUSBMA00350220090731,joy,Indian ... 2008,reuters,2009,1,1
52404,https://www.reuters.com/article/markets-stocks-headlines/headline-stocks-u-s-stocks-to-watch-on-april-21-idUSN2144592120090421,neutral,HEADLINE ... 21,reuters,2009,0,1
52408,https://www.reuters.com/article/markets-canada-stocks/canada-stocks-tsx-rises-on-recovery-optimism-idUSTOR00703420091222,joy,CANADA ... optimism,reuters,2009,1,1
52410,https://www.reuters.com/article/us-markets-money/euro-libor-dips-u-s-commercial-paper-up-idUSTRE5906GG20091001,neutral,Euro ... up,reuters,2009,0,1
52414,https://www.reuters.com/article/markets-stocks-afterthebell/update-1-after-the-bell-star-scientific-shares-tumble-idUSN1630599320090616,sadness,UPDATE ... tumble,reuters,2009,-1,1
52417,https://www.reuters.com/article/usa-fed-beigebook/update-2-fed-survey-sees-slowdown-moderating-stabilizing-idUSN2928580220090729,neutral,UPDATE ... stabilizing,reuters,2009,0,1
52419,https://www.reuters.com/article/medtronic-jandj/update-1-medtronic-pays-jj-270-mln-to-end-royalty-dispute-idUSN0850609620090508,neutral,UPDATE ... dispute,reuters,2009,0,1
52422,https://www.reuters.com/article/markets-bonds/treasuries-long-bonds-up-a-point-idUSN0733283620090707,neutral,TREASURIES-Long ... point,reuters,2009,0,1
52428,https://www.reuters.com/article/markets-japan-stocks/nikkei-up-1-1-pct-as-exporters-gain-on-yen-wall-st-idUST20108220090119,neutral,Nikkei ... St,reuters,2009,0,1
52432,https://www.reuters.com/article/markets-canada-stocks/canada-stocks-tsx-rises-then-turns-negative-after-market-open-idUSTOR00417620090209,neutral,CANADA ... open,reuters,2009,0,1
52434,https://www.reuters.com/article/us-markets-precious/gold-and-silver-rise-on-dollar-slide-and-wall-st-rally-idUSTRE57259920090803,neutral,Gold ... rally,reuters,2009,0,1
52438,https://www.reuters.com/article/rcsmediagroup/update-2-rcs-mondadori-h1-hit-by-ad-spend-fall-outlook-grim-idUSLT7154920090729,sadness,UPDATE ... grim,reuters,2009,-1,1
52442,https://www.reuters.com/article/markets-korea-stocks/seoul-shares-seen-lower-eyes-on-lg-household-idUSSEO32247720091124,sadness,Seoul ... Household,reuters,2009,-1,1
52443,https://www.reuters.com/article/markets-bonds/treasuries-bonds-briefly-pare-losses-after-bernanke-comments-idUSNYD00039620090113,neutral,TREASURIES-Bonds ... comments,reuters,2009,0,1
52444,https://www.reuters.com/article/lundbeck-loan/rlpc-lundbeck-signs-ovation-deal-loan-banks-idUSLV30948120090331,neutral,RLPC-Lundbeck ... loan-banks,reuters,2009,0,1
