,Unnamed: 0.1,Unnamed: 0,url,emotion,headline,source,yr,sentiment,rel,short_title,full_title,,,,,,,,,,,,,,
27907,2792,1316411,https://www.wsj.com/articles/fiat-chrysler-prices-3-billion-debt-offering-1428651680?tesla=y,neutral,Fiat ... Offering,wsj,2015,0,1,,,,,,,,,,,,,,,,
27908,2793,1316473,https://www.wsj.com/articles/oil-prices-fall-ahead-of-data-on-u-s-drilling-activity-1428658075?tesla=y,neutral,Oil ... Activity,wsj,2015,0,1,,,,,,,,,,,,,,,,
27909,2794,1316640,https://www.wsj.com/articles/shell-bg-merger-comes-as-lng-prices-fall-in-main-market-asia-1428845951?tesla=y,neutral,"Shell, ... Asia",wsj,2015,0,1,,,,,,,,,,,,,,,,
27910,2795,1316832,https://www.wsj.com/articles/gold-prices-ease-as-dollar-climbs-1428933101?tesla=y,neutral,Gold ... Dollar,wsj,2015,0,1,,,,,,,,,,,,,,,,
27911,2796,1316934,https://www.wsj.com/articles/j-js-profits-fall-amid-stronger-dollar-1429012695?tesla=y,joy,J&J’s ... Sales,wsj,2015,1,1,,,,,,,,,,,,,,,,
27912,2797,1316941,https://www.wsj.com/articles/wells-fargo-posts-rare-quarterly-earnings-decline-1429013062?tesla=y,neutral,Wells ... Decline,wsj,2015,0,1,,,,,,,,,,,,,,,,
27913,2798,1316980,https://www.wsj.com/articles/j-p-morgans-earnings-revenue-rise-1429009337?tesla=y,neutral,J.P. ... Results,wsj,2015,0,1,,,,,,,,,,,,,,,,
27914,2799,1317040,https://www.wsj.com/articles/u-s-10-year-bond-yield-falls-below-1-9-as-retail-sales-disappoint-1429017161?tesla=y,neutral,Investors ... Treasurys,wsj,2015,0,1,,,,,,,,,,,,,,,,
27915,2800,1317105,https://www.wsj.com/articles/kinder-morgan-posts-higher-profit-raises-dividend-1429131993?tesla=y,joy,Kinder ... Dividend,wsj,2015,1,1,,,,,,,,,,,,,,,,
27916,2801,1317122,https://www.wsj.com/articles/oil-prices-rise-on-oil-demand-forecasts-1429090505?tesla=y,neutral,Oil ... Outlook,wsj,2015,0,1,,,,,,,,,,,,,,,,
27917,2802,1317167,https://www.wsj.com/articles/ecb-leaves-rates-unchanged-1429098567?tesla=y,neutral,ECB’s ... Working,wsj,2015,0,1,,,,,,,,,,,,,,,,
27918,2803,1317251,https://www.wsj.com/articles/u-s-bancorp-profit-edges-up-2-4-as-revenue-loans-grow-1429097338?tesla=y,neutral,U.S. ... Grow,wsj,2015,0,1,,,,,,,,,,,,,,,,
27919,2804,1317257,https://www.wsj.com/articles/pnc-financial-revenue-falls-1-2-1429095591?tesla=y,neutral,PNC ... 1.2%,wsj,2015,0,1,,,,,,,,,,,,,,,,
27920,2805,1317259,https://www.wsj.com/articles/european-stocks-edge-higher-euro-inches-lower-ahead-of-ecb-1429085206?tesla=y,neutral,European ... Rates,wsj,2015,0,1,,,,,,,,,,,,,,,,
27921,2806,1317283,https://www.wsj.com/articles/china-shares-mixed-on-growth-data-1429070451?tesla=y,neutral,China ... Data,wsj,2015,0,1,,,,,,,,,,,,,,,,
27922,2807,1317366,https://www.wsj.com/articles/honeywell-raises-bottom-end-of-earnings-target-cuts-revenue-outlook-1429271235?tesla=y,neutral,Honeywell ... Outlook,wsj,2015,0,1,,,,,,,,,,,,,,,,
27923,2808,1317417,https://www.wsj.com/articles/greeces-binary-outlook-gives-markets-a-headache-1429265996?tesla=y,sadness,Greece’s ... Headache,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27924,2809,1317450,https://www.wsj.com/articles/general-electric-revenue-profit-fall-in-first-quarter-1429267663?tesla=y,sadness,GE ... Businesses,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27925,2810,1317682,https://www.wsj.com/articles/oil-prices-rise-as-china-announces-fresh-economic-stimulus-1429523070?tesla=y,fear,Oil ... Ease,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27926,2811,1317831,https://www.wsj.com/articles/m-t-banks-profit-rises-on-higher-mortgage-banking-revenue-1429533135?tesla=y,joy,M&T ... Revenue,wsj,2015,1,1,,,,,,,,,,,,,,,,
27927,2812,1317909,https://www.wsj.com/articles/chip-designer-arms-net-profit-rises-36-1429604075?tesla=y,neutral,Chip ... Expectations,wsj,2015,0,1,,,,,,,,,,,,,,,,
27928,2813,1317911,https://www.wsj.com/articles/credit-suisse-profit-rises-1429591278?tesla=y,joy,Credit ... Rises,wsj,2015,1,1,,,,,,,,,,,,,,,,
27929,2814,1317915,https://www.wsj.com/articles/pentair-slashes-guidance-on-lower-oil-prices-stronger-dollar-1429620497?tesla=y,neutral,Pentair ... Dollar,wsj,2015,0,1,,,,,,,,,,,,,,,,
27930,2815,1317917,https://www.wsj.com/articles/manpower-results-top-expectations-despite-stronger-dollar-1429620358?tesla=y,neutral,Manpower ... Dollar,wsj,2015,0,1,,,,,,,,,,,,,,,,
27931,2816,1317976,https://www.wsj.com/articles/asian-morning-briefing-u-s-stocks-fall-on-mixed-earnings-1429651826?tesla=y,sadness,Asian ... Earnings,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27932,2817,1317979,https://www.wsj.com/articles/travelers-profit-declines-on-lower-investment-income-1429616683?tesla=y,sadness,Travelers ... Income,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27933,2818,1317992,https://www.wsj.com/articles/actelion-first-quarter-earnings-gain-25-raises-full-year-guidance-1429595218?tesla=y,joy,Actelion ... Guidance,wsj,2015,1,1,,,,,,,,,,,,,,,,
27934,2819,1318011,https://www.wsj.com/articles/regional-banks-sweat-through-low-rate-torture-1429656886?tesla=y,neutral,Regional ... ‘Torture’,wsj,2015,0,1,,,,,,,,,,,,,,,,
27935,2820,1318068,https://www.wsj.com/articles/gannett-profit-soars-as-broadcast-digital-revenue-offset-print-decline-1429621506?tesla=y,sadness,Gannett ... Decline,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27936,2821,1318071,https://www.wsj.com/articles/lockheed-martin-profit-falls-5-9-raises-earnings-guidance-1429619034?tesla=y,neutral,Lockheed ... Buybacks,wsj,2015,0,1,,,,,,,,,,,,,,,,
27937,2822,1318123,https://www.wsj.com/articles/thermo-fisher-sees-lower-2015-sales-on-stronger-dollar-1429698659?tesla=y,sadness,Thermo ... Dollar,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27938,2823,1318126,https://www.wsj.com/articles/tupperware-posts-soft-outlook-as-sales-fall-on-strong-dollar-1429702000?tesla=y,neutral,Tupperware ... Dollar,wsj,2015,0,1,,,,,,,,,,,,,,,,
27939,2824,1318195,https://www.wsj.com/articles/citizens-financial-profit-grows-on-higher-average-loans-1429703282?tesla=y,joy,Citizens ... Loans,wsj,2015,1,1,,,,,,,,,,,,,,,,
27940,2825,1318216,https://www.wsj.com/articles/emcs-reports-profit-slide-cuts-outlook-1429703171?tesla=y,joy,EMC ... Outlook,wsj,2015,1,1,,,,,,,,,,,,,,,,
27941,2826,1318220,https://www.wsj.com/articles/st-jude-medical-cuts-earnings-forecast-amid-currency-impacts-1429703337?tesla=y,sadness,St. ... Impacts,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27942,2827,1318422,https://www.wsj.com/articles/tyco-profit-drops-further-cuts-year-outlook-on-strong-dollar-1429872778?tesla=y,neutral,Tyco ... Dollar,wsj,2015,0,1,,,,,,,,,,,,,,,,
27943,2828,1318427,https://www.wsj.com/articles/cabot-oil-quarterly-profit-tops-expectations-1429879515?tesla=y,neutral,Cabot ... Expectations,wsj,2015,0,1,,,,,,,,,,,,,,,,
27944,2829,1318428,https://www.wsj.com/articles/3d-systems-issues-profit-revenue-warning-1429880902?tesla=y,sadness,3D ... Warning,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27945,2830,1318466,https://www.wsj.com/articles/american-airlines-earnings-nearly-double-but-strong-dollar-drags-on-sales-1429875476?tesla=y,sadness,American ... Dollar,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27946,2831,1318475,https://www.wsj.com/articles/google-revenue-hurt-by-rising-dollar-1429819888?tesla=y,neutral,Google ... Slows,wsj,2015,0,1,,,,,,,,,,,,,,,,
27947,2832,1318494,https://www.wsj.com/articles/oil-prices-rise-on-weak-dollar-1429869423?tesla=y,neutral,Oil ... Retreat,wsj,2015,0,1,,,,,,,,,,,,,,,,
27948,2833,1318546,https://www.wsj.com/articles/biogen-profit-revenue-miss-expectations-1429875686?tesla=y,neutral,Safety ... Tecfidera,wsj,2015,0,1,,,,,,,,,,,,,,,,
27949,2834,1318723,https://www.wsj.com/articles/avalonbay-profit-rises-on-asset-sale-gain-higher-rents-1430170923?tesla=y,joy,AvalonBay ... Rents,wsj,2015,1,1,,,,,,,,,,,,,,,,
27950,2835,1318748,https://www.wsj.com/articles/maruti-suzuki-net-profit-soars-as-volumes-rise-1430128149?tesla=y,joy,Maruti ... Rise,wsj,2015,1,1,,,,,,,,,,,,,,,,
27951,2836,1318768,https://www.wsj.com/articles/labcorp-profit-falls-on-charges-raises-earnings-guidance-1430135439?tesla=y,sadness,LabCorp ... Outlook,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27952,2837,1318776,https://www.wsj.com/articles/asian-shares-push-higher-mining-stocks-lift-sydney-1430104424?tesla=y,neutral,Asian ... Sydney,wsj,2015,0,1,,,,,,,,,,,,,,,,
27953,2838,1318829,https://www.wsj.com/articles/general-growth-posts-lower-revenue-higher-ffo-1430171331?tesla=y,neutral,General ... FFO,wsj,2015,0,1,,,,,,,,,,,,,,,,
27954,2839,1318833,https://www.wsj.com/articles/apple-earnings-iphone-powers-results-1430166629?tesla=y,surprise,Apple ... Sales,wsj,2015,0,1,,,,,,,,,,,,,,,,
27955,2840,1318872,https://www.wsj.com/articles/oil-drifts-lower-brent-falls-below-65-a-barrel-1430130642?tesla=y,neutral,Oil ... Slightly,wsj,2015,0,1,,,,,,,,,,,,,,,,
27956,2841,1318875,https://www.wsj.com/articles/dollar-weakens-ahead-of-fed-policy-meeting-1430161267?tesla=y,fear,Dollar ... Meeting,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27957,2842,1318895,https://www.wsj.com/articles/lloyds-posts-1-4-billion-profit-raises-key-profitability-target-1430462810?tesla=y,neutral,U.K. ... Rebound,wsj,2015,0,1,,,,,,,,,,,,,,,,
27958,2843,1318900,https://www.wsj.com/articles/firstenergy-profit-revenue-tops-expectations-1430483465?tesla=y,surprise,FirstEnergy ... Expectations,wsj,2015,0,1,,,,,,,,,,,,,,,,
27959,2844,1318912,https://www.wsj.com/articles/vf-corp-revenue-rises-but-dinged-by-stronger-dollar-1430480970?tesla=y,sadness,VF ... Dollar,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27960,2845,1319203,https://www.wsj.com/articles/mayweather-vs-pacquiao-vs-ridiculous-vs-sublime-1430681551?tesla=y,joy,Mayweather ... Sublime,wsj,2015,1,1,,,,,,,,,,,,,,,,
27961,2846,1319317,https://www.wsj.com/articles/sysco-profit-falls-2-on-higher-costs-stronger-dollar-1430744593?tesla=y,joy,Sysco ... Dollar,wsj,2015,1,1,,,,,,,,,,,,,,,,
27962,2847,1319327,https://www.wsj.com/articles/avis-posts-loss-as-strong-dollar-hurts-revenue-1430772254?tesla=y,sadness,Avis ... Revenue,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27963,2848,1319391,https://www.wsj.com/articles/cablevision-revenue-grows-2-5-though-subscribers-fall-1430743295?tesla=y,neutral,Cablevision ... Decline,wsj,2015,0,1,,,,,,,,,,,,,,,,
27964,2849,1319433,https://www.wsj.com/articles/hyatt-hotels-posts-higher-1st-quarter-occpancy-rates-1430830432?tesla=y,neutral,Hyatt ... Rates,wsj,2015,0,1,,,,,,,,,,,,,,,,
27965,2850,1319442,https://www.wsj.com/articles/bloomin-brands-cuts-revenue-outlook-amid-forex-impacts-1430826859?tesla=y,neutral,Bloomin’ ... Impacts,wsj,2015,0,1,,,,,,,,,,,,,,,,
27966,2851,1319445,https://www.wsj.com/articles/hca-holdings-quarterly-earnings-rise-70-1430831574?tesla=y,neutral,HCA ... 70%,wsj,2015,0,1,,,,,,,,,,,,,,,,
27967,2852,1319476,https://www.wsj.com/articles/indonesia-bonds-shine-as-investors-chase-yields-1430791927?tesla=y,neutral,Indonesia ... Asia,wsj,2015,0,1,,,,,,,,,,,,,,,,
27968,2853,1319510,https://www.wsj.com/articles/brazils-itau-reduces-loan-growth-outlook-1430823899?tesla=y,neutral,Brazil’s ... Outlook,wsj,2015,0,1,,,,,,,,,,,,,,,,
27969,2854,1319636,https://www.wsj.com/articles/kellogg-first-quarter-earnings-fall-44-1430829655?tesla=y,sadness,Kellogg’s ... Demand,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27970,2855,1319659,https://www.wsj.com/articles/herbalife-raises-guidance-as-earnings-grow-4-8-1430860552?tesla=y,neutral,Herbalife ... 4.8%,wsj,2015,0,1,,,,,,,,,,,,,,,,
27971,2856,1319675,https://www.wsj.com/articles/tribune-publishing-profit-falls-on-lower-revenue-1430919224?tesla=y,neutral,Tribune ... Revenue,wsj,2015,0,1,,,,,,,,,,,,,,,,
27972,2857,1319694,https://www.wsj.com/articles/thomson-reuters-unveils-1-billion-stock-buyback-plan-1430918967?tesla=y,joy,Thomson ... Plan,wsj,2015,1,1,,,,,,,,,,,,,,,,
27973,2858,1319696,https://www.wsj.com/articles/spectra-energy-profit-drops-on-lower-oil-canadian-dollar-1430911556?tesla=y,neutral,Spectra ... Prices,wsj,2015,0,1,,,,,,,,,,,,,,,,
27974,2859,1319728,https://www.wsj.com/articles/virtu-financial-first-quarter-earnings-rise-nearly-49-1430903850?tesla=y,joy,Virtu ... Market,wsj,2015,1,1,,,,,,,,,,,,,,,,
27975,2860,1319773,https://www.wsj.com/articles/vitamin-shoppe-cuts-guidance-earnings-fall-on-margin-pressure-1430914406?tesla=y,sadness,Vitamin ... Pressure,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27976,2861,1319802,https://www.wsj.com/articles/bmw-profit-growth-lags-jumps-in-revenue-1430895862?tesla=y,neutral,BMW ... Europe,wsj,2015,0,1,,,,,,,,,,,,,,,,
27977,2862,1319871,https://www.wsj.com/articles/prudential-posts-higher-operating-earnings-in-solid-quarter-1430943625?tesla=y,neutral,Prudential ... Earnings,wsj,2015,0,1,,,,,,,,,,,,,,,,
27978,2863,1319894,https://www.wsj.com/articles/oil-prices-rise-ahead-of-u-s-supply-data-1430903428?tesla=y,sadness,Oil ... High,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27979,2864,1319930,https://www.wsj.com/articles/whitewave-foods-posts-rise-in-profit-raises-outlook-1431092118?tesla=y,joy,WhiteWave ... Outlook,wsj,2015,1,1,,,,,,,,,,,,,,,,
27980,2865,1319961,https://www.wsj.com/articles/dollar-edges-lower-after-jobs-report-1431092083?tesla=y,anger,Dollar ... Report,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27981,2866,1319968,https://www.wsj.com/articles/liberty-media-revenue-rises-on-sirusxm-growth-1431088921?tesla=y,neutral,Liberty ... Growth,wsj,2015,0,1,,,,,,,,,,,,,,,,
27982,2867,1320133,https://www.wsj.com/articles/heinz-reports-lower-revenue-higher-net-income-amid-cost-cutting-1431125223?tesla=y,sadness,Heinz ... Cost-Cutting,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27983,2868,1320280,https://www.wsj.com/articles/carlyle-backed-indonesia-telecom-tower-firm-postpones-up-to-300-million-share-sale-1431307172?tesla=y,surprise,Carlyle-Backed ... Sale,wsj,2015,0,1,,,,,,,,,,,,,,,,
27984,2869,1320284,https://www.wsj.com/articles/actavis-revenue-rises-60-as-results-top-expectations-1431342364?tesla=y,joy,Actavis ... Expectations,wsj,2015,1,1,,,,,,,,,,,,,,,,
27985,2870,1320335,https://www.wsj.com/articles/dean-foods-shares-rise-on-better-than-expected-adjusted-profit-guidance-1431348351?tesla=y,neutral,Dean ... Costs,wsj,2015,0,1,,,,,,,,,,,,,,,,
27986,2871,1320353,https://www.wsj.com/articles/endo-international-tops-profit-views-lifts-earnings-outlook-1431347576?tesla=y,neutral,Endo ... Outlook,wsj,2015,0,1,,,,,,,,,,,,,,,,
27987,2872,1320476,https://www.wsj.com/articles/oil-prices-rise-in-volatile-trade-as-dollar-weakens-1431420641?tesla=y,neutral,Oil ... Forecasts,wsj,2015,0,1,,,,,,,,,,,,,,,,
27988,2873,1320506,https://www.wsj.com/articles/dollar-falls-as-investors-await-u-s-economic-recovery-1431453385?tesla=y,neutral,Dollar ... Recovery,wsj,2015,0,1,,,,,,,,,,,,,,,,
27989,2874,1320520,https://www.wsj.com/articles/gold-prices-climb-as-weaker-dollar-bond-selloff-spark-haven-buying-1431441529?tesla=y,neutral,Gold ... Buying,wsj,2015,0,1,,,,,,,,,,,,,,,,
27990,2875,1320567,https://www.wsj.com/articles/qantas-eyes-dividend-liftoff-as-shares-soar-1431405606?tesla=y,sadness,Qantas ... Soar,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27991,2876,1320649,https://www.wsj.com/articles/volatile-oil-market-may-hurt-global-economy-1431424383?tesla=y,sadness,Volatile ... Economy,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27992,2877,1320660,https://www.wsj.com/articles/air-canada-revenue-rises-on-lower-fuel-prices-1431437246?tesla=y,neutral,Air ... Prices,wsj,2015,0,1,,,,,,,,,,,,,,,,
27993,2878,1320674,https://www.wsj.com/articles/u-s-stock-futures-rise-ahead-of-retail-sales-data-1431519438?tesla=y,neutral,U.S. ... Lower,wsj,2015,0,1,,,,,,,,,,,,,,,,
27994,2879,1320682,https://www.wsj.com/articles/dollar-falls-as-u-s-retail-sales-numbers-remain-unchanged-1431523016?tesla=y,surprise,Dollar ... Data,wsj,2015,0,1,,,,,,,,,,,,,,,,
27995,2880,1320688,https://www.wsj.com/articles/shake-shack-raises-revenue-guidance-despite-swing-to-first-quarter-loss-1431549563?tesla=y,neutral,Shake ... Views,wsj,2015,0,1,,,,,,,,,,,,,,,,
27996,2881,1320725,https://www.wsj.com/articles/singtels-profit-rises-4-6-as-associated-firms-boost-results-1431560396?tesla=y,joy,SingTel’s ... Results,wsj,2015,1,1,,,,,,,,,,,,,,,,
27997,2882,1320799,https://www.wsj.com/articles/germanys-rwe-profit-jumps-debt-falls-retains-gloomy-outlook-1431501553?tesla=y,sadness,RWE ... Outlook,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27998,2883,1320854,https://www.wsj.com/articles/european-stocks-bonds-higher-as-traders-await-eurozone-growth-data-1431504813?tesla=y,sadness,European ... Gains,wsj,2015,-1,1,,,,,,,,,,,,,,,,
27999,2884,1320860,https://www.wsj.com/articles/delta-boosts-dividend-50-unveils-5-billion-buyback-1431520843?tesla=y,neutral,"Delta, ... Dividends",wsj,2015,0,1,,,,,,,,,,,,,,,,
28000,2885,1320884,https://www.wsj.com/articles/nissan-quarterly-net-profit-increase-slows-to-3-1431499270?tesla=y,neutral,Renault ... Partnerships,wsj,2015,0,1,,,,,,,,,,,,,,,,
28001,2886,1320907,https://www.wsj.com/articles/childrens-place-raises-guidance-as-earnings-beat-expectations-1431602752?tesla=y,neutral,Children’s ... Expectations,wsj,2015,0,1,,,,,,,,,,,,,,,,
28002,2887,1321000,https://www.wsj.com/articles/kohls-reports-weak-sales-growth-1431602836?tesla=y,neutral,Kohl’s ... Sales,wsj,2015,0,1,,,,,,,,,,,,,,,,
28003,2888,1321446,https://www.wsj.com/articles/a-trillion-dollar-tax-exempt-cash-cow-1431899222?tesla=y,surprise,A ... Cow,wsj,2015,0,1,,,,,,,,,,,,,,,,
28004,2889,1321460,https://www.wsj.com/articles/u-s-stocks-rise-despite-corporate-earnings-1431891443?tesla=y,neutral,U.S. ... Earnings,wsj,2015,0,1,,,,,,,,,,,,,,,,
28005,2890,1321544,https://www.wsj.com/articles/stocks-rise-as-euro-pares-dollar-gains-1431935746?tesla=y,fear,European ... Higher,wsj,2015,-1,1,,,,,,,,,,,,,,,,
28006,2891,1321671,https://www.wsj.com/articles/european-stocks-surge-euro-slides-lower-against-dollar-1432022157?tesla=y,sadness,Euro ... Stimulus,wsj,2015,-1,1,,,,,,,,,,,,,,,,
28007,2892,1321716,https://www.wsj.com/articles/dollar-rises-against-euro-on-stronger-u-s-data-ecb-bond-buying-1432051716?tesla=y,neutral,Dollar ... Buying,wsj,2015,0,1,,,,,,,,,,,,,,,,
28008,2893,1321723,https://www.wsj.com/articles/u-s-stock-futures-follow-european-asian-markets-higher-1432038089?tesla=y,neutral,Dow ... High,wsj,2015,0,1,,,,,,,,,,,,,,,,
28009,2894,1321763,https://www.wsj.com/articles/tjx-profit-raises-annual-outlook-profit-rises-4-5-1432041817?tesla=y,joy,TJX ... 4.5%,wsj,2015,1,1,,,,,,,,,,,,,,,,
28010,2895,1321868,https://www.wsj.com/articles/euro-continues-to-fall-european-bonds-stocks-broadly-steady-1432108988?tesla=y,neutral,Euro ... Gains,wsj,2015,0,1,,,,,,,,,,,,,,,,
28011,2896,1321887,https://www.wsj.com/articles/despite-net-inflows-eaton-vance-earnings-fall-again-1432127563?tesla=y,sadness,Despite ... Again,wsj,2015,-1,1,,,,,,,,,,,,,,,,
28012,2897,1321893,https://www.wsj.com/articles/as-investments-gain-advisers-focus-on-taxes-1432130177?tesla=y,neutral,As ... Taxes,wsj,2015,0,1,,,,,,,,,,,,,,,,
28013,2898,1321942,https://www.wsj.com/articles/williams-sonoma-outlook-mostly-below-street-views-profit-falls-3-1432155891?tesla=y,joy,Williams-Sonoma ... 3%,wsj,2015,1,1,,,,,,,,,,,,,,,,
28014,2899,1321947,https://www.wsj.com/articles/l-brands-raises-guidance-profit-rises-60-1432154464?tesla=y,joy,L ... 60%,wsj,2015,1,1,,,,,,,,,,,,,,,,
28015,2900,1322082,https://www.wsj.com/articles/oil-prices-lower-ahead-of-u-s-drilling-data-1432285029?tesla=y,neutral,U.S. ... Streak,wsj,2015,0,1,,,,,,,,,,,,,,,,
28016,2901,1322116,https://www.wsj.com/articles/brazil-raises-tax-on-financial-firms-1432294941?tesla=y,anger,Brazil ... Firms,wsj,2015,-1,1,,,,,,,,,,,,,,,,
28017,2902,1322174,https://www.wsj.com/articles/gold-prices-fall-as-stronger-inflation-data-boosts-fears-of-rate-increase-1432302237?tesla=y,sadness,Gold ... Outlook,wsj,2015,-1,1,,,,,,,,,,,,,,,,
28018,2903,1322222,https://www.wsj.com/articles/india-finance-minister-economy-on-track-for-stronger-growth-1432285031?tesla=y,neutral,India ... Growth,wsj,2015,0,1,,,,,,,,,,,,,,,,
28019,2904,1322261,https://www.wsj.com/articles/foot-lockers-profit-tops-expectations-on-sales-growth-1432293558?tesla=y,surprise,Foot ... Growth,wsj,2015,0,1,,,,,,,,,,,,,,,,
28020,2905,1322278,https://www.wsj.com/articles/best-buy-beats-profit-and-sales-expectations-amid-cost-cuts-1432209506?tesla=y,sadness,Best ... Sink,wsj,2015,-1,1,,,,,,,,,,,,,,,,
28021,2906,1322287,https://www.wsj.com/articles/ann-1st-quarter-sales-growth-weak-hampered-by-traffic-competition-1432298003?tesla=y,sadness,Ann ... Competition,wsj,2015,-1,1,,,,,,,,,,,,,,,,
28022,2907,1322479,https://www.wsj.com/articles/vatican-banks-profit-soars-1432568173?tesla=y,joy,Vatican ... Soars,wsj,2015,1,1,,,,,,,,,,,,,,,,
28023,2908,1322725,https://www.wsj.com/articles/u-s-stock-futures-edge-higher-after-tuesdays-tumble-1432728808?tesla=y,surprise,Nasdaq ... Record,wsj,2015,0,1,,,,,,,,,,,,,,,,
28024,2909,1322763,https://www.wsj.com/articles/movado-groups-profit-drops-amid-slowing-growth-in-watch-industry-1432730405?tesla=y,neutral,Movado ... Industry,wsj,2015,0,1,,,,,,,,,,,,,,,,
28025,2910,1322778,https://www.wsj.com/articles/tiffany-earnings-revenue-fall-less-than-expected-1432726208?tesla=y,neutral,Tiffany’s ... Expected,wsj,2015,0,1,,,,,,,,,,,,,,,,
28026,2911,1322793,https://www.wsj.com/articles/brown-shoe-lifts-earnings-outlook-as-results-top-views-1432727681?tesla=y,neutral,Brown ... Views,wsj,2015,0,1,,,,,,,,,,,,,,,,
28027,2912,1322804,https://www.wsj.com/articles/gold-prices-yield-to-pressure-from-stronger-dollar-1432734732?tesla=y,fear,Gold ... Rises,wsj,2015,-1,1,,,,,,,,,,,,,,,,
28028,2913,1322807,https://www.wsj.com/articles/saudi-regulator-gets-tough-ahead-of-markets-opening-to-foreign-investors-1432730589?tesla=y,fear,Saudi ... Investors,wsj,2015,-1,1,,,,,,,,,,,,,,,,
28029,2914,1322820,https://www.wsj.com/articles/popeyes-louisiana-kitchen-profit-rises-on-higher-sales-market-share-gains-1432760116?tesla=y,joy,Popeyes ... Gains,wsj,2015,1,1,,,,,,,,,,,,,,,,
28030,2915,1322840,https://www.wsj.com/articles/european-stocks-rise-euro-steadies-as-greece-tensions-ease-1432712839?tesla=y,neutral,European ... Deal,wsj,2015,0,1,,,,,,,,,,,,,,,,
28031,2916,1323058,https://www.wsj.com/articles/dividend-stocks-beat-bonds-for-retirement-income-1432934681?tesla=y,neutral,Dividend ... Income,wsj,2015,0,1,,,,,,,,,,,,,,,,
28032,2917,1323214,https://www.wsj.com/articles/investors-see-stocks-rising-despite-sluggish-economy-1433105979?tesla=y,neutral,Investors ... Economy,wsj,2015,0,1,,,,,,,,,,,,,,,,
28033,2918,1323234,https://www.wsj.com/articles/australian-dividend-paying-stocks-push-against-limits-1433101119?tesla=y,neutral,Australian ... Limits,wsj,2015,0,1,,,,,,,,,,,,,,,,
28034,2919,1323282,https://www.wsj.com/articles/brazil-oil-giant-petrobras-sells-2-5-billion-in-bonds-1433197662?tesla=y,sadness,Brazil ... Bonds,wsj,2015,-1,1,,,,,,,,,,,,,,,,
28035,2920,1323349,https://www.wsj.com/articles/natural-gas-extends-slide-as-demand-outlook-weakens-1433169223?tesla=y,neutral,Natural ... Higher,wsj,2015,0,1,,,,,,,,,,,,,,,,
28036,2921,1323437,https://www.wsj.com/articles/oil-prices-fall-on-stronger-dollar-mixed-china-data-1433150221?tesla=y,neutral,Oil ... Gains,wsj,2015,0,1,,,,,,,,,,,,,,,,
28037,2922,1323562,https://www.wsj.com/articles/delta-cuts-passenger-unit-revenue-guidance-1433254946?tesla=y,neutral,Delta ... Guidance,wsj,2015,0,1,,,,,,,,,,,,,,,,
28038,2923,1323620,https://www.wsj.com/articles/cracker-barrel-beats-expectations-lifts-earnings-guidance-1433249563?tesla=y,neutral,Cracker ... Guidance,wsj,2015,0,1,,,,,,,,,,,,,,,,
28039,2924,1323624,https://www.wsj.com/articles/eurozone-inflation-shouldnt-shift-ecbs-qe-focus-1433252612?tesla=y,neutral,Eurozone ... Focus,wsj,2015,0,1,,,,,,,,,,,,,,,,
28040,2925,1323736,https://www.wsj.com/articles/u-s-stock-futures-follow-european-markets-higher-1433333978?tesla=y,neutral,U.S. ... Talks,wsj,2015,0,1,,,,,,,,,,,,,,,,
28041,2926,1323738,https://www.wsj.com/articles/brazil-caixa-profit-up-slightly-1433364303?tesla=y,joy,Brazil ... Slightly,wsj,2015,1,1,,,,,,,,,,,,,,,,
28042,2927,1323758,https://www.wsj.com/articles/gold-prices-slip-on-stronger-dollar-u-s-jobs-data-1433340746?tesla=y,sadness,Gold ... Gains,wsj,2015,-1,1,,,,,,,,,,,,,,,,
28043,2928,1323765,https://www.wsj.com/articles/australian-shares-fall-as-investors-shrug-off-growth-data-1433305746?tesla=y,neutral,Australian ... Data,wsj,2015,0,1,,,,,,,,,,,,,,,,
28044,2929,1323839,https://www.wsj.com/articles/focus-medias-7-4-billion-backdoor-listing-doubles-chinese-firms-nasdaq-delisting-value-1433334063?tesla=y,neutral,Focus ... China,wsj,2015,0,1,,,,,,,,,,,,,,,,
