,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,url,emotion,headline,source,yr,sentiment,rel,short_title,full_title,time,url_regex,url_time
1004,1004,1004,27626,4303,1412297,https://www.wsj.com/articles/hovnanian-profit-soars-on-revenue-growth-tax-benefit-1418223476?tesla=y,joy,Hovnanian ... Benefit,wsj,2014,1,1,,,"[{'title': 'Dec. 10, 2014 9:57 am ET'}]","Dec. 10, 2014",2014-12-10
1005,1005,1005,27627,4304,1412350,https://www.wsj.com/articles/dollar-weakens-on-profit-taking-ahead-of-fed-meeting-1418420248?tesla=y,fear,Dollar ... Meeting,wsj,2014,-1,1,,,"[{'title': 'Dec. 12, 2014 4:37 pm ET'}]","Dec. 12, 2014",2014-12-12
1006,1006,1006,27628,4305,1412396,https://www.wsj.com/articles/gold-prices-drop-as-market-readies-for-fed-rate-setting-meeting-1418400784?tesla=y,fear,Gold ... Meeting,wsj,2014,-1,1,,,"[{'title': 'Updated Dec. 12, 2014 3:03 pm ET'}]","Dec. 12, 2014",2014-12-12
1007,1007,1007,27629,4306,1412655,https://www.wsj.com/articles/yen-gains-against-dollar-euro-on-global-market-jitters-1418670841?tesla=y,fear,Yen ... Jitters,wsj,2014,-1,1,,,"[{'title': 'Updated Dec. 15, 2014 5:04 pm ET'}]","Dec. 15, 2014",2014-12-15
1008,1008,1008,27630,4307,1412712,https://www.wsj.com/articles/opec-oil-prices-fall-below-60-a-barrel-1418634453?tesla=y,fear,UAE ... Premature,wsj,2014,-1,1,,,"[{'title': 'Updated Dec. 15, 2014 1:05 pm ET'}]","Dec. 15, 2014",2014-12-15
1009,1009,1009,27631,4308,1412743,https://www.wsj.com/articles/canada-finance-minister-confident-in-economy-amid-oil-decline-1418659473?tesla=y,joy,Canada ... Decline,wsj,2014,1,1,,,"[{'title': 'Updated Dec. 15, 2014 3:45 pm ET'}]","Dec. 15, 2014",2014-12-15
1010,1010,1010,27632,4309,1412978,https://www.wsj.com/articles/persian-gulf-stock-markets-tumble-again-as-oil-plunge-stokes-economic-fears-1418733819?tesla=y,fear,Persian ... Fears,wsj,2014,-1,1,,,"[{'title': 'Dec. 16, 2014 7:43 am ET'}]","Dec. 16, 2014",2014-12-16
1011,1011,1011,27633,4310,1412982,https://www.wsj.com/articles/cvs-sees-earnings-growth-on-deals-raises-dividend-1418735578?tesla=y,joy,CVS ... Dividend,wsj,2014,1,1,,,"[{'title': 'Dec. 16, 2014 8:12 am ET'}]","Dec. 16, 2014",2014-12-16
1012,1012,1012,27634,4311,1413069,https://www.wsj.com/articles/rbs-sells-irish-real-estate-loans-for-1-72-billion-1418716237?tesla=y,neutral,RBS ... Billion,wsj,2014,0,1,,,"[{'title': 'Dec. 16, 2014 2:50 am ET'}]","Dec. 16, 2014",2014-12-16
1013,1013,1013,27635,4312,1413119,https://www.wsj.com/articles/gulf-stock-markets-tumble-again-on-oil-economic-jitters-1418563095?tesla=y,fear,Gulf ... Jitters,wsj,2014,-1,1,,,"[{'title': 'Updated Dec. 17, 2014 1:09 pm ET'}]","Dec. 17, 2014",2014-12-17
1014,1014,1014,27636,4313,1413197,https://www.wsj.com/articles/worthington-posts-higher-profit-sales-1418862525?tesla=y,neutral,Worthington ... Sales,wsj,2014,0,1,,,"[{'title': 'Dec. 17, 2014 7:28 pm ET'}]","Dec. 17, 2014",2014-12-17
1015,1015,1015,27637,4314,1413271,https://www.wsj.com/articles/asian-morning-briefing-u-s-stocks-jump-as-fed-signals-patience-1418855505?tesla=y,neutral,Asian ... Patience,wsj,2014,0,1,,,"[{'title': 'Dec. 17, 2014 5:31 pm ET'}]","Dec. 17, 2014",2014-12-17
1016,1016,1016,27638,4315,1413273,https://www.wsj.com/articles/u-s-stock-futures-higher-as-investors-await-word-from-fed-1418822444?tesla=y,neutral,U.S. ... Patience,wsj,2014,0,1,,,"[{'title': 'Updated Dec. 17, 2014 6:45 pm ET'}]","Dec. 17, 2014",2014-12-17
1017,1017,1017,27639,4316,1413318,https://www.wsj.com/articles/accenture-results-top-expectations-but-lowers-profit-outlook-on-forex-1418907402?tesla=y,neutral,Accenture ... Expectations,wsj,2014,0,1,,,"[{'title': 'Updated Dec. 18, 2014 9:54 am ET'}]","Dec. 18, 2014",2014-12-18
1018,1018,1018,27640,4317,1413322,https://www.wsj.com/articles/swiss-industry-welcomes-central-banks-negative-rate-move-1418915189?tesla=y,joy,Swiss ... Move,wsj,2014,1,1,,,"[{'title': 'Dec. 18, 2014 10:06 am ET'}]","Dec. 18, 2014",2014-12-18
1019,1019,1019,27641,4318,1413342,https://www.wsj.com/articles/persian-gulf-stocks-rebound-as-oil-gains-1418904827?tesla=y,neutral,Persian ... Gains,wsj,2014,0,1,,,"[{'title': 'Dec. 18, 2014 7:13 am ET'}]","Dec. 18, 2014",2014-12-18
1020,1020,1020,27642,4319,1413430,https://www.wsj.com/articles/raw-sugar-prices-gain-on-lower-brazil-output-forecast-coffee-rebounds-1418917046?tesla=y,neutral,Raw ... Forecast,wsj,2014,0,1,,,"[{'title': 'Updated Dec. 18, 2014 3:08 pm ET'}]","Dec. 18, 2014",2014-12-18
1021,1021,1021,27643,4320,1413459,https://www.wsj.com/articles/dollar-gains-as-market-digests-fed-statement-1418916618?tesla=y,neutral,Dollar ... Statement,wsj,2014,0,1,,,"[{'title': 'Updated Dec. 18, 2014 4:47 pm ET'}]","Dec. 18, 2014",2014-12-18
1022,1022,1022,27644,4321,1413534,https://www.wsj.com/articles/securities-regulator-drops-stock-research-proposal-1419013713?tesla=y,sadness,Europe ... Proposal,wsj,2014,-1,1,,,"[{'title': 'Dec. 19, 2014 1:28 pm ET'}]","Dec. 19, 2014",2014-12-19
1023,1023,1023,27645,4322,1413661,https://www.wsj.com/articles/air-france-klm-cuts-earnings-outlook-1418930756?tesla=y,sadness,Air ... Outlook,wsj,2014,-1,1,,,"[{'title': 'Updated Dec. 19, 2014 6:46 am ET'}]","Dec. 19, 2014",2014-12-19
1024,1024,1024,27646,4323,1413734,https://www.wsj.com/articles/european-stocks-climb-higher-some-calm-returns-to-forex-markets-1418979606?tesla=y,neutral,European ... Mixed,wsj,2014,0,1,,,"[{'title': 'Updated Dec. 19, 2014 12:20 pm ET'}]","Dec. 19, 2014",2014-12-19
1025,1025,1025,27647,4324,1413929,https://www.wsj.com/articles/tesco-cuts-outlook-as-falling-oil-prices-slow-drilling-1419252227?tesla=y,sadness,Tesco ... Drilling,wsj,2014,-1,1,,,"[{'title': 'Updated Dec. 22, 2014 8:15 am ET'}]","Dec. 22, 2014",2014-12-22
1026,1026,1026,27648,4325,1414024,https://www.wsj.com/articles/hamish-mcrae-quantitative-easing-wont-lift-europes-economy-1419293245?tesla=y,neutral,Quantitative ... Economy,wsj,2014,0,1,,,"[{'title': 'Dec. 22, 2014 7:07 pm ET'}]","Dec. 22, 2014",2014-12-22
1027,1027,1027,27649,4326,1414092,https://www.wsj.com/articles/dollar-gains-following-strong-u-s-growth-1419347074?tesla=y,neutral,Dollar ... Growth,wsj,2014,0,1,,,"[{'title': 'Updated Dec. 23, 2014 4:40 pm ET'}]","Dec. 23, 2014",2014-12-23
1028,1028,1028,27650,4327,1414161,https://www.wsj.com/articles/online-bargain-hunters-push-korean-retailers-to-slash-prices-1419361725?tesla=y,neutral,Online ... Prices,wsj,2014,0,1,,,"[{'title': 'Dec. 23, 2014 2:08 pm ET'}]","Dec. 23, 2014",2014-12-23
1029,1029,1029,27651,4328,1414210,https://www.wsj.com/articles/u-s-stock-futures-rise-ahead-of-economic-data-1419340399?tesla=y,neutral,U.S. ... 18000,wsj,2014,0,1,,,"[{'title': 'Updated Dec. 23, 2014 7:50 pm ET'}]","Dec. 23, 2014",2014-12-23
1030,1030,1030,27652,4329,1414781,https://www.wsj.com/articles/persian-gulf-stocks-stumble-as-oil-slide-deepens-1419939770?tesla=y,fear,Persian ... Deepens,wsj,2014,-1,1,,,"[{'title': 'Dec. 30, 2014 6:42 am ET'}]","Dec. 30, 2014",2014-12-30
1031,1031,1031,27653,2538,1301018,https://www.wsj.com/articles/australia-hong-kong-stocks-rise-slightly-1420165897?tesla=y,neutral,"Australia, ... Higher",wsj,2015,0,1,,,"[{'title': 'Updated Jan. 2, 2015 4:28 am ET'}]","Jan. 2, 2015",2015-01-02
1032,1032,1032,27654,2539,1301425,https://www.wsj.com/articles/micron-profit-soars-on-stronger-sales-margins-1420580704?tesla=y,joy,Micron ... Margins,wsj,2015,1,1,,,"[{'title': 'Updated Jan. 6, 2015 8:21 pm ET'}]","Jan. 6, 2015",2015-01-06
1033,1033,1033,27655,2540,1301467,https://www.wsj.com/articles/asian-shares-fall-amid-global-selloff-1420511169?tesla=y,sadness,Asian ... Selloff,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 6, 2015 2:11 am ET'}]","Jan. 6, 2015",2015-01-06
1034,1034,1034,27656,2541,1301496,https://www.wsj.com/articles/stocks-fall-further-as-oil-price-weakens-1420535214?tesla=y,fear,European ... Price,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 6, 2015 12:49 pm ET'}]","Jan. 6, 2015",2015-01-06
1035,1035,1035,27657,2542,1301529,https://www.wsj.com/articles/investment-firm-3g-capital-eyes-next-targets-1420601873?tesla=y,neutral,Investment ... Targets,wsj,2015,0,1,,,"[{'title': 'Jan. 6, 2015 10:37 pm ET'}]","Jan. 6, 2015",2015-01-06
1036,1036,1036,27658,2543,1301540,https://www.wsj.com/articles/asian-morning-briefing-u-s-stocks-fall-alongside-oil-prices-1420583429?tesla=y,neutral,Asian ... Prices,wsj,2015,0,1,,,"[{'title': 'Jan. 6, 2015 5:30 pm ET'}]","Jan. 6, 2015",2015-01-06
1037,1037,1037,27659,2544,1301564,https://www.wsj.com/articles/oil-related-currencies-stocks-get-a-fresh-pummeling-1420549278?tesla=y,sadness,Oil-Related ... Pummeling,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 6, 2015 11:11 am ET'}]","Jan. 6, 2015",2015-01-06
1038,1038,1038,27660,2545,1301689,https://www.wsj.com/articles/eurozone-consumer-prices-fall-1420624851?tesla=y,neutral,Eurozone ... Years,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 7, 2015 11:32 am ET'}]","Jan. 7, 2015",2015-01-07
1039,1039,1039,27661,2546,1301802,https://www.wsj.com/articles/global-inflation-rates-fall-as-oil-prices-drop-1420714997?tesla=y,neutral,Global ... Drop,wsj,2015,0,1,,,"[{'title': 'Jan. 8, 2015 6:03 am ET'}]","Jan. 8, 2015",2015-01-08
1040,1040,1040,27662,2547,1301806,https://www.wsj.com/articles/global-payments-profit-revenue-rise-1420720970?tesla=y,joy,Global ... Rise,wsj,2015,1,1,,,"[{'title': 'Jan. 8, 2015 7:42 am ET'}]","Jan. 8, 2015",2015-01-08
1041,1041,1041,27663,2548,1301811,https://www.wsj.com/articles/apollo-education-earnings-fall-66-as-enrollment-woes-continue-1420723138?tesla=y,neutral,Apollo ... Continue,wsj,2015,0,1,,,"[{'title': 'Jan. 8, 2015 8:18 am ET'}]","Jan. 8, 2015",2015-01-08
1042,1042,1042,27664,2549,1301955,https://www.wsj.com/articles/ontario-quebec-raise-2-54-billion-in-bond-sales-1420743895?tesla=y,joy,"Ontario, ... Sales",wsj,2015,1,1,,,"[{'title': 'Jan. 8, 2015 2:04 pm ET'}]","Jan. 8, 2015",2015-01-08
1043,1043,1043,27665,2550,1301967,https://www.wsj.com/articles/indonesia-taps-global-bond-market-1420712068?tesla=y,neutral,Indonesia ... Market,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 8, 2015 12:13 pm ET'}]","Jan. 8, 2015",2015-01-08
1044,1044,1044,27666,2551,1302002,https://www.wsj.com/articles/gold-edges-higher-on-u-s-jobs-data-european-stimulus-expectations-1420729929?tesla=y,neutral,Gold ... Data,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 8, 2015 2:53 pm ET'}]","Jan. 8, 2015",2015-01-08
1045,1045,1045,27667,2552,1302089,https://www.wsj.com/articles/acuity-brands-sales-profit-jump-as-led-demand-grows-1420812463?tesla=y,joy,Acuity ... Grows,wsj,2015,1,1,,,"[{'title': 'Jan. 9, 2015 9:07 am ET'}]","Jan. 9, 2015",2015-01-09
1046,1046,1046,27668,2553,1302120,https://www.wsj.com/articles/european-shares-weighed-down-by-banking-stocks-1420794748?tesla=y,sadness,European ... Stocks,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 9, 2015 12:42 pm ET'}]","Jan. 9, 2015",2015-01-09
1047,1047,1047,27669,2554,1302197,https://www.wsj.com/articles/u-s-government-bonds-rise-as-tame-wage-inflation-offsets-jobs-gain-1420811715?tesla=y,fear,U.S. ... Inflation,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 9, 2015 3:46 pm ET'}]","Jan. 9, 2015",2015-01-09
1048,1048,1048,27670,2555,1302373,https://www.wsj.com/articles/afren-shares-drop-after-slashing-estimates-for-iraqi-oil-field-1421086942?tesla=y,sadness,Afren ... Field,wsj,2015,-1,1,,,"[{'title': 'Jan. 12, 2015 1:22 pm ET'}]","Jan. 12, 2015",2015-01-12
1049,1049,1049,27671,2556,1302395,https://www.wsj.com/articles/bank-of-canada-lower-oil-prices-have-hurt-energy-firms-outlook-1421080272?tesla=y,sadness,Bank ... Outlook,wsj,2015,-1,1,,,"[{'title': 'Jan. 12, 2015 11:31 am ET'}]","Jan. 12, 2015",2015-01-12
1050,1050,1050,27672,2557,1302517,https://www.wsj.com/articles/investors-shift-bets-on-fed-rate-increase-1421107560?tesla=y,neutral,Investors ... Increase,wsj,2015,0,1,,,"[{'title': 'Jan. 12, 2015 7:06 pm ET'}]","Jan. 12, 2015",2015-01-12
1051,1051,1051,27673,2558,1302535,https://www.wsj.com/articles/salus-capital-offers-radioshack-500-million-bankruptcy-loan-1421095171?tesla=y,neutral,Salus ... Loan,wsj,2015,0,1,,,"[{'title': 'Jan. 12, 2015 3:39 pm ET'}]","Jan. 12, 2015",2015-01-12
1052,1052,1052,27674,2559,1302537,https://www.wsj.com/articles/sandisk-revenue-falls-below-expectations-1421069963?tesla=y,neutral,SanDisk ... Outlook,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 12, 2015 3:32 pm ET'}]","Jan. 12, 2015",2015-01-12
1053,1053,1053,27675,2560,1302559,https://www.wsj.com/articles/fee-cut-lower-rates-could-boost-mortgage-refinancings-1421105102?tesla=y,neutral,Fee ... Refinancings,wsj,2015,0,1,,,"[{'title': 'Jan. 12, 2015 6:25 pm ET'}]","Jan. 12, 2015",2015-01-12
1054,1054,1054,27676,2561,1302565,https://www.wsj.com/articles/wolverine-worldwide-warns-investments-to-hurt-earnings-1421102410?tesla=y,sadness,Wolverine ... Earnings,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 12, 2015 6:12 pm ET'}]","Jan. 12, 2015",2015-01-12
1055,1055,1055,27677,2562,1302580,https://www.wsj.com/articles/express-boosts-earnings-sales-outlook-after-strong-holiday-finish-1421065026?tesla=y,sadness,"Tiffany, ... Outlook",wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 12, 2015 5:14 pm ET'}]","Jan. 12, 2015",2015-01-12
1056,1056,1056,27678,2563,1302677,https://www.wsj.com/articles/u-s-stock-futures-rise-on-alcoa-results-china-data-1421155350?tesla=y,neutral,U.S. ... Swing,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 13, 2015 4:51 pm ET'}]","Jan. 13, 2015",2015-01-13
1057,1057,1057,27679,2564,1302684,https://www.wsj.com/articles/european-cash-box-firms-underperform-broader-commercial-market-1421186425?tesla=y,neutral,European ... Market,wsj,2015,0,1,,,"[{'title': 'Jan. 13, 2015 5:00 pm ET'}]","Jan. 13, 2015",2015-01-13
1058,1058,1058,27680,2565,1302730,https://www.wsj.com/articles/alberta-considers-raising-taxes-to-offset-revenue-slump-1421189674?tesla=y,neutral,Alberta ... Slump,wsj,2015,0,1,,,"[{'title': 'Jan. 13, 2015 5:54 pm ET'}]","Jan. 13, 2015",2015-01-13
1059,1059,1059,27681,2566,1302764,https://www.wsj.com/articles/world-bank-lowers-outlook-for-global-economic-growth-1421182835?tesla=y,neutral,World ... Growth,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 13, 2015 6:59 pm ET'}]","Jan. 13, 2015",2015-01-13
1060,1060,1060,27682,2567,1302777,https://www.wsj.com/articles/suncor-energy-cuts-capital-spending-due-to-low-oil-prices-1421188673?tesla=y,sadness,Suncor ... Prices,wsj,2015,-1,1,,,"[{'title': 'Jan. 13, 2015 5:37 pm ET'}]","Jan. 13, 2015",2015-01-13
1061,1061,1061,27683,2568,1302860,https://www.wsj.com/articles/st-jude-reports-revenue-growth-on-atrial-fibrillation-strength-1421247843?tesla=y,neutral,St. ... Strength,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 14, 2015 10:41 am ET'}]","Jan. 14, 2015",2015-01-14
1062,1062,1062,27684,2569,1302902,https://www.wsj.com/articles/wells-fargos-earnings-revenue-rise-1421240598?tesla=y,neutral,Wells ... Negatives,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 14, 2015 7:58 pm ET'}]","Jan. 14, 2015",2015-01-14
1063,1063,1063,27685,2570,1302912,https://www.wsj.com/articles/dollar-drops-against-yen-as-retail-data-adds-to-global-growth-worries-1421246344?tesla=y,fear,Dollar ... Worries,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 14, 2015 5:35 pm ET'}]","Jan. 14, 2015",2015-01-14
1064,1064,1064,27686,2571,1302920,https://www.wsj.com/articles/csx-sees-stable-oil-by-rail-business-and-double-digit-per-share-earnings-rise-1421264636?tesla=y,joy,CSX ... Rise,wsj,2015,1,1,,,"[{'title': 'Updated Jan. 14, 2015 6:10 pm ET'}]","Jan. 14, 2015",2015-01-14
1065,1065,1065,27687,2572,1302927,https://www.wsj.com/articles/adobe-sets-2-billion-stock-buyback-plan-1421272189?tesla=y,neutral,Adobe ... Plan,wsj,2015,0,1,,,"[{'title': 'Jan. 14, 2015 4:49 pm ET'}]","Jan. 14, 2015",2015-01-14
1066,1066,1066,27688,2573,1302985,https://www.wsj.com/articles/oil-prices-continue-sharp-decline-on-global-growth-concerns-1421228917?tesla=y,neutral,Beaten-Down ... Sharply,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 14, 2015 3:29 pm ET'}]","Jan. 14, 2015",2015-01-14
1067,1067,1067,27689,2574,1303071,https://www.wsj.com/articles/asian-shares-mostly-higher-aussie-dollar-jumps-1421287176?tesla=y,neutral,Asian ... Higher,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 15, 2015 5:16 am ET'}]","Jan. 15, 2015",2015-01-15
1068,1068,1068,27690,2575,1303125,https://www.wsj.com/articles/bank-indonesia-keeps-benchmark-rate-unchanged-1421322972?tesla=y,neutral,Bank ... Unchanged,wsj,2015,0,1,,,"[{'title': 'Jan. 15, 2015 6:56 am ET'}]","Jan. 15, 2015",2015-01-15
1069,1069,1069,27691,2576,1303130,https://www.wsj.com/articles/rbis-surprise-interest-rate-cut-kicks-india-stocks-higher-1421297502?tesla=y,surprise,RBI’s ... Higher,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 15, 2015 7:32 am ET'}]","Jan. 15, 2015",2015-01-15
1070,1070,1070,27692,2577,1303202,https://www.wsj.com/articles/asian-morning-briefing-u-s-stocks-fall-as-banks-stumble-1421361041?tesla=y,sadness,Asian ... Stumble,wsj,2015,-1,1,,,"[{'title': 'Jan. 15, 2015 5:30 pm ET'}]","Jan. 15, 2015",2015-01-15
1071,1071,1071,27693,2578,1303207,https://www.wsj.com/articles/schlumberger-profit-falls-on-lower-oil-prices-1421358734?tesla=y,sadness,Schlumberger ... Falls,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 15, 2015 6:28 pm ET'}]","Jan. 15, 2015",2015-01-15
1072,1072,1072,27694,2579,1303280,https://www.wsj.com/articles/goldman-sachs-posts-lower-earnings-revenue-1421411928?tesla=y,neutral,Goldman ... Slides,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 16, 2015 8:14 pm ET'}]","Jan. 16, 2015",2015-01-16
1073,1073,1073,27695,2580,1303313,https://www.wsj.com/articles/kansas-governors-budget-proposes-higher-taxes-bond-sale-1421435564?tesla=y,neutral,Kansas ... Sale,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 16, 2015 4:55 pm ET'}]","Jan. 16, 2015",2015-01-16
1074,1074,1074,27696,2581,1303479,https://www.wsj.com/articles/saudi-arabias-sabic-reports-fall-in-net-hurt-by-lower-oil-prices-1421578438?tesla=y,sadness,Saudi ... Prices,wsj,2015,-1,1,,,"[{'title': 'Jan. 18, 2015 5:54 am ET'}]","Jan. 18, 2015",2015-01-18
1075,1075,1075,27697,2582,1303510,https://www.wsj.com/articles/hong-kong-regulator-alleges-misleading-research-1421616733?tesla=y,anger,Hong ... Research,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 18, 2015 4:34 pm ET'}]","Jan. 18, 2015",2015-01-18
1076,1076,1076,27698,2583,1303520,https://www.wsj.com/articles/google-nears-1-billion-investment-in-spacex-1421706642?tesla=y,neutral,Google ... SpaceX,wsj,2015,0,1,,,"[{'title': 'Jan. 19, 2015 5:30 pm ET'}]","Jan. 19, 2015",2015-01-19
1077,1077,1077,27699,2584,1303576,https://www.wsj.com/articles/cotton-prices-slip-as-global-economy-falters-1421696597?tesla=y,neutral,Cotton ... Falters,wsj,2015,0,1,,,"[{'title': 'Jan. 19, 2015 2:43 pm ET'}]","Jan. 19, 2015",2015-01-19
1078,1078,1078,27700,2585,1303639,https://www.wsj.com/articles/imf-cuts-global-economic-growth-outlook-1421722801?tesla=y,sadness,IMF ... Outlook,wsj,2015,-1,1,,,"[{'title': 'Jan. 19, 2015 10:00 pm ET'}]","Jan. 19, 2015",2015-01-19
1079,1079,1079,27701,2586,1303786,https://www.wsj.com/articles/baker-hughes-earnings-top-expectations-1421753559?tesla=y,neutral,Baker ... Expectations,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 20, 2015 10:57 am ET'}]","Jan. 20, 2015",2015-01-20
1080,1080,1080,27702,2587,1303796,https://www.wsj.com/articles/regions-financial-profit-revenue-fall-1421752921?tesla=y,sadness,Regions ... Fall,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 20, 2015 10:19 am ET'}]","Jan. 20, 2015",2015-01-20
1081,1081,1081,27703,2588,1303802,https://www.wsj.com/articles/sweden-cuts-growth-forecasts-1421749062?tesla=y,neutral,Sweden ... Forecasts,wsj,2015,0,1,,,"[{'title': 'Jan. 20, 2015 5:17 am ET'}]","Jan. 20, 2015",2015-01-20
1082,1082,1082,27704,2589,1303853,https://www.wsj.com/articles/corporate-bond-investors-anticipate-giant-deals-1421773596?tesla=y,fear,Corporate-Bond ... Deals,wsj,2015,-1,1,,,"[{'title': 'Jan. 20, 2015 12:06 pm ET'}]","Jan. 20, 2015",2015-01-20
1083,1083,1083,27705,2590,1303856,https://www.wsj.com/articles/delta-results-helped-by-falling-fuel-prices-1421759622?tesla=y,neutral,Delta ... Investors,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 20, 2015 5:15 pm ET'}]","Jan. 20, 2015",2015-01-20
1084,1084,1084,27706,2591,1303887,https://www.wsj.com/articles/euro-slips-ahead-of-ecbs-meeting-fxcm-shares-plunge-1421796491?tesla=y,fear,Euro ... Plunge,wsj,2015,-1,1,,,"[{'title': 'Jan. 20, 2015 6:28 pm ET'}]","Jan. 20, 2015",2015-01-20
1085,1085,1085,27707,2592,1303918,https://www.wsj.com/articles/european-stocks-buoyed-by-ecb-hopes-1421744067?tesla=y,joy,European ... Hopes,wsj,2015,1,1,,,"[{'title': 'Updated Jan. 20, 2015 12:26 pm ET'}]","Jan. 20, 2015",2015-01-20
1086,1086,1086,27708,2593,1303931,https://www.wsj.com/articles/global-growth-concerns-weigh-on-oil-prices-1421734874?tesla=y,fear,Oil ... Concerns,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 20, 2015 3:35 pm ET'}]","Jan. 20, 2015",2015-01-20
1087,1087,1087,27709,2594,1303972,https://www.wsj.com/articles/low-oil-prices-affecting-maersk-oil-business-helping-global-trade-volumes-1421885084?tesla=y,fear,Low ... Volumes,wsj,2015,-1,1,,,"[{'title': 'Jan. 21, 2015 7:04 pm ET'}]","Jan. 21, 2015",2015-01-21
1088,1088,1088,27710,2595,1304014,https://www.wsj.com/articles/falling-oil-prices-worry-bank-investors-analysts-1421871857?tesla=y,fear,Falling ... Investors,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 21, 2015 7:46 pm ET'}]","Jan. 21, 2015",2015-01-21
1089,1089,1089,27711,2596,1304048,https://www.wsj.com/articles/discover-financial-posts-higher-loans-net-interest-income-1421875864?tesla=y,neutral,Discover ... Income,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 21, 2015 5:41 pm ET'}]","Jan. 21, 2015",2015-01-21
1090,1090,1090,27712,2597,1304057,https://www.wsj.com/articles/u-s-stock-futures-weighed-down-by-ibm-and-european-markets-1421846487?tesla=y,neutral,U.S. ... Hopes,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 21, 2015 4:31 pm ET'}]","Jan. 21, 2015",2015-01-21
1091,1091,1091,27713,2598,1304062,https://www.wsj.com/articles/uber-raises-1-6-billion-in-goldman-debt-offering-1421877376?tesla=y,neutral,Uber ... Offering,wsj,2015,0,1,,,"[{'title': 'Jan. 21, 2015 4:56 pm ET'}]","Jan. 21, 2015",2015-01-21
1092,1092,1092,27714,2599,1304083,https://www.wsj.com/articles/gold-slips-back-below-1-300-after-details-of-ecb-easing-1421854282?tesla=y,neutral,Gold ... Streak,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 21, 2015 3:05 pm ET'}]","Jan. 21, 2015",2015-01-21
1093,1093,1093,27715,2600,1304089,https://www.wsj.com/articles/u-s-bancorps-profit-edges-up-as-revenue-loans-grow-1421843453?tesla=y,neutral,U.S. ... Grow,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 21, 2015 2:13 pm ET'}]","Jan. 21, 2015",2015-01-21
1094,1094,1094,27716,2601,1304100,https://www.wsj.com/articles/credit-suisse-outlines-possible-profit-loss-due-to-franc-swing-1421861305?tesla=y,sadness,Credit ... Swing,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 21, 2015 1:44 pm ET'}]","Jan. 21, 2015",2015-01-21
1095,1095,1095,27717,2602,1304107,https://www.wsj.com/articles/unitedhealth-results-top-expectations-on-revenue-growth-1421839458?tesla=y,neutral,UnitedHealth’s ... Expected,wsj,2015,0,1,,,"[{'title': 'Updated Jan. 21, 2015 10:46 am ET'}]","Jan. 21, 2015",2015-01-21
1096,1096,1096,27718,2603,1304145,https://www.wsj.com/articles/european-stocks-pause-ahead-of-key-ecb-meeting-1421832684?tesla=y,fear,European ... Proposal,wsj,2015,-1,1,,,"[{'title': 'Updated Jan. 21, 2015 12:11 pm ET'}]","Jan. 21, 2015",2015-01-21
1097,1097,1097,27719,2604,1304172,https://www.wsj.com/articles/loan-firms-boom-as-banks-shift-debt-in-europe-1421844087?tesla=y,joy,Loan ... Europe,wsj,2015,1,1,,,"[{'title': 'Updated Jan. 21, 2015 11:05 pm ET'}]","Jan. 21, 2015",2015-01-21
1098,1098,1098,27720,2605,1304198,https://www.wsj.com/articles/dollar-rises-against-euro-european-currencies-after-ecb-move-1421967651?tesla=y,neutral,Dollar ... Move,wsj,2015,0,1,,,"[{'title': 'Jan. 22, 2015 6:00 pm ET'}]","Jan. 22, 2015",2015-01-22
