emotion,headline,url
sadness,The ... Village,https://slate.com/culture/2005/04/the-750-million-chinese-who-aren-t-getting-rich.html
sadness,On ... Pope,https://slate.com/news-and-politics/2005/04/thoughts-over-the-grave-of-john-paul-ii.html
neutral,Pope ... Vaulted,https://slate.com/news-and-politics/2005/04/pope-vaulted.html
neutral,Pope ... 1920-2005,https://slate.com/news-and-politics/2005/04/pope-john-paul-ii-1920-2005.html
disgust,Amity ... Enmity,https://slate.com/news-and-politics/2005/04/the-amityville-horror-kung-fu-hustle-and-more-movie-violence.html
neutral,Editing ... Bellow,https://slate.com/culture/2005/04/editing-saul-bellow.html
neutral,Pitcher ... Perfect,https://slate.com/culture/2005/04/why-can-t-pitchers-throw-harder.html
neutral,Bloggers ... Reporters?,https://slate.com/news-and-politics/2005/04/what-bloggers-can-teach-reporters.html
disgust,In ... Sploid,https://slate.com/news-and-politics/2005/04/in-praise-of-sploid.html
sadness,A ... Farewell,https://slate.com/news-and-politics/2005/04/a-final-farewell.html
neutral,Money ... Drain,https://slate.com/news-and-politics/2005/04/money-down-the-drain.html
neutral,Get ... JoJo,https://slate.com/news-and-politics/2005/04/get-back-g-i-jojo.html
neutral,Trivial ... Pursuit,https://slate.com/news-and-politics/2005/04/slate-on-day-to-day-for-the-week-of-april-11.html
neutral,Academic ... Politics,https://slate.com/news-and-politics/2005/04/academic-politics.html
neutral,It’s ... John,https://slate.com/news-and-politics/2005/04/bolton-s-appalling-confirmation-hearings-performance.html
fear,Border ... Skirmish,https://slate.com/news-and-politics/2005/04/fray-canadians-have-had-it-up-to-here.html
neutral,Which ... Best?,https://slate.com/news-and-politics/2005/04/which-breast-implants-look-best.html
neutral,Bring ... Tax,https://slate.com/news-and-politics/2005/04/what-s-new-in-boston-review-etc.html
neutral,A ... Name,https://slate.com/business/2005/04/a-roshanda-by-any-other-name.html
neutral,How ... So,https://slate.com/technology/2005/04/how-we-know-what-isnt-so.html
sadness,Playing ... Myself,https://slate.com/technology/2005/04/a-video-game-for-time-travelers.html
neutral,The ... Samsonite,https://slate.com/business/2005/04/the-case-for-samsonite.html
neutral,We ... Bust,https://slate.com/technology/2005/04/we-must-increase-our-bust.html
neutral,You ... McFly,https://slate.com/technology/2005/04/you-always-were-a-slacker-mcfly.html
neutral,Trading ... Up,https://slate.com/business/2005/04/where-baby-names-come-from.html
neutral,Un-brellas ... Un-brellas,https://slate.com/human-interest/2005/04/protect-yourself-from-april-showers.html
neutral,Not ... Boltin’,https://slate.com/news-and-politics/2005/04/not-boltin.html
neutral,When ... Break?,https://slate.com/news-and-politics/2005/04/why-the-blind-get-a-tax-break.html
neutral,Andrea ... 1946-2005,https://slate.com/news-and-politics/2005/04/andrea-dworkin-1946-2005.html
neutral,“Petrified ... Light”,https://slate.com/culture/2005/04/petrified-light.html
anger,Poems ... Poetry,https://slate.com/culture/2005/04/poems-against-poetry-2.html
neutral,How ... Problem,https://slate.com/culture/2005/04/i-solve-china-s-piracy-problem.html
neutral,Hub ... Hello,https://slate.com/culture/2005/04/hub-fans-bid-bling-hello.html
neutral,Trivial ... Pursuit,https://slate.com/news-and-politics/2005/04/the-decline-of-trivial-pursuit.html
neutral,The ... Vaccinologist,https://slate.com/technology/2005/04/the-unsung-vaccinologist.html
neutral,Martyrs ... Pestles,https://slate.com/news-and-politics/2005/04/martyrs-and-pestles.html
neutral,Omnium ... Imminet,https://slate.com/news-and-politics/2005/04/omnium-finis-imminet.html
fear,“Bully” ... Him,https://slate.com/news-and-politics/2005/04/bully-for-him.html
anger,Can ... Airplanes?,https://slate.com/news-and-politics/2005/04/can-people-get-sucked-out-of-airplanes.html
neutral,Judging ... Judges,https://slate.com/news-and-politics/2005/04/judging-the-judges.html
neutral,Whose ... Chili?,https://slate.com/news-and-politics/2005/04/whose-finger-is-in-my-chili.html
neutral,William ... Jr.,https://slate.com/news-and-politics/2005/04/william-clay-ford-jr.html
disgust,Genuine ... Fake,https://slate.com/news-and-politics/2005/04/genuine-fake.html
sadness,Death ... Pieces,https://slate.com/news-and-politics/2005/04/slate-pays-its-taxes.html
neutral,Racked ... Indecision,https://slate.com/news-and-politics/2005/04/racked-with-indecision.html
neutral,Ambassador-in-Waiting ... Ambassador-in-Waiting,https://slate.com/news-and-politics/2005/04/ambassador-in-waiting.html
anger,Blame ... Times,https://slate.com/news-and-politics/2005/04/blame-it-on-the-times.html
neutral,"Christians, ... Clinics",https://slate.com/culture/2005/04/palindromes-just-another-todd-solondz-movie.html
neutral,"Location, ... Location—Deduction",https://slate.com/business/2005/04/a-tax-loophole-we-love-too-much-to-lose.html
sadness,Lost ... Feeling,https://slate.com/human-interest/2005/04/lost-that-lovin-feeling.html
neutral,J.K. ... Lasser,https://slate.com/culture/2005/04/tax-help-from-a-dead-accountant.html
joy,The ... Influence,https://slate.com/culture/2005/04/songs-that-showcase-masters-and-apprentices.html
neutral,From ... City,https://slate.com/technology/2005/04/from-mars-to-new-york-city.html
sadness,I ... PTC,https://slate.com/news-and-politics/2005/04/what-happened-to-the-worst-clips-of-the-week.html
neutral,Strife-Cycles ... Strife-Cycles,https://slate.com/news-and-politics/2005/04/strife-cycles.html
neutral,Nuclear ... Options,https://slate.com/news-and-politics/2005/04/do-we-need-new-nukes.html
neutral,The ... Strategy,https://slate.com/culture/2005/04/how-not-to-invest-in-china.html
neutral,Handicapping ... Conclave,https://slate.com/news-and-politics/2005/04/handicapping-the-conclave.html
neutral,Contact ... Bed?,https://slate.com/news-and-politics/2005/04/why-wear-contact-lenses-while-you-sleep.html
neutral,Amityville’s ... Fixer-Upper,https://slate.com/news-and-politics/2005/04/amityvilles-a-fixerupper.html
neutral,We ... Champions,https://slate.com/culture/2005/04/the-money-making-schemes-of-washed-up-sports-stars.html
neutral,Amcrack ... Amcrack,https://slate.com/news-and-politics/2005/04/amcrack.html
neutral,Running ... Shots,https://slate.com/news-and-politics/2005/04/running-out-of-shots.html
sadness,The ... Exile,https://slate.com/news-and-politics/2005/04/the-lawyer-in-exile.html
neutral,The ... Eye,https://slate.com/technology/2005/04/if-steroids-are-cheating-why-isn-t-lasik.html
surprise,How ... Profitable?,https://slate.com/culture/2005/04/did-success-ruin-michael-eisner.html
neutral,Weighing ... Conclaves,https://slate.com/news-and-politics/2005/04/weighing-the-pros-and-conclaves.html
disgust,How ... Papyrus,https://slate.com/news-and-politics/2005/04/how-to-read-a-dirty-papyrus.html
neutral,The ... Effect,https://slate.com/news-and-politics/2005/04/the-romenesko-effect.html
disgust,Tent ... Citizens,https://slate.com/news-and-politics/2005/04/tent-citizens.html
neutral,A ... Right?,https://slate.com/news-and-politics/2005/04/a-rift-on-the-right.html
neutral,Debating ... Filibuster,https://slate.com/news-and-politics/2005/04/slate-on-day-to-day-for-the-week-of-april-18.html
neutral,Two ... Women,https://slate.com/news-and-politics/2005/04/two-ibrahims-and-two-women.html
neutral,Is ... Down?,https://slate.com/news-and-politics/2005/04/is-john-bolton-going-down.html
disgust,In ... Ratzi,https://slate.com/news-and-politics/2005/04/in-praise-of-papa-ratzi.html
surprise,How ... Monkey?,https://slate.com/news-and-politics/2005/04/how-much-for-that-monkey.html
neutral,Flake ... off,https://slate.com/technology/2005/04/flake-off.html
neutral,Waiting ... Men,https://slate.com/news-and-politics/2005/04/waiting-for-gruff-men.html
neutral,All ... Talk,https://slate.com/news-and-politics/2005/04/fraysters-take-on-the-filibuster.html
neutral,Marla ... Ruzicka,https://slate.com/news-and-politics/2005/04/marla-ruzicka.html
sadness,When ... …,https://slate.com/news-and-politics/2005/04/when-you-can-t-beat-em.html
neutral,Benedict ... XVI,https://slate.com/human-interest/2005/04/benedict-xvi.html
neutral,Let ... Die,https://slate.com/news-and-politics/2005/04/let-the-filibuster-die.html
neutral,Papam? ... Off,https://slate.com/news-and-politics/2005/04/papam-papem-let-s-call-the-whole-thing-off.html
neutral,Lads ... Lasses,https://slate.com/technology/2005/04/lads-or-lasses.html
neutral,“We” ... “We”,https://slate.com/culture/2005/04/we.html
sadness,The ... Fiasco,https://slate.com/culture/2005/04/the-fiona-apple-fiasco.html
joy,Frist’s ... Folly,https://slate.com/news-and-politics/2005/04/frist-s-folly.html
surprise,Is ... Poem?,https://slate.com/culture/2005/04/why-to-read-e-e-cummings.html
neutral,Who ... Icebergs?,https://slate.com/news-and-politics/2005/04/who-counts-the-world-s-icebergs.html
fear,A ... Failure,https://slate.com/news-and-politics/2005/04/a-roaring-absence-of-failure.html
neutral,Ego-tourism ... Ego-tourism,https://slate.com/news-and-politics/2005/04/ego-tourism.html
surprise,Holy ... Shift!,https://slate.com/news-and-politics/2005/04/holy-shift.html
neutral,Do ... Dow,https://slate.com/business/2005/04/why-is-peter-kann-still-running-dow-jones.html
neutral,The ... Senate,https://slate.com/news-and-politics/2005/04/do-the-senate-s-rules-matter.html
neutral,Are ... Yet?,https://slate.com/news-and-politics/2005/04/are-we-free-yet.html
neutral,Da-Doo ... Sale!,https://slate.com/news-and-politics/2005/04/da-doo-enron-ron-enron-the-smartest-guys-in-the-room-delivers-smarting-blows.html
neutral,An ... Men?,https://slate.com/technology/2005/04/an-opinion-where-apes-evolved-from-men.html
neutral,Jeff ... Foxworthy,https://slate.com/culture/2005/04/jeff-foxworthy.html
neutral,Baby ... Talk,https://slate.com/human-interest/2005/04/baby-talk.html
neutral,Hammer ... Agonistes,https://slate.com/news-and-politics/2005/04/hammer-agonistes.html
neutral,Sydney ... Pollack,https://slate.com/news-and-politics/2005/04/sydney-pollack-the-professional.html
neutral,What’s ... Missileers?,https://slate.com/news-and-politics/2005/04/what-s-next-for-our-brave-missileers.html
neutral,Markets ... Exchanges,https://slate.com/news-and-politics/2005/04/markets-vs-exchanges-what-s-the-difference.html
neutral,Earth ... Day,https://slate.com/news-and-politics/2005/04/earth-day.html
surprise,Sweet ... 16th,https://slate.com/news-and-politics/2005/04/sweet-16th.html
neutral,Clouded ... Clouded,https://slate.com/news-and-politics/2005/04/clouded.html
disgust,Not ... Interpreter,https://slate.com/news-and-politics/2005/04/not-everyone-hates-the-interpreter.html
neutral,Americans ... Debt!,https://slate.com/business/2005/04/the-credit-card-miracle-of-2005.html
neutral,Il ... Again,https://slate.com/news-and-politics/2005/04/il-cavaliere-rides-again.html
neutral,"MooLatte, ... Bested",https://slate.com/news-and-politics/2005/04/moolatte-bested.html
neutral,China’s ... Gamble,https://slate.com/culture/2005/04/china-s-greatest-gamble.html
disgust,Kosher ... Passover?,https://slate.com/news-and-politics/2005/04/what-to-eat-and-not-eat-during-passover.html
neutral,Does ... Fingerprints?,https://slate.com/news-and-politics/2005/04/does-the-fbi-have-your-fingerprints.html
neutral,DeLay ... Filet,https://slate.com/news-and-politics/2005/04/if-delay-goes-down-who-gets-his-job.html
anger,Irritable ... Syndrome,https://slate.com/news-and-politics/2005/04/irritable-powell-syndrome.html
sadness,Moussaoui ... Pleased,https://slate.com/news-and-politics/2005/04/moussaoui-pleads-feds-pleased.html
neutral,Hubble’s ... Anniversary,https://slate.com/technology/2005/04/hubbles-anniversary.html
neutral,Attack ... Comeback,https://slate.com/news-and-politics/2005/04/attack-comeback.html
neutral,The ... Champions,https://slate.com/culture/2005/04/the-tiny-farming-town-that-produces-the-country-s-greatest-champions.html
neutral,How ... Blockbuster,https://slate.com/culture/2005/04/how-to-finance-a-hollywood-blockbuster.html
neutral,Mass ... Commander,https://slate.com/news-and-politics/2005/04/mass-and-commander-2.html
sadness,The ... Dada,https://slate.com/business/2005/04/the-skittles-sheepboys.html
fear,Barrels ... Trouble,https://slate.com/news-and-politics/2005/04/what-s-new-in-rolling-stone-etc.html
disgust,The ... Order,https://slate.com/news-and-politics/2005/04/the-pope-s-gag-order.html
surprise,Thinking ... Box,https://slate.com/news-and-politics/2005/04/thinking-outside-the-idiot-box.html
neutral,Long ... Labor,https://slate.com/news-and-politics/2005/04/long-live-labor.html
fear,Why ... Brazil?,https://slate.com/news-and-politics/2005/04/why-take-asylum-in-brazil.html
neutral,Filibuster ... Cross,https://slate.com/news-and-politics/2005/04/filibuster-on-the-cross.html
neutral,Making ... Marks,https://slate.com/news-and-politics/2005/04/slate-on-day-to-day-for-the-week-of-april-25.html
neutral,Worth ... Salt,https://slate.com/human-interest/2005/04/which-salt-is-best.html
sadness,Breaking ... Do,https://slate.com/business/2005/04/verizon-s-250-million-going-away-present.html
neutral,False ... Pregnancy,https://slate.com/technology/2005/04/who-really-wants-to-debate-the-morning-after-pill.html
sadness,"Someday, ... Pill",https://slate.com/technology/2005/04/the-science-of-hunger-management.html
neutral,Philip ... 1915-2005,https://slate.com/technology/2005/04/philip-morrison-1915-2005.html
sadness,Where ... Die,https://slate.com/news-and-politics/2005/04/where-satellites-go-when-they-die.html
neutral,The ... Card”,https://slate.com/news-and-politics/2005/04/the-faith-card.html
neutral,Hand ... Sheik,https://slate.com/news-and-politics/2005/04/hand-sheik.html
neutral,How ... Sweat,https://slate.com/culture/2005/04/how-to-coach-olympians-without-ever-breaking-a-sweat.html
neutral,The ... Bluebonnets,https://slate.com/news-and-politics/2005/04/why-bush-is-holding-hands-with-a-saudi-prince.html
neutral,“Few ... Answer”,https://slate.com/culture/2005/04/few-shall-answer.html
neutral,Go ... Immediately.,https://slate.com/culture/2005/04/don-t-buy-any-chinese-stocks.html
neutral,Extreme ... Makeover,https://slate.com/culture/2005/04/a-makeover-for-the-barnes-foundation.html
fear,Watching ... Rover,https://slate.com/culture/2005/04/running-through-kenya-watching-a-road-race-from-a-land-rover.html
joy,O ... Poetry!,https://slate.com/news-and-politics/2005/04/slate-salutes-poetry.html
neutral,People ... Watching,https://slate.com/technology/2005/04/people-watching.html
neutral,Be ... Huhuhuhuhuhuh,https://slate.com/technology/2005/04/be-vewy-quiet-im-hunting-comets-huhuhuhuhuhuh.html
neutral,Syria’s ... Method,https://slate.com/news-and-politics/2005/04/syria-s-pullout-method.html
neutral,Jack ... Days,https://slate.com/news-and-politics/2005/04/jack-abramoff-s-school-days.html
surprise,No ... Harmed…?,https://slate.com/news-and-politics/2005/04/who-s-looking-out-for-animal-movie-stars.html
neutral,Survey ... Says…,https://slate.com/news-and-politics/2005/04/survey-says.html
neutral,Tracking ... Politician,https://slate.com/news-and-politics/2005/04/tracking-britain-s-most-controversial-politician.html
neutral,A ... Restaurant,https://slate.com/human-interest/2005/04/a-concise-history-of-chinese-takeout.html
neutral,Let ... Steak,https://slate.com/technology/2005/04/steak-steroids-and-fat-football-players.html
neutral,Great ... Matzo,https://slate.com/human-interest/2005/04/can-i-win-a-matzo-ball-eating-contest.html
neutral,Comity ... Central,https://slate.com/news-and-politics/2005/04/comity-central.html
neutral,"Saigon, ... Later",https://slate.com/news-and-politics/2005/04/saigon-30-years-later.html
neutral,Four ... Design,https://slate.com/technology/2005/04/four-servings-of-design.html
neutral,In ... Parentis,https://slate.com/news-and-politics/2005/04/in-location-parentis.html
sadness,Desperate ... Housewives,https://slate.com/news-and-politics/2005/04/do-women-really-need-their-own-tv-guide.html
neutral,Muti’s ... Bounty,https://slate.com/culture/2005/04/riccardo-muti-the-great-conductor.html
fear,Don’t ... Panic,https://slate.com/culture/2005/04/the-hitchhiker-s-guide-not-earth-shattering.html
surprise,A ... Heaven?,https://slate.com/human-interest/2005/04/a-match-made-in-heaven.html
neutral,What ... Liberals,https://slate.com/news-and-politics/2005/04/what-my-grandfather-taught-me-about-british-liberals.html
surprise,"Psst, ... Skyscraper?",https://slate.com/business/2005/04/psst-wanna-buy-my-skyscraper.html
neutral,FIRST ... CONFIRMED!,https://slate.com/technology/2005/04/first-exoplanet-image-confirmed.html
neutral,May ... …,https://slate.com/technology/2005/04/may-the-force-be-with-you-and-you-and-you.html
neutral,Power ... Failure,https://slate.com/news-and-politics/2005/04/what-bush-still-doesn-t-understand-about-iraq.html
disgust,Socially ... Awkward,https://slate.com/news-and-politics/2005/04/socially-awkward.html
neutral,Krystal ... Mess,https://slate.com/news-and-politics/2005/04/the-embarrassing-and-painfully-familiar-story-of-an-overeager-young-journalist.html
surprise,Middle-School ... Juice?,https://slate.com/news-and-politics/2005/04/middle-school-girls-on-the-juice.html
neutral,Michael ... Howard,https://slate.com/news-and-politics/2005/04/if-only-michael-howard-were-george-bush.html
neutral,Sanding ... Sander,https://slate.com/news-and-politics/2005/04/debunking-the-debunker-of-affirmative-action.html
neutral,Dough ... Showdown,https://slate.com/human-interest/2005/04/why-we-love-the-pillsbury-bake-off.html
neutral,Baiting ... Cut,https://slate.com/news-and-politics/2005/04/baiting-cut.html
neutral,John ... Wimp,https://slate.com/news-and-politics/2005/04/john-bolton-war-wimp.html
neutral,Cabinet ... Pressure,https://slate.com/news-and-politics/2005/04/cabinet-pressure.html
neutral,Nuclear ... Loopholes,https://slate.com/news-and-politics/2005/05/nuclear-loopholes.html
neutral,Circus ... Star,https://slate.com/news-and-politics/2005/05/slate-on-day-to-day-for-the-week-of-may-2.html
disgust,When ... Extinct?,https://slate.com/news-and-politics/2005/05/when-can-you-say-an-animal-is-extinct.html
neutral,Fair ... Public?,https://slate.com/news-and-politics/2005/05/fair-and-balanced-and-public.html
neutral,Welcome ... Loser,https://slate.com/business/2005/05/the-great-american-beer-crisis.html
neutral,Faux ... Americana,https://slate.com/culture/2005/05/bruce-springsteen-bullshitter.html
neutral,Way ... Brits,https://slate.com/news-and-politics/2005/05/way-to-go-brits.html
fear,Take ... Please,https://slate.com/news-and-politics/2005/05/the-first-lady-s-speech-at-the-white-house-correspondents-dinner-was-so-funny-i-forgot-to-laugh.html
neutral,King ... Cybersquatter,https://slate.com/news-and-politics/2005/05/king-arthur-vs-the-tory-cybersquatter.html
neutral,Clinton ... Creativity,https://slate.com/news-and-politics/2005/05/clinton-and-creativity.html
disgust,Two ... Sideways,https://slate.com/news-and-politics/2005/05/two-thumbs-sideways.html
disgust,Worse ... 1984,https://slate.com/news-and-politics/2005/05/north-korea-slave-state.html
fear,NPT ... Threats?,https://slate.com/news-and-politics/2005/05/npt-threats.html
neutral,Martian ... Trap,https://slate.com/technology/2005/05/martian-sand-trap.html
sadness,The ... Sleep,https://slate.com/news-and-politics/2005/05/the-prosecution-puts-mj-s-mom-to-sleep.html
neutral,When ... Feet”?,https://slate.com/news-and-politics/2005/05/when-did-we-get-cold-feet.html
surprise,A ... ID?,https://slate.com/news-and-politics/2005/05/a-new-national-id.html
neutral,PBS ... Unplugged,https://slate.com/news-and-politics/2005/05/how-to-end-public-tv-pledge-drives.html
surprise,Odd ... Out,https://slate.com/culture/2005/05/max-ernst-the-german-surrealist.html
neutral,“Water” ... “Water”,https://slate.com/culture/2005/05/water.html
joy,Paranoia ... Profit,https://slate.com/culture/2005/05/how-michael-moore-cleaned-up-on-fahrenheit-9-11.html
neutral,More ... Cream!,https://slate.com/news-and-politics/2005/05/more-racist-ice-cream.html
neutral,Bedside ... Wisdom,https://slate.com/technology/2005/05/bedside-wisdom-beats-medicine-by-the-numbers.html
neutral,Pozen ... Pill,https://slate.com/business/2005/05/will-bush-s-latest-pet-idea-kill-social-security.html
fear,Mystery ... Investigators,https://slate.com/technology/2005/05/mystery-investigators.html
fear,DWI: ... Illegal,https://slate.com/news-and-politics/2005/05/dwi-driving-while-illegal.html
neutral,Galaxy ... Quest,https://slate.com/technology/2005/05/wikipedia-is-a-real-life-hitchhiker-s-guide.html
neutral,Axle ... Evil,https://slate.com/business/2005/05/what-is-the-axle-of-evil.html
neutral,Defending ... Merlot,https://slate.com/technology/2005/05/sticking-up-for-merlot.html
neutral,Bare ... Cabinet,https://slate.com/news-and-politics/2005/05/bare-cabinet.html
neutral,Do ... Other?,https://slate.com/news-and-politics/2005/05/is-china-really-pointing-missiles-at-taiwan.html
surprise,Going ... Bang?,https://slate.com/news-and-politics/2005/05/going-out-with-a-bang.html
neutral,Interest-Group ... Conservatism,https://slate.com/news-and-politics/2005/05/what-george-bush-learned-from-ted-kennedy.html
neutral,Your ... Twin,https://slate.com/technology/2005/05/your-evil-twin.html
neutral,The ... Bank,https://slate.com/technology/2005/05/the-tangled-bank.html
sadness,Why ... Cash,https://slate.com/news-and-politics/2005/05/why-the-pop-star-has-no-cash.html
neutral,Five ... Politics,https://slate.com/news-and-politics/2005/05/five-myths-of-british-politics.html
neutral,Mars ... found?,https://slate.com/technology/2005/05/mars-polar-lander-found.html
sadness,Crash ... Fizzle,https://slate.com/culture/2005/05/crash-and-kingdom-of-heaven.html
neutral,The ... Bollywood,https://slate.com/news-and-politics/2005/05/the-rss-and-bollywood.html
joy,The ... Candidate,https://slate.com/news-and-politics/2005/05/the-cheeky-muslim-woman-attorney-who-s-britain-s-most-appealing-candidate.html
neutral,Paula-tics ... Usual,https://slate.com/news-and-politics/2005/05/why-the-american-idol-scandal-matters.html
neutral,"Lynndie, ... Unleashed",https://slate.com/news-and-politics/2005/05/lynndie-unleashed.html
neutral,Couch ... Potato,https://slate.com/human-interest/2005/05/couch-potato.html
sadness,After ... Rests,https://slate.com/news-and-politics/2005/05/after-87-witnesses-the-prosecution-rests.html
neutral,Bud ... Selig,https://slate.com/news-and-politics/2005/05/bud-selig.html
neutral,Wolff ... Clothing,https://slate.com/news-and-politics/2005/05/what-does-michael-wolff-have-against-slate.html
anger,Why ... Guilty?,https://slate.com/news-and-politics/2005/05/why-can-t-lynndie-plead-guilty.html
anger,Let’s ... Security,https://slate.com/news-and-politics/2005/05/let-s-not-save-social-security.html
joy,Encouraging ... Words,https://slate.com/news-and-politics/2005/05/what-paula-abdul-said-to-corey-clark.html
neutral,Blasted ... Blasted,https://slate.com/news-and-politics/2005/05/blasted.html
neutral,But ... Honor,https://slate.com/news-and-politics/2005/05/law-schools-fight-the-military.html
neutral,Colonel ... Hack,https://slate.com/news-and-politics/2005/05/the-self-mythologizing-career-of-david-hackworth.html
fear,Psycho ... C’est?,https://slate.com/news-and-politics/2005/05/house-of-wax-would-be-grotesque-even-without-paris-hilton-plus-funny-ha-ha-is-a-haunting-original.html
surprise,What ... Kirk?,https://slate.com/business/2005/05/kirk-kerkorian-s-nutty-play-for-gm.html
neutral,Can ... Car?,https://slate.com/news-and-politics/2005/05/can-the-police-really-commandeer-your-car.html
neutral,The ... Mullahs,https://slate.com/news-and-politics/2005/05/can-iran-s-nuclear-ambitions-be-stopped.html
neutral,Religious ... Stage,https://slate.com/news-and-politics/2005/05/religious-right-center-stage.html
neutral,Moms ... Bed,https://slate.com/news-and-politics/2005/05/dispatches-from-the-michael-jackson-trial-moms-who-let-their-kids-sleep-in-mjs-bed.html
anger,He ... Me!,https://slate.com/news-and-politics/2005/05/he-never-laid-a-glove-on-me.html
neutral,Labour ... Pains,https://slate.com/news-and-politics/2005/05/labour-pains.html
neutral,For ... Used,https://slate.com/technology/2005/05/for-sale-one-cosmos-slightly-used.html
neutral,That ... Buildup,https://slate.com/news-and-politics/2005/05/that-waxy-buildup.html
sadness,Tony ... Depressed,https://slate.com/news-and-politics/2005/05/the-british-election-tony-blair-looks-depressed.html
neutral,Office ... Pace,https://slate.com/news-and-politics/2005/05/office-pace.html
neutral,Call ... Cell,https://slate.com/technology/2005/05/why-gps-tracking-is-good-news-for-inmates.html
neutral,Defending ... Quorn,https://slate.com/human-interest/2005/05/quorn-the-best-fake-meat-we-ve-got.html
neutral,Italian ... Stallion,https://slate.com/news-and-politics/2005/05/italian-stallion.html
neutral,Help ... Observatory!,https://slate.com/technology/2005/05/help-save-an-observatory.html
surprise,Arianna’s ... Park,https://slate.com/news-and-politics/2005/05/will-the-blogosphere-s-fire-ants-murder-the-huffington-post.html
neutral,Who’s ... 3?,https://slate.com/news-and-politics/2005/05/who-s-no-3.html
neutral,Behind ... Report,https://slate.com/news-and-politics/2005/05/behind-the-911-commission-report.html
neutral,The ... Recluse,https://slate.com/news-and-politics/2005/05/jack-gilbert-s-refusing-heaven.html
joy,Putin ... Face,https://slate.com/news-and-politics/2005/05/putin-on-a-happy-face.html
neutral,Abu ... Guernica,https://slate.com/news-and-politics/2005/05/abu-ghraib-isn-t-guernica.html
neutral,Concessions ... Men,https://slate.com/culture/2005/05/how-schwarzenegger-raked-in-the-bucks-on-terminator-3.html
sadness,3 ... Darkness,https://slate.com/culture/2005/05/buzz-bissinger-s-strikeout.html
neutral,Science ... Fare,https://slate.com/technology/2005/05/science-fare.html
neutral,Conservatism ... Pathology,https://slate.com/news-and-politics/2005/05/conservatism-as-pathology.html
neutral,“Impatience” ... “Impatience”,https://slate.com/culture/2005/05/impatience.html
neutral,The ... Paradox,https://slate.com/business/2005/05/how-dumb-rich-people-go-broke.html
neutral,Over ... There,https://slate.com/news-and-politics/2005/05/why-u-s-troops-won-t-be-coming-home-soon.html
neutral,The ... Me,https://slate.com/technology/2005/05/my-romance-with-adhd-meds.html
neutral,Jet ... Unleashed,https://slate.com/news-and-politics/2005/05/slate-on-day-to-day-for-the-week-of-may-9.html
anger,Huff ... Puff,https://slate.com/news-and-politics/2005/05/huff-n-puff.html
neutral,Creationism ... Design,https://slate.com/news-and-politics/2005/05/creationism-vs-intelligent-design.html
sadness,The ... Bride,https://slate.com/news-and-politics/2005/05/runaway-murder-bride-eyewatch-news-team-special-report.html
anger,Blame ... Canada,https://slate.com/technology/2005/05/don-t-flush-your-adderall-xr.html
neutral,West ... Sortie,https://slate.com/news-and-politics/2005/05/west-side-sortie.html
neutral,Know ... Allies,https://slate.com/news-and-politics/2005/05/what-really-happened-at-yalta.html
neutral,Tim ... Green,https://slate.com/news-and-politics/2005/05/tim-green-vs-tabloid-television.html
neutral,Can ... Weather?,https://slate.com/news-and-politics/2005/05/how-does-cloud-seeding-work.html
neutral,The ... Zone.,https://slate.com/news-and-politics/2005/05/the-no-shoot-zone.html
neutral,Orange ... Smart,https://slate.com/news-and-politics/2005/05/orange-you-smart.html
neutral,Carried ... Litter,https://slate.com/technology/2005/05/carried-in-on-a-litter.html
joy,It’s ... YMCA,https://slate.com/culture/2005/05/the-pickup-players-in-the-nba-playoffs.html
joy,Chicago’s ... Kingdom,https://slate.com/culture/2005/05/chicago-s-theme-park-for-adults.html
neutral,Last ... Laugh,https://slate.com/culture/2005/05/the-death-of-the-next-seinfeld.html
neutral,What ... Kansas,https://slate.com/technology/2005/05/the-evolution-of-creationism.html
neutral,Keep ... Out,https://slate.com/news-and-politics/2005/05/border-control-for-joe-mccarthy.html
neutral,The ... Seed,https://slate.com/human-interest/2005/05/why-strict-churches-are-strong.html
neutral,Girls ... Guns,https://slate.com/technology/2005/05/girls-with-guns.html
anger,Iran! ... Nein!,https://slate.com/news-and-politics/2005/05/iran-nein.html
joy,Pop ... Us,https://slate.com/news-and-politics/2005/05/pop-culture-is-good-for-us.html
neutral,Oil ... Grease,https://slate.com/news-and-politics/2005/05/oil-and-grease.html
neutral,And ... Skippy,https://slate.com/news-and-politics/2005/05/what-are-blogs-doing-on-cable-news.html
neutral,A ... One?,https://slate.com/news-and-politics/2005/05/when-solitary-confinement-is-really-solitary.html
neutral,Video ... Television,https://slate.com/news-and-politics/2005/05/video-games-aren-t-like-television.html
neutral,John ... Survivor,https://slate.com/news-and-politics/2005/05/the-cowardice-of-lincoln-chafee.html
neutral,Rockonomics ... Uses,https://slate.com/business/2005/05/economic-proof-of-elton-john-s-genius.html
neutral,Bolton ... By,https://slate.com/news-and-politics/2005/05/bolton-slips-by.html
neutral,Debased ... Debased,https://slate.com/news-and-politics/2005/05/is-the-pentagon-closing-the-wrong-bases.html
neutral,Grand ... Pooper,https://slate.com/news-and-politics/2005/05/grand-old-party-pooper.html
neutral,The ... Trek,https://slate.com/news-and-politics/2005/05/debating-pop-culture-the-sopranos-vs-star-trek.html
joy,Celebrity ... Blogging,https://slate.com/news-and-politics/2005/05/celebrity-blogging.html
surprise,Reincarnation ... Confirmed!,https://slate.com/news-and-politics/2005/05/reincarnation-confirmed.html
